,HCPID,egs,alpha,r,LL
103,168139_fnca,0.5,0.2,1,-2.0833093133076335
82,168139_fnca,0.4,0.15,1,-2.086855842616214
92,168139_fnca,0.45,0.15,1,-2.095323025879063
52,168139_fnca,0.25,0.15,1,-2.1105683380674547
72,168139_fnca,0.35,0.15,1,-2.111673614384231
62,168139_fnca,0.3,0.15,1,-2.1153972276788924
102,168139_fnca,0.5,0.15,1,-2.119136751551771
83,168139_fnca,0.4,0.2,1,-2.1201358260334215
101,168139_fnca,0.5,0.1,1,-2.1336635949937266
80,168139_fnca,0.4,0.05,1,-2.1343235611254157
42,168139_fnca,0.2,0.15,1,-2.137327070571251
91,168139_fnca,0.45,0.1,1,-2.1432197612445414
81,168139_fnca,0.4,0.1,1,-2.150983216615745
32,168139_fnca,0.15,0.15,1,-2.157652079454077
70,168139_fnca,0.35,0.05,1,-2.161248514193489
93,168139_fnca,0.45,0.2,1,-2.161639607084843
104,168139_fnca,0.5,0.25,1,-2.1644438840671065
73,168139_fnca,0.35,0.2,1,-2.165671781008215
71,168139_fnca,0.35,0.1,1,-2.172191485323764
61,168139_fnca,0.3,0.1,1,-2.173710060757408
90,168139_fnca,0.45,0.05,1,-2.189192204613395
51,168139_fnca,0.25,0.1,1,-2.2018448027773556
100,168139_fnca,0.5,0.05,1,-2.2058845185705342
63,168139_fnca,0.3,0.2,1,-2.212504808714639
50,168139_fnca,0.25,0.05,1,-2.2180884923544197
40,168139_fnca,0.2,0.05,1,-2.2241565735473054
60,168139_fnca,0.3,0.05,1,-2.236052154889103
41,168139_fnca,0.2,0.1,1,-2.236217088836054
22,168139_fnca,0.1,0.15,1,-2.252986088572909
2,168139_fnca,0.0,0.15,1,-2.270924521468419
94,168139_fnca,0.45,0.25,1,-2.2868311945610698
31,168139_fnca,0.15,0.1,1,-2.2942183039890964
21,168139_fnca,0.1,0.1,1,-2.3102140305934933
12,168139_fnca,0.05,0.15,1,-2.3209243583700356
30,168139_fnca,0.15,0.05,1,-2.3210990346052287
84,168139_fnca,0.4,0.25,1,-2.3229116593450105
53,168139_fnca,0.25,0.2,1,-2.346709067839285
74,168139_fnca,0.35,0.25,1,-2.3510282943495824
95,168139_fnca,0.45,0.3,1,-2.3579690301782583
85,168139_fnca,0.4,0.3,1,-2.375248824473471
96,168139_fnca,0.45,0.35,1,-2.3844481088911316
