,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.15,0.05,1,0.3233333333333333,0.4685302810952917,120515_fnca,-1.8379733212459963,0.3333333333333333
1,Punishment,0.15,0.05,1,0.604,0.4892601561544942,120515_fnca,-1.8379733212459963,0.6
2,Reward,0.15,0.05,1,0.4744,0.4995440675459335,120515_fnca,-1.8379733212459963,0.48
