,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
11713,173334_fnca,1,1,Reward,2,5,2.0,0,1045,27,1,0,1,0,3.0,,1.0,,MostlyReward,MostlyReward
11714,173334_fnca,2,1,Reward,3,5,3.0,0,173,14,1,1,0,1,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
11715,173334_fnca,3,1,Punishment,4,5,2.0,0,252,14,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
11716,173334_fnca,4,1,Reward,5,5,3.0,0,299,13,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
11717,173334_fnca,5,1,Reward,6,5,2.0,0,1291,13,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
11718,173334_fnca,6,1,Reward,7,5,3.0,0,381,13,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
11719,173334_fnca,7,1,Neutral,8,5,2.0,0,281,13,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
11721,173334_fnca,10,1,Reward,10,5,2.0,0,936,14,1,0,1,0,3.0,,1.0,,MostlyPunishment,MostlyPunishment
11722,173334_fnca,11,1,Punishment,11,5,3.0,0,329,14,1,1,0,0,2.0,2.0,1.0,Reward,MostlyPunishment,MostlyPunishment
11723,173334_fnca,12,1,Punishment,12,5,2.0,0,237,13,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
11724,173334_fnca,13,1,Punishment,13,5,3.0,0,200,13,1,1,0,1,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
11725,173334_fnca,14,1,Neutral,14,5,2.0,0,257,14,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
11726,173334_fnca,15,1,Punishment,15,5,3.0,0,454,14,1,1,0,0,2.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
11727,173334_fnca,16,1,Punishment,16,5,2.0,0,229,13,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
11729,173334_fnca,19,1,Punishment,18,5,2.0,0,622,13,1,0,1,0,2.0,,0.0,,MostlyPunishment,MostlyPunishment
11730,173334_fnca,20,1,Punishment,19,5,2.0,0,282,14,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
11731,173334_fnca,21,1,Punishment,20,5,3.0,0,258,14,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
11732,173334_fnca,22,1,Neutral,21,5,3.0,0,230,13,2,2,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
11733,173334_fnca,23,1,Punishment,22,5,3.0,0,245,13,3,3,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
11734,173334_fnca,24,1,Neutral,23,5,3.0,0,263,13,4,4,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
11735,173334_fnca,25,1,Punishment,24,5,2.0,0,343,13,1,0,1,0,3.0,3.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
11737,173334_fnca,28,1,Reward,26,5,3.0,0,409,14,2,2,0,0,2.0,,1.0,,MostlyReward,MostlyReward
11738,173334_fnca,29,1,Reward,27,5,2.0,0,745,13,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
11739,173334_fnca,30,1,Punishment,28,5,3.0,0,421,14,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
