,HCPID,ans,bll,lf,LL
51,155231_fnca,0.15,0.8,0.1,-1.9247648441694798
49,155231_fnca,0.15,0.7,0.1,-1.9300001849105592
16,155231_fnca,0.05,0.35,0.1,-1.9362377971785465
27,155231_fnca,0.1,0.25,0.1,-1.9509479712440543
3,155231_fnca,0.0,0.35,0.1,-1.9528688106908851
41,155231_fnca,0.15,0.3,0.1,-1.955351406679296
48,155231_fnca,0.15,0.65,0.1,-1.9624349344592347
26,155231_fnca,0.1,0.2,0.1,-1.9670437603063493
29,155231_fnca,0.1,0.35,0.1,-1.9720746289916906
2,155231_fnca,0.0,0.3,0.1,-1.9736553250889461
38,155231_fnca,0.1,0.8,0.1,-1.9747158577014068
8,155231_fnca,0.0,0.6,0.1,-1.980881237543252
32,155231_fnca,0.1,0.5,0.1,-1.9824844912601536
30,155231_fnca,0.1,0.4,0.1,-1.9925076293278303
15,155231_fnca,0.05,0.3,0.1,-2.0032582335356244
54,155231_fnca,0.2,0.3,0.1,-2.0114511554096373
40,155231_fnca,0.15,0.25,0.1,-2.012575169973521
39,155231_fnca,0.15,0.2,0.1,-2.0153266932187206
1,155231_fnca,0.0,0.25,0.1,-2.015894538977428
52,155231_fnca,0.2,0.2,0.1,-2.0175478829947666
12,155231_fnca,0.0,0.8,0.1,-2.018655306634405
23,155231_fnca,0.05,0.7,0.1,-2.019215858838914
58,155231_fnca,0.2,0.5,0.1,-2.0209145014770145
35,155231_fnca,0.1,0.65,0.1,-2.0214687346827276
24,155231_fnca,0.05,0.75,0.1,-2.0215101031997946
20,155231_fnca,0.05,0.55,0.1,-2.027731948326225
10,155231_fnca,0.0,0.7,0.1,-2.036761081558351
47,155231_fnca,0.15,0.6,0.1,-2.037942387809337
60,155231_fnca,0.2,0.6,0.1,-2.0396563708369255
67,155231_fnca,0.25,0.3,0.1,-2.0407989412848684
28,155231_fnca,0.1,0.3,0.1,-2.0425797424557386
17,155231_fnca,0.05,0.4,0.1,-2.0443305646255063
34,155231_fnca,0.1,0.6,0.1,-2.0544909674615024
14,155231_fnca,0.05,0.25,0.1,-2.0572148115969675
4,155231_fnca,0.0,0.4,0.1,-2.060228302401372
18,155231_fnca,0.05,0.45,0.1,-2.060847905188207
36,155231_fnca,0.1,0.7,0.1,-2.0625942597637654
