,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,ResponseSwitch,PSwitch_z,PSwitch_probz,PSwitch_logprobz
143,Punishment,0.0,0.2,0.1,0.1936,0.3952771625431736,159138_fnca,0.4,-0.5221652540512159,0.34809953866020305,-1.055266809473858
286,Reward,0.0,0.2,0.1,0.2136,0.4100116188867064,159138_fnca,0.6666666666666666,-1.1050093358253272,0.21665233581611318,-1.529461349335238
144,Punishment,0.0,0.25,0.1,0.1656,0.3718699635838483,159138_fnca,0.4,-0.630327864452941,0.3270653955926767,-1.1175951415575753
287,Reward,0.0,0.25,0.1,0.1696,0.375431217241059,159138_fnca,0.6666666666666666,-1.3239886398352092,0.16605910622385073,-1.7954114924110163
145,Punishment,0.0,0.3,0.1,0.12,0.3250915988427114,159138_fnca,0.4,-0.8612957117217662,0.2753110623581686,-1.2898536847198245
288,Reward,0.0,0.3,0.1,0.1064,0.308472306911504,159138_fnca,0.6666666666666666,-1.8162624459750891,0.07666245695368527,-2.5683431695343795
146,Punishment,0.0,0.35,0.1,0.1296,0.3359972549356013,159138_fnca,0.4,-0.80476847958721,0.28858526635595827,-1.2427646860732275
289,Reward,0.0,0.35,0.1,0.1272,0.3333302375089758,159138_fnca,0.6666666666666666,-1.6184150309860206,0.10768207540343473,-2.2285721394654137
147,Punishment,0.0,0.4,0.1,0.2232,0.4165580109194501,159138_fnca,0.4,-0.4244306803985288,0.36458001401478723,-1.0090092344364516
290,Reward,0.0,0.4,0.1,0.228,0.4197105258871074,159138_fnca,0.6666666666666666,-1.0451647971884748,0.23104951059507003,-1.4651232598456854
148,Punishment,0.0,0.45,0.1,0.1216,0.3269540627784489,159138_fnca,0.4,-0.851495765595211,0.2776313699426049,-1.28146105261796
291,Reward,0.0,0.45,0.1,0.124,0.3297134646553275,159138_fnca,0.6666666666666666,-1.6458735382067393,0.10296271103478302,-2.273388385089258
149,Punishment,0.0,0.5,0.1,0.1688,0.3747250927227761,159138_fnca,0.4,-0.616985636910745,0.32979825126483403,-1.1092741712817515
292,Reward,0.0,0.5,0.1,0.1648,0.3711484351694655,159138_fnca,0.6666666666666666,-1.3521993335025528,0.15990745266098397,-1.8331600519670466
150,Punishment,0.0,0.55,0.1,0.1616,0.3682307905812679,159138_fnca,0.4,-0.6474200585553302,0.32351334973800155,-1.1285148993145662
293,Reward,0.0,0.55,0.1,0.1552,0.362240161146549,159138_fnca,0.6666666666666666,-1.4119546133366092,0.14723189056884659,-1.9157464482659394
151,Punishment,0.0,0.6,0.1,0.132,0.3386262455678085,159138_fnca,0.4,-0.7914330430903771,0.29167308843245227,-1.23212166405232
294,Reward,0.0,0.6,0.1,0.1328,0.3394942784379048,159138_fnca,0.6666666666666666,-1.5725350928537474,0.1158601009118695,-2.155371842332945
152,Punishment,0.0,0.65,0.1,0.1464,0.3536482626494016,159138_fnca,0.4,-0.7170966940431799,0.3084941595728328,-1.1760523675085015
295,Reward,0.0,0.65,0.1,0.1616,0.3682307905812682,159138_fnca,0.6666666666666666,-1.371603569243618,0.15573698179547651,-1.8595867087855886
153,Punishment,0.0,0.7,0.1,0.1536,0.3607092026870434,159138_fnca,0.4,-0.683098734838158,0.3159249877939137,-1.1522504739734187
296,Reward,0.0,0.7,0.1,0.1528,0.3599386123267617,159138_fnca,0.6666666666666666,-1.4276508523074625,0.14398703599782195,-1.9380320112517846
154,Punishment,0.0,0.75,0.1,0.2064,0.4048829264705017,159138_fnca,0.4,-0.4781629141235349,0.35584557532122096,-1.0332584194262282
297,Reward,0.0,0.75,0.1,0.1984,0.3989545986919488,159138_fnca,0.6666666666666666,-1.1737342249017082,0.2003349529462447,-1.6077645485574794
155,Punishment,0.0,0.8,0.1,0.1952,0.3965132257448073,159138_fnca,0.4,-0.5165023174581511,0.34912479036526956,-1.052325855174493
298,Reward,0.0,0.8,0.1,0.1896,0.392141377423896,159138_fnca,0.6666666666666666,-1.2165680393144749,0.19033731660417427,-1.6589574303454055
156,Punishment,0.05,0.2,0.1,0.2184,0.4133256712187022,159138_fnca,0.4,-0.43936298334566876,0.362236324961805,-1.0154584487718759
299,Reward,0.05,0.2,0.1,0.1944,0.3958964854880346,159138_fnca,0.6666666666666666,-1.1929044181447785,0.19584161980694456,-1.6304490086193388
157,Punishment,0.05,0.25,0.1,0.1848,0.3882905814728557,159138_fnca,0.4,-0.5542241050084395,0.3421449803859073,-1.0725207124908755
300,Reward,0.05,0.25,0.1,0.2048,0.4037169180006011,159138_fnca,0.6666666666666666,-1.1440359471533936,0.20734988282561356,-1.5733476573942538
158,Punishment,0.05,0.3,0.1,0.1728,0.3782255989260198,159138_fnca,0.4,-0.6006996899341017,0.333084658378334,-1.0993585919481355
301,Reward,0.05,0.3,0.1,0.1648,0.3711484351694654,159138_fnca,0.6666666666666666,-1.3521993335025533,0.15990745266098386,-1.8331600519670475
159,Punishment,0.05,0.35,0.1,0.2032,0.4025411674763348,159138_fnca,0.4,-0.4888940955624615,0.35400393448610756,-1.0384472515425913
302,Reward,0.05,0.35,0.1,0.1984,0.3989545986919491,159138_fnca,0.6666666666666666,-1.1737342249017073,0.20033495294624493,-1.6077645485574783
160,Punishment,0.05,0.4,0.1,0.1192,0.3241533901353943,159138_fnca,0.4,-0.8662565579916158,0.27413386175680127,-1.2941387453364133
303,Reward,0.05,0.4,0.1,0.1192,0.324153390135394,159138_fnca,0.6666666666666666,-1.6889123585534553,0.09583272927577892,-2.3451510106419704
161,Punishment,0.05,0.45,0.1,0.1616,0.368230790581268,159138_fnca,0.4,-0.6474200585553301,0.32351334973800155,-1.1285148993145662
304,Reward,0.05,0.45,0.1,0.1816,0.385668811736024,159138_fnca,0.6666666666666666,-1.2577285274461778,0.18088766828648253,-1.7098790575806382
162,Punishment,0.05,0.5,0.1,0.1344,0.3412180883644091,159138_fnca,0.4,-0.7783878084339669,0.2946749709761389,-1.2218823233639895
305,Reward,0.05,0.5,0.1,0.1184,0.32321047633022,159138_fnca,0.6666666666666666,-1.6963146519623011,0.09463951041684332,-2.357680232435664
