,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.35,0.05,1,0.4,0.4907164920657184,172130_fnca,-1.8566205799255613,0.3333333333333333
1,Punishment,0.35,0.05,1,0.5656,0.4958763501960413,172130_fnca,-1.8566205799255613,0.6
2,Reward,0.35,0.05,1,0.5096,0.5001079146954911,172130_fnca,-1.8566205799255613,0.6
