,HCPID,egs,alpha,r,LL
71,102008_fnca,0.35,0.1,1,-1.8408830819271147
50,102008_fnca,0.25,0.05,1,-1.8414035278629302
81,102008_fnca,0.4,0.1,1,-1.8417862525807296
90,102008_fnca,0.45,0.05,1,-1.8426198695093539
100,102008_fnca,0.5,0.05,1,-1.8428568684806046
91,102008_fnca,0.45,0.1,1,-1.843117847726815
61,102008_fnca,0.3,0.1,1,-1.843648868473574
60,102008_fnca,0.3,0.05,1,-1.8437917933766963
41,102008_fnca,0.2,0.1,1,-1.8443262553816684
31,102008_fnca,0.15,0.1,1,-1.845180940316344
101,102008_fnca,0.5,0.1,1,-1.8458918631671328
30,102008_fnca,0.15,0.05,1,-1.8462275451724968
51,102008_fnca,0.25,0.1,1,-1.8475368486099115
70,102008_fnca,0.35,0.05,1,-1.8490406959873469
40,102008_fnca,0.2,0.05,1,-1.850055241764648
80,102008_fnca,0.4,0.05,1,-1.852188236123757
20,102008_fnca,0.1,0.05,1,-1.8615972433138441
102,102008_fnca,0.5,0.15,1,-1.8712266014861005
21,102008_fnca,0.1,0.1,1,-1.8822879468644222
92,102008_fnca,0.45,0.15,1,-1.8846891675014938
82,102008_fnca,0.4,0.15,1,-1.8981682303590455
72,102008_fnca,0.35,0.15,1,-1.9124467755122407
10,102008_fnca,0.05,0.05,1,-1.9144536430626318
52,102008_fnca,0.25,0.15,1,-1.9404594382379563
11,102008_fnca,0.05,0.1,1,-1.9453905053358973
62,102008_fnca,0.3,0.15,1,-1.9572881529484807
103,102008_fnca,0.5,0.2,1,-1.9696540692990347
42,102008_fnca,0.2,0.15,1,-1.9908627179315228
93,102008_fnca,0.45,0.2,1,-2.058824460600205
1,102008_fnca,0.0,0.1,1,-2.0790048457672423
73,102008_fnca,0.35,0.2,1,-2.0986934901614944
32,102008_fnca,0.15,0.15,1,-2.108490994422451
83,102008_fnca,0.4,0.2,1,-2.1097676186014787
22,102008_fnca,0.1,0.15,1,-2.156862616145082
63,102008_fnca,0.3,0.2,1,-2.2366208509101417
12,102008_fnca,0.05,0.15,1,-2.251994820207306
2,102008_fnca,0.0,0.15,1,-2.265427221295675
104,102008_fnca,0.5,0.25,1,-2.265434594053152
0,102008_fnca,0.0,0.05,1,-2.328427438438783
53,102008_fnca,0.25,0.2,1,-2.405140541508707
94,102008_fnca,0.45,0.25,1,-2.508777022921115
43,102008_fnca,0.2,0.2,1,-2.519056305400314
74,102008_fnca,0.35,0.25,1,-2.5548450201122943
84,102008_fnca,0.4,0.25,1,-2.561203011669427
13,102008_fnca,0.05,0.2,1,-2.591693585428693
64,102008_fnca,0.3,0.25,1,-2.596009581794686
33,102008_fnca,0.15,0.2,1,-2.607066661161724
3,102008_fnca,0.0,0.2,1,-2.612252414640258
14,102008_fnca,0.05,0.25,1,-2.6138344988802933
5,102008_fnca,0.0,0.3,1,-2.6160082159110063
4,102008_fnca,0.0,0.25,1,-2.619809452342773
24,102008_fnca,0.1,0.25,1,-2.630794587569894
96,102008_fnca,0.45,0.35,1,-2.639748849928548
105,102008_fnca,0.5,0.3,1,-2.641242676827029
23,102008_fnca,0.1,0.2,1,-2.6466413733129763
95,102008_fnca,0.45,0.3,1,-2.6677013272453305
34,102008_fnca,0.15,0.25,1,-2.690939728215988
54,102008_fnca,0.25,0.25,1,-2.70708771312276
44,102008_fnca,0.2,0.25,1,-2.7386229917742924
86,102008_fnca,0.4,0.35,1,-2.787334135455115
7,102008_fnca,0.0,0.4,1,-2.7913359733985823
8,102008_fnca,0.0,0.45,1,-2.8060941206729098
6,102008_fnca,0.0,0.35,1,-2.8137428102446758
9,102008_fnca,0.0,0.5,1,-2.821579584366269
55,102008_fnca,0.25,0.3,1,-2.836166313593819
16,102008_fnca,0.05,0.35,1,-2.848495860801619
85,102008_fnca,0.4,0.3,1,-2.8538810592724717
45,102008_fnca,0.2,0.3,1,-2.872597258899279
17,102008_fnca,0.05,0.4,1,-2.882048138082336
65,102008_fnca,0.3,0.3,1,-2.882781649632814
35,102008_fnca,0.15,0.3,1,-2.9063856669097077
18,102008_fnca,0.05,0.45,1,-2.9144868804994397
15,102008_fnca,0.05,0.3,1,-2.9151710586247135
106,102008_fnca,0.5,0.35,1,-2.921424885184453
75,102008_fnca,0.35,0.3,1,-2.9315473141437285
108,102008_fnca,0.5,0.45,1,-2.944493726218025
76,102008_fnca,0.35,0.35,1,-2.964658346692068
27,102008_fnca,0.1,0.4,1,-2.9978970308515676
25,102008_fnca,0.1,0.3,1,-3.006336420226069
107,102008_fnca,0.5,0.4,1,-3.0269054901085966
36,102008_fnca,0.15,0.35,1,-3.0278333798213017
