,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,ResponseSwitch,PSwitch_z,PSwitch_probz,PSwitch_logprobz
110,Punishment,0.0,0.05,1,0.88,0.3250915988427114,102008_fnca,0.56,0.9843379562534469,0.24576016951487412,-1.403399139265279
220,Reward,0.0,0.05,1,0.4952,0.5001770703274441,102008_fnca,0.44,0.11036091671268125,0.3965201977223428,-0.9250282991735043
111,Punishment,0.0,0.1,1,0.6,0.4900940253900043,102008_fnca,0.56,0.08161699169494863,0.3976157469927859,-0.9222691998713393
221,Reward,0.0,0.1,1,0.1768,0.3816520491616723,102008_fnca,0.44,-0.6896333992654796,0.31451118285824786,-1.1567356458959028
112,Punishment,0.0,0.15,1,0.28,0.4491785937990611,102008_fnca,0.56,-0.6233600707278079,0.3284970497428928,-1.1132274220935614
222,Reward,0.0,0.15,1,0.1784,0.3830023402462542,102008_fnca,0.44,-0.6830245471393265,0.3159409976260636,-1.1521997992021136
113,Punishment,0.0,0.2,1,0.2,0.4001600960640447,102008_fnca,0.56,-0.8996399279711861,0.266171475487513,-1.323614533204673
223,Reward,0.0,0.2,1,0.1408,0.3479543328861122,102008_fnca,0.44,-0.8598829550943692,0.2756459900137861,-1.288637881435585
114,Punishment,0.0,0.25,1,0.2,0.4001600960640447,102008_fnca,0.56,-0.8996399279711861,0.266171475487513,-1.323614533204673
224,Reward,0.0,0.25,1,0.1392,0.3462936549178299,102008_fnca,0.44,-0.868626946316343,0.2735707739936426,-1.2961949191381001
115,Punishment,0.0,0.3,1,0.2,0.4001600960640447,102008_fnca,0.56,-0.8996399279711861,0.266171475487513,-1.323614533204673
225,Reward,0.0,0.3,1,0.14,0.3471259096029772,102008_fnca,0.44,-0.8642397231111987,0.2746126601596879,-1.2923936827063334
116,Punishment,0.0,0.35,1,0.16,0.3667527860628576,102008_fnca,0.56,-1.0906529280774002,0.22009402491264496,-1.5137004379665762
226,Reward,0.0,0.35,1,0.1384,0.3454575411395504,102008_fnca,0.44,-0.8730450607768501,0.2725202454857369,-1.3000423722780996
117,Punishment,0.0,0.4,1,0.16,0.3667527860628576,102008_fnca,0.56,-1.0906529280774002,0.22009402491264496,-1.5137004379665762
227,Reward,0.0,0.4,1,0.1432,0.3504168854305911,102008_fnca,0.44,-0.8469911478018337,0.2786954876221729,-1.2776355354320064
118,Punishment,0.0,0.45,1,0.16,0.3667527860628576,102008_fnca,0.56,-1.0906529280774002,0.22009402491264496,-1.5137004379665762
228,Reward,0.0,0.45,1,0.14,0.3471259096029772,102008_fnca,0.44,-0.8642397231111987,0.2746126601596879,-1.2923936827063334
119,Punishment,0.0,0.5,1,0.16,0.3667527860628576,102008_fnca,0.56,-1.0906529280774002,0.22009402491264496,-1.5137004379665762
229,Reward,0.0,0.5,1,0.1368,0.343773623542288,102008_fnca,0.44,-0.8819757515884665,0.27039291247993497,-1.3078791463996926
