,HCPID,ans,bll,lf,LL
2,105115_fnca,0.0,0.3,0.1,-1.9066644000556086
15,105115_fnca,0.05,0.3,0.1,-1.931415474108383
21,105115_fnca,0.05,0.6,0.1,-1.9439876665429503
25,105115_fnca,0.05,0.8,0.1,-1.9484325767036488
17,105115_fnca,0.05,0.4,0.1,-1.9543539303184478
23,105115_fnca,0.05,0.7,0.1,-1.9544928196787743
0,105115_fnca,0.0,0.2,0.1,-1.9573571042091888
18,105115_fnca,0.05,0.45,0.1,-1.9660885833605346
19,105115_fnca,0.05,0.5,0.1,-1.9664480500626822
34,105115_fnca,0.1,0.6,0.1,-1.9715757587842473
8,105115_fnca,0.0,0.6,0.1,-1.973123714420855
12,105115_fnca,0.0,0.8,0.1,-1.973644079051059
1,105115_fnca,0.0,0.25,0.1,-1.9825880970051584
62,105115_fnca,0.2,0.7,0.1,-1.9856018168140945
22,105115_fnca,0.05,0.65,0.1,-1.986129865545086
5,105115_fnca,0.0,0.45,0.1,-1.9930208741727464
47,105115_fnca,0.15,0.6,0.1,-2.0065250107501407
11,105115_fnca,0.0,0.75,0.1,-2.006543389193048
33,105115_fnca,0.1,0.55,0.1,-2.008161949564485
55,105115_fnca,0.2,0.35,0.1,-2.010350984350265
61,105115_fnca,0.2,0.65,0.1,-2.01035613979098
26,105115_fnca,0.1,0.2,0.1,-2.0114480534454158
50,105115_fnca,0.15,0.75,0.1,-2.0131595487962395
41,105115_fnca,0.15,0.3,0.1,-2.015935325363894
49,105115_fnca,0.15,0.7,0.1,-2.020895436206332
32,105115_fnca,0.1,0.5,0.1,-2.0214687346827276
51,105115_fnca,0.15,0.8,0.1,-2.02148040243302
56,105115_fnca,0.2,0.4,0.1,-2.021494191889241
10,105115_fnca,0.0,0.7,0.1,-2.0220240136114707
16,105115_fnca,0.05,0.35,0.1,-2.022564385999938
52,105115_fnca,0.2,0.2,0.1,-2.0231696774417145
36,105115_fnca,0.1,0.7,0.1,-2.024326153173508
60,105115_fnca,0.2,0.6,0.1,-2.0265042489224685
38,105115_fnca,0.1,0.8,0.1,-2.0293359177361356
28,105115_fnca,0.1,0.3,0.1,-2.032257959303993
14,105115_fnca,0.05,0.25,0.1,-2.0356898876286467
6,105115_fnca,0.0,0.5,0.1,-2.039063991678918
27,105115_fnca,0.1,0.25,0.1,-2.042064285347772
43,105115_fnca,0.15,0.4,0.1,-2.0425663207219653
45,105115_fnca,0.15,0.5,0.1,-2.0437413414188863
48,105115_fnca,0.15,0.65,0.1,-2.0471921049536315
35,105115_fnca,0.1,0.65,0.1,-2.0474637113757366
73,105115_fnca,0.25,0.6,0.1,-2.0483966229680037
63,105115_fnca,0.2,0.75,0.1,-2.0518876488392657
30,105115_fnca,0.1,0.4,0.1,-2.0548452619105424
40,105115_fnca,0.15,0.25,0.1,-2.060511124620234
7,105115_fnca,0.0,0.55,0.1,-2.0625942597637654
65,105115_fnca,0.25,0.2,0.1,-2.0626107134229805
57,105115_fnca,0.2,0.45,0.1,-2.0655973227008384
53,105115_fnca,0.2,0.25,0.1,-2.065735857013117
20,105115_fnca,0.05,0.55,0.1,-2.068018493412766
31,105115_fnca,0.1,0.45,0.1,-2.072416471535469
13,105115_fnca,0.05,0.2,0.1,-2.0753216402757944
9,105115_fnca,0.0,0.65,0.1,-2.0765375488861646
81,105115_fnca,0.3,0.35,0.1,-2.076547275981949
70,105115_fnca,0.25,0.45,0.1,-2.0766141539039547
42,105115_fnca,0.15,0.35,0.1,-2.077775343569538
76,105115_fnca,0.25,0.75,0.1,-2.0784675458651796
58,105115_fnca,0.2,0.5,0.1,-2.0784675458651796
87,105115_fnca,0.3,0.65,0.1,-2.0802719280694246
24,105115_fnca,0.05,0.75,0.1,-2.0845998546152327
37,105115_fnca,0.1,0.75,0.1,-2.086440521606592
39,105115_fnca,0.15,0.2,0.1,-2.086530188415094
4,105115_fnca,0.0,0.4,0.1,-2.087068156012817
67,105115_fnca,0.25,0.3,0.1,-2.087697050729094
68,105115_fnca,0.25,0.35,0.1,-2.087738270408341
69,105115_fnca,0.25,0.4,0.1,-2.0884147805177236
64,105115_fnca,0.2,0.8,0.1,-2.0946991708848444
29,105115_fnca,0.1,0.35,0.1,-2.100325409648383
90,105115_fnca,0.3,0.8,0.1,-2.1184116763026855
88,105115_fnca,0.3,0.7,0.1,-2.1296362418415318
77,105115_fnca,0.25,0.8,0.1,-2.1365947407516215
44,105115_fnca,0.15,0.45,0.1,-2.137015267681601
84,105115_fnca,0.3,0.5,0.1,-2.1376893781687953
54,105115_fnca,0.2,0.3,0.1,-2.137962941353115
79,105115_fnca,0.3,0.25,0.1,-2.143175825086606
3,105115_fnca,0.0,0.35,0.1,-2.154115358938606
74,105115_fnca,0.25,0.65,0.1,-2.157150529321595
72,105115_fnca,0.25,0.55,0.1,-2.162703847348543
71,105115_fnca,0.25,0.5,0.1,-2.1702396232378596
80,105115_fnca,0.3,0.3,0.1,-2.17666202422513
75,105115_fnca,0.25,0.7,0.1,-2.1798501397411263
46,105115_fnca,0.15,0.55,0.1,-2.18390466656803
85,105115_fnca,0.3,0.55,0.1,-2.1870915237801896
92,105115_fnca,0.35,0.25,0.1,-2.1963643616331945
59,105115_fnca,0.2,0.55,0.1,-2.2015031564716345
100,105115_fnca,0.35,0.65,0.1,-2.207464327231497
102,105115_fnca,0.35,0.75,0.1,-2.209292701439479
66,105115_fnca,0.25,0.25,0.1,-2.212716133069557
78,105115_fnca,0.3,0.2,0.1,-2.212849179699105
96,105115_fnca,0.35,0.45,0.1,-2.2328239377810384
97,105115_fnca,0.35,0.5,0.1,-2.233439472353125
89,105115_fnca,0.3,0.75,0.1,-2.2335020896672475
98,105115_fnca,0.35,0.55,0.1,-2.2359522540708365
82,105115_fnca,0.3,0.4,0.1,-2.2377280232295114
95,105115_fnca,0.35,0.4,0.1,-2.2385953116585284
101,105115_fnca,0.35,0.7,0.1,-2.2436904476578823
94,105115_fnca,0.35,0.35,0.1,-2.2588062683154426
83,105115_fnca,0.3,0.45,0.1,-2.2655471759555117
86,105115_fnca,0.3,0.6,0.1,-2.266224969189137
99,105115_fnca,0.35,0.6,0.1,-2.2685948102093296
103,105115_fnca,0.35,0.8,0.1,-2.271108823463802
106,105115_fnca,0.4,0.3,0.1,-2.297693694615103
93,105115_fnca,0.35,0.3,0.1,-2.3077779103017058
108,105115_fnca,0.4,0.4,0.1,-2.3221839079949005
110,105115_fnca,0.4,0.5,0.1,-2.324067925620839
91,105115_fnca,0.35,0.2,0.1,-2.326556615392059
107,105115_fnca,0.4,0.35,0.1,-2.3518224900850244
116,105115_fnca,0.4,0.8,0.1,-2.354775305738075
112,105115_fnca,0.4,0.6,0.1,-2.3548976134656323
105,105115_fnca,0.4,0.25,0.1,-2.35633138575653
115,105115_fnca,0.4,0.75,0.1,-2.358177767937314
125,105115_fnca,0.45,0.6,0.1,-2.3642542503182478
113,105115_fnca,0.4,0.65,0.1,-2.364708097350723
104,105115_fnca,0.4,0.2,0.1,-2.367467159329394
120,105115_fnca,0.45,0.35,0.1,-2.3694383879145757
126,105115_fnca,0.45,0.65,0.1,-2.3825949432398605
142,105115_fnca,0.5,0.8,0.1,-2.396515352033041
123,105115_fnca,0.45,0.5,0.1,-2.4219478750742205
121,105115_fnca,0.45,0.4,0.1,-2.4321626289370095
109,105115_fnca,0.4,0.45,0.1,-2.433430110579141
127,105115_fnca,0.45,0.7,0.1,-2.4360753521040053
118,105115_fnca,0.45,0.25,0.1,-2.4379193080755615
135,105115_fnca,0.5,0.45,0.1,-2.44307686840588
141,105115_fnca,0.5,0.75,0.1,-2.448090285572652
124,105115_fnca,0.45,0.55,0.1,-2.4493319045289725
140,105115_fnca,0.5,0.7,0.1,-2.4505073402943562
139,105115_fnca,0.5,0.65,0.1,-2.4512591969385786
133,105115_fnca,0.5,0.35,0.1,-2.4539072877696073
114,105115_fnca,0.4,0.7,0.1,-2.4587492394226946
119,105115_fnca,0.45,0.3,0.1,-2.459349079334613
111,105115_fnca,0.4,0.55,0.1,-2.465078352813987
134,105115_fnca,0.5,0.4,0.1,-2.472833961616427
131,105115_fnca,0.5,0.25,0.1,-2.4952223610443505
129,105115_fnca,0.45,0.8,0.1,-2.504398069209908
128,105115_fnca,0.45,0.75,0.1,-2.5080636152690134
136,105115_fnca,0.5,0.5,0.1,-2.5109981797091847
122,105115_fnca,0.45,0.45,0.1,-2.514334819072749
130,105115_fnca,0.5,0.2,0.1,-2.5185702269471246
138,105115_fnca,0.5,0.6,0.1,-2.532517446243701
117,105115_fnca,0.45,0.2,0.1,-2.56050337875091
137,105115_fnca,0.5,0.55,0.1,-2.584330803023831
132,105115_fnca,0.5,0.3,0.1,-2.595389073245979
