,HCPID,egs,alpha,r,LL
92,137128_fnca,0.45,0.15,1,-1.8501830063566747
82,137128_fnca,0.4,0.15,1,-1.8508623793591161
72,137128_fnca,0.35,0.15,1,-1.860817986216126
62,137128_fnca,0.3,0.15,1,-1.8630935234730999
102,137128_fnca,0.5,0.15,1,-1.8649909690772157
51,137128_fnca,0.25,0.1,1,-1.8737079291846621
103,137128_fnca,0.5,0.2,1,-1.8762159023863039
61,137128_fnca,0.3,0.1,1,-1.8772945344534975
52,137128_fnca,0.25,0.15,1,-1.8783778129006277
93,137128_fnca,0.45,0.2,1,-1.8791345101449122
71,137128_fnca,0.35,0.1,1,-1.881661228754906
91,137128_fnca,0.45,0.1,1,-1.8818472218285667
81,137128_fnca,0.4,0.1,1,-1.8911894451028661
101,137128_fnca,0.5,0.1,1,-1.8930219642806874
42,137128_fnca,0.2,0.15,1,-1.8943110131312548
41,137128_fnca,0.2,0.1,1,-1.9041938929150997
31,137128_fnca,0.15,0.1,1,-1.9083458532357935
100,137128_fnca,0.5,0.05,1,-1.9113277011529168
50,137128_fnca,0.25,0.05,1,-1.9124792672002946
73,137128_fnca,0.35,0.2,1,-1.9211918932436896
70,137128_fnca,0.35,0.05,1,-1.9223540549021763
83,137128_fnca,0.4,0.2,1,-1.9229764389531807
90,137128_fnca,0.45,0.05,1,-1.925123689595664
21,137128_fnca,0.1,0.1,1,-1.9344292309666093
80,137128_fnca,0.4,0.05,1,-1.9350570041901123
60,137128_fnca,0.3,0.05,1,-1.9428839094707149
40,137128_fnca,0.2,0.05,1,-1.9450007796701803
32,137128_fnca,0.15,0.15,1,-1.9563329082450154
63,137128_fnca,0.3,0.2,1,-1.9642931586954284
11,137128_fnca,0.05,0.1,1,-1.9726881814029393
30,137128_fnca,0.15,0.05,1,-1.982186324833508
22,137128_fnca,0.1,0.15,1,-1.997668920275263
2,137128_fnca,0.0,0.15,1,-2.0229239720142274
20,137128_fnca,0.1,0.05,1,-2.0234817498465896
104,137128_fnca,0.5,0.25,1,-2.039326499596412
12,137128_fnca,0.05,0.15,1,-2.0406095093976884
53,137128_fnca,0.25,0.2,1,-2.067448571630086
74,137128_fnca,0.35,0.25,1,-2.0728730873841457
94,137128_fnca,0.45,0.25,1,-2.107114951753613
1,137128_fnca,0.0,0.1,1,-2.1164071109728084
105,137128_fnca,0.5,0.3,1,-2.137218334073756
84,137128_fnca,0.4,0.25,1,-2.1503346632994225
10,137128_fnca,0.05,0.05,1,-2.151044467407629
33,137128_fnca,0.15,0.2,1,-2.1688449664144707
43,137128_fnca,0.2,0.2,1,-2.175669947230868
13,137128_fnca,0.05,0.2,1,-2.1892263084876404
3,137128_fnca,0.0,0.2,1,-2.189281530269818
