,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.75,0.1,0.4433333333333333,0.4976085507587093,150625_fnca,-1.8937317049072053,0.3333333333333333
1,Punishment,0.5,0.75,0.1,0.4584,0.4984658609891531,150625_fnca,-1.8937317049072053,0.625
2,Reward,0.5,0.75,0.1,0.4408,0.4966817030768675,150625_fnca,-1.8937317049072053,0.44
