,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,ResponseSwitch,PSwitch_z,PSwitch_probz,PSwitch_logprobz
143,Punishment,0.0,0.2,0.1,0.1656,0.3718699635838481,135932_fnca,0.4,-0.6303278644529413,0.32706539559267667,-1.1175951415575753
286,Reward,0.0,0.2,0.1,0.152,0.3591645853358701,135932_fnca,0.52,-1.0245999049596373,0.23601946092107304,-1.4438410158263215
144,Punishment,0.0,0.25,0.1,0.1328,0.3394942784379046,135932_fnca,0.4,-0.7870530284912368,0.2926831167463117,-1.2286647680332863
287,Reward,0.0,0.25,0.1,0.1256,0.3315306472349801,135932_fnca,0.52,-1.1896336079012924,0.19660618858181828,-1.6265525937287957
145,Punishment,0.0,0.3,0.1,0.1304,0.3368777661162023,135932_fnca,0.4,-0.8002902747431675,0.28962427625718784,-1.23917079512892
288,Reward,0.0,0.3,0.1,0.14,0.3471259096029769,135932_fnca,0.52,-1.094703649274186,0.21912201174021095,-1.5181265730717826
146,Punishment,0.0,0.35,0.1,0.1568,0.3637576331742801,135932_fnca,0.4,-0.6685770354225951,0.3190408399877258,-1.1424361593519057
289,Reward,0.0,0.35,0.1,0.14,0.347125909602977,135932_fnca,0.52,-1.0947036492741855,0.21912201174021104,-1.5181265730717821
147,Punishment,0.0,0.4,0.1,0.1864,0.3895849858104583,135932_fnca,0.4,-0.5482757492711003,0.34326872565981553,-1.069241681824066
290,Reward,0.0,0.4,0.1,0.1944,0.3958964854880343,135932_fnca,0.52,-0.8224372075408106,0.28446643440482333,-1.2571400133784358
148,Punishment,0.0,0.45,0.1,0.1136,0.3174518239488044,135932_fnca,0.4,-0.9021841375407812,0.26556208011609916,-1.3259066422197743
291,Reward,0.0,0.45,0.1,0.1128,0.3164747778702473,135932_fnca,0.52,-1.2866744160160197,0.17434763691808416,-1.7467040596197554
149,Punishment,0.0,0.5,0.1,0.2344,0.4237927798537921,135932_fnca,0.4,-0.39075701114382316,0.369618438004271,-0.9952840540836997
292,Reward,0.0,0.5,0.1,0.24,0.4272540659016173,135932_fnca,0.52,-0.6553477716101476,0.3218470378355012,-1.1336788840818657
150,Punishment,0.0,0.55,0.1,0.0896,0.2857221547583872,135932_fnca,0.4,-1.0863700795707667,0.221122483258955,-1.5090385080979696
293,Reward,0.0,0.55,0.1,0.0904,0.2868687416571419,135932_fnca,0.52,-1.4975490097608712,0.12999425113763674,-2.0402650515225558
151,Punishment,0.0,0.6,0.1,0.1352,0.3420739271814296,135932_fnca,0.4,-0.7741016749854632,0.29565701346380074,-1.2185552348123225
294,Reward,0.0,0.6,0.1,0.1232,0.3287981852098303,135932_fnca,0.52,-1.2068193130286677,0.19259900219282078,-1.6471449603541655
152,Punishment,0.0,0.65,0.1,0.1112,0.3145054704655585,135932_fnca,0.4,-0.9182670163812828,0.2617028210246102,-1.3405456898915642
295,Reward,0.0,0.65,0.1,0.1264,0.3324326234883207,135932_fnca,0.52,-1.183999319530769,0.1979252732149293,-1.6198657275293347
153,Punishment,0.0,0.7,0.1,0.1608,0.367493402826359,135932_fnca,0.4,-0.6508960382971072,0.32278417771510826,-1.1307713595401072
296,Reward,0.0,0.7,0.1,0.148,0.3552421111946791,135932_fnca,0.52,-1.0471731483324547,0.23056456795346045,-1.467224334498925
154,Punishment,0.0,0.75,0.1,0.1688,0.3747250927227757,135932_fnca,0.4,-0.6169856369107457,0.3297982512648339,-1.1092741712817518
297,Reward,0.0,0.75,0.1,0.1872,0.3902281158321488,135932_fnca,0.52,-0.8528344998676346,0.2773148223788121,-1.2826018752869117
155,Punishment,0.0,0.8,0.1,0.1456,0.352845915651795,135932_fnca,0.4,-0.720994600518641,0.3076307311310464,-1.17885514019319
298,Reward,0.0,0.8,0.1,0.1416,0.3487789520683904,135932_fnca,0.52,-1.0849278540346132,0.2214689771244828,-1.5074727574347482
156,Punishment,0.05,0.2,0.1,0.1672,0.3733036893945898,135932_fnca,0.4,-0.623620946199451,0.32844362293242424,-1.113390075474022
299,Reward,0.05,0.2,0.1,0.1616,0.3682307905812679,135932_fnca,0.52,-0.9733026383650604,0.24842915959740047,-1.3925975461288662
157,Punishment,0.05,0.25,0.1,0.1592,0.3660089206891265,135932_fnca,0.4,-0.6579074617815832,0.32130654350875587,-1.1353596473386152
300,Reward,0.05,0.25,0.1,0.1744,0.3796049524649921,135932_fnca,0.52,-0.9104201558905424,0.26358721914277916,-1.3333709633305524
158,Punishment,0.05,0.3,0.1,0.2136,0.4100116188867065,135932_fnca,0.4,-0.45462126294402805,0.3597741593366196,-1.022278779565084
301,Reward,0.05,0.3,0.1,0.2224,0.4160248806995672,135932_fnca,0.52,-0.7153418312375219,0.3088821393295496,-1.1747955009637985
159,Punishment,0.05,0.35,0.1,0.2024,0.4019496122558575,135932_fnca,0.4,-0.4916039074923139,0.3535339586677787,-1.0397757341355285
302,Reward,0.05,0.35,0.1,0.188,0.3908685489753076,135932_fnca,0.52,-0.8493904174955083,0.27812890829290465,-1.2796705738712695
160,Punishment,0.05,0.4,0.1,0.1624,0.3689649686874008,135932_fnca,0.4,-0.6439635742256673,0.3242361807971543,-1.1262830756694209
303,Reward,0.05,0.4,0.1,0.1616,0.368230790581268,135932_fnca,0.52,-0.97330263836506,0.24842915959740056,-1.392597546128866
161,Punishment,0.05,0.45,0.1,0.1424,0.3495997940686038,135932_fnca,0.4,-0.7368425392992362,0.3040974720982667,-1.1904069970651456
304,Reward,0.05,0.45,0.1,0.132,0.3386262455678085,135932_fnca,0.52,-1.1458060474592027,0.20693008789491985,-1.575374282401713
162,Punishment,0.05,0.5,0.1,0.1496,0.3568216604382169,135932_fnca,0.4,-0.7017511204125916,0.31187093372900054,-1.1651658507048366
305,Reward,0.05,0.5,0.1,0.1416,0.3487789520683909,135932_fnca,0.52,-1.0849278540346117,0.22146897712448316,-1.5074727574347466
163,Punishment,0.05,0.55,0.1,0.2048,0.4037169180006006,135932_fnca,0.4,-0.4835071093050146,0.3549323412926551,-1.0358280955789183
306,Reward,0.05,0.55,0.1,0.1888,0.3915062984747453,135932_fnca,0.52,-0.8459634015858997,0.27893804810619405,-1.2767655716160657
164,Punishment,0.05,0.6,0.1,0.1776,0.3823286284652448,135932_fnca,0.4,-0.5816985269786489,0.33684745013135675,-1.0881251213492376
307,Reward,0.05,0.6,0.1,0.1616,0.368230790581268,135932_fnca,0.52,-0.97330263836506,0.24842915959740056,-1.392597546128866
165,Punishment,0.05,0.65,0.1,0.232,0.4222779356347416,135932_fnca,0.4,-0.3978422404369127,0.3685872748221052,-0.9980777573426038
308,Reward,0.05,0.65,0.1,0.2288,0.4202283111200069,135932_fnca,0.52,-0.6929566435537953,0.3137894723610285,-1.1590329881273436
166,Punishment,0.05,0.7,0.1,0.1912,0.3934035753504013,135932_fnca,0.4,-0.5307526750717086,0.34652935883723035,-1.05978773425256
309,Reward,0.05,0.7,0.1,0.1984,0.3989545986919488,135932_fnca,0.52,-0.8061067626602849,0.2882743668672025,-1.2438425896079952
167,Punishment,0.05,0.75,0.1,0.204,0.4031302658061872,135932_fnca,0.4,-0.4861951994798398,0.3544700509096217,-1.0371314192032932
310,Reward,0.05,0.75,0.1,0.1896,0.3921413774238958,135932_fnca,0.52,-0.8425532703804557,0.2797422767325334,-1.2738865399190733
168,Punishment,0.05,0.8,0.1,0.18,0.3843412214941712,135932_fnca,0.4,-0.5724080262448156,0.3386581770948227,-1.0827640074594154
311,Reward,0.05,0.8,0.1,0.1792,0.3836731996103967,135932_fnca,0.52,-0.8882559437199873,0.26889404977287584,-1.3134378439816152
169,Punishment,0.1,0.2,0.1,0.1848,0.3882905814728556,135932_fnca,0.4,-0.5542241050084397,0.3421449803859073,-1.0725207124908755
312,Reward,0.1,0.2,0.1,0.1936,0.3952771625431734,135932_fnca,0.52,-0.825749704080993,0.28369095495630847,-1.2598698200995964
170,Punishment,0.1,0.25,0.1,0.1264,0.3324326234883208,135932_fnca,0.4,-0.8230239172348025,0.2843291544555227,-1.2576227173749321
313,Reward,0.1,0.25,0.1,0.1368,0.3437736235422883,135932_fnca,0.52,-1.1146870316909632,0.21433777455847347,-1.5402021225146778
171,Punishment,0.1,0.3,0.1,0.2264,0.4186684447307806,135932_fnca,0.4,-0.41464792053203653,0.3660794172103712,-1.0049049822054437
314,Reward,0.1,0.3,0.1,0.2288,0.4202283111200072,135932_fnca,0.52,-0.6929566435537948,0.3137894723610286,-1.1590329881273431
172,Punishment,0.1,0.35,0.1,0.1968,0.397739006200854,135932_fnca,0.4,-0.5108877852864805,0.35013317468078703,-1.049441697782135
315,Reward,0.1,0.35,0.1,0.18,0.3843412214941714,135932_fnca,0.52,-0.8846305860147146,0.2697595775851983,-1.3102241700610413
173,Punishment,0.1,0.4,0.1,0.216,0.4116789813276039,135932_fnca,0.4,-0.4469501926151955,0.3610204151652128,-1.0188207705440528
316,Reward,0.1,0.4,0.1,0.2008,0.4007590875788364,135932_fnca,0.52,-0.7964884887038469,0.29050470996308747,-1.2361354895235417
174,Punishment,0.1,0.45,0.1,0.2216,0.4154895248212515,135932_fnca,0.4,-0.42937303913197283,0.36381159679249464,-1.011119136571386
317,Reward,0.1,0.45,0.1,0.2024,0.4019496122558573,135932_fnca,0.52,-0.7901487905848126,0.29196945485805953,-1.2311060888359937
175,Punishment,0.1,0.5,0.1,0.2352,0.4242935068840754,135932_fnca,0.4,-0.38841037471974876,0.3699565018584403,-0.9943698427996405
318,Reward,0.1,0.5,0.1,0.2168,0.4122301626101276,135932_fnca,0.52,-0.7355114387560127,0.30439561104616586,-1.1894270714751425
176,Punishment,0.1,0.55,0.1,0.1456,0.3528459156517949,135932_fnca,0.4,-0.7209946005186412,0.3076307311310463,-1.1788551401931902
319,Reward,0.1,0.55,0.1,0.144,0.3512302523304642,135932_fnca,0.52,-1.070522819447314,0.22493403744213475,-1.4919480866833859
177,Punishment,0.1,0.6,0.1,0.1552,0.3622401611465487,135932_fnca,0.4,-0.6757947523686175,0.3174967150922186,-1.1472878068691532
320,Reward,0.1,0.6,0.1,0.1528,0.3599386123267619,135932_fnca,0.52,-1.0201739614049687,0.23708987532106815,-1.439315988969026
