,HCPID,ans,bll,lf,LL
135,124826_fnca,0.5,0.45,0.1,-1.9874146342732832
136,124826_fnca,0.5,0.5,0.1,-1.988994378723031
120,124826_fnca,0.45,0.35,0.1,-1.9902504571543718
138,124826_fnca,0.5,0.6,0.1,-1.9923438889892329
141,124826_fnca,0.5,0.75,0.1,-1.9941472759093477
137,124826_fnca,0.5,0.55,0.1,-1.9987729039663729
134,124826_fnca,0.5,0.4,0.1,-2.012549129042672
119,124826_fnca,0.45,0.3,0.1,-2.016951524309879
131,124826_fnca,0.5,0.25,0.1,-2.0244130274561387
130,124826_fnca,0.5,0.2,0.1,-2.0369386585208433
118,124826_fnca,0.45,0.25,0.1,-2.049051958572293
125,124826_fnca,0.45,0.6,0.1,-2.0515408246564304
139,124826_fnca,0.5,0.65,0.1,-2.0564126025031024
129,124826_fnca,0.45,0.8,0.1,-2.07672915947653
132,124826_fnca,0.5,0.3,0.1,-2.081354663759201
126,124826_fnca,0.45,0.65,0.1,-2.08698935774094
124,124826_fnca,0.45,0.55,0.1,-2.097417221554493
122,124826_fnca,0.45,0.45,0.1,-2.09912378263419
142,124826_fnca,0.5,0.8,0.1,-2.1058973654469124
140,124826_fnca,0.5,0.7,0.1,-2.109378673934653
117,124826_fnca,0.45,0.2,0.1,-2.1150091850890194
113,124826_fnca,0.4,0.65,0.1,-2.1199376960886034
133,124826_fnca,0.5,0.35,0.1,-2.1248711851091002
105,124826_fnca,0.4,0.25,0.1,-2.125183994228232
100,124826_fnca,0.35,0.65,0.1,-2.1387350347082945
109,124826_fnca,0.4,0.45,0.1,-2.1410454174899742
112,124826_fnca,0.4,0.6,0.1,-2.141110154467253
121,124826_fnca,0.45,0.4,0.1,-2.1507223552766677
107,124826_fnca,0.4,0.35,0.1,-2.1586440627969976
128,124826_fnca,0.45,0.75,0.1,-2.171024369464809
104,124826_fnca,0.4,0.2,0.1,-2.1751167859040215
123,124826_fnca,0.45,0.5,0.1,-2.1853358840204518
114,124826_fnca,0.4,0.7,0.1,-2.1854132193604867
93,124826_fnca,0.35,0.3,0.1,-2.1987153600492464
92,124826_fnca,0.35,0.25,0.1,-2.203486670099253
94,124826_fnca,0.35,0.35,0.1,-2.2083491874974435
116,124826_fnca,0.4,0.8,0.1,-2.2149972867274474
108,124826_fnca,0.4,0.4,0.1,-2.2217870538700537
127,124826_fnca,0.45,0.7,0.1,-2.240364798017907
111,124826_fnca,0.4,0.55,0.1,-2.25304824111786
106,124826_fnca,0.4,0.3,0.1,-2.2598415020017
115,124826_fnca,0.4,0.75,0.1,-2.269623131450884
96,124826_fnca,0.35,0.45,0.1,-2.2710992301899626
110,124826_fnca,0.4,0.5,0.1,-2.2865998142543917
99,124826_fnca,0.35,0.6,0.1,-2.291330616190537
101,124826_fnca,0.35,0.7,0.1,-2.303470637262008
89,124826_fnca,0.3,0.75,0.1,-2.3101804764547316
81,124826_fnca,0.3,0.35,0.1,-2.314987692274574
103,124826_fnca,0.35,0.8,0.1,-2.3497641557080753
53,124826_fnca,0.2,0.25,0.1,-2.3788352398909156
97,124826_fnca,0.35,0.5,0.1,-2.381211001429662
98,124826_fnca,0.35,0.55,0.1,-2.416467510120448
91,124826_fnca,0.35,0.2,0.1,-2.441909809419232
78,124826_fnca,0.3,0.2,0.1,-2.488628315358174
73,124826_fnca,0.25,0.6,0.1,-2.4886882050004253
90,124826_fnca,0.3,0.8,0.1,-2.5071475976293236
102,124826_fnca,0.35,0.75,0.1,-2.5089205524077896
77,124826_fnca,0.25,0.8,0.1,-2.5237810951267687
95,124826_fnca,0.35,0.4,0.1,-2.546016640307105
59,124826_fnca,0.2,0.55,0.1,-2.5532789945564653
84,124826_fnca,0.3,0.5,0.1,-2.575385496118175
87,124826_fnca,0.3,0.65,0.1,-2.5763901293684603
80,124826_fnca,0.3,0.3,0.1,-2.584358205191604
