,HCPID,egs,alpha,r,LL
101,151526_fnca,0.5,0.1,1,-1.9830662807243429
60,151526_fnca,0.3,0.05,1,-1.98875003280244
100,151526_fnca,0.5,0.05,1,-1.9915113885474838
90,151526_fnca,0.45,0.05,1,-2.003543432982701
70,151526_fnca,0.35,0.05,1,-2.0119943279979164
91,151526_fnca,0.45,0.1,1,-2.0191651246809386
80,151526_fnca,0.4,0.05,1,-2.021666581166043
81,151526_fnca,0.4,0.1,1,-2.027167581552975
50,151526_fnca,0.25,0.05,1,-2.0340404512218884
71,151526_fnca,0.35,0.1,1,-2.0417298221469213
92,151526_fnca,0.45,0.15,1,-2.063788640375103
40,151526_fnca,0.2,0.05,1,-2.0642483490640195
61,151526_fnca,0.3,0.1,1,-2.0656254813342483
102,151526_fnca,0.5,0.15,1,-2.070783424262424
30,151526_fnca,0.15,0.05,1,-2.0752305831113405
62,151526_fnca,0.3,0.15,1,-2.089441219666707
82,151526_fnca,0.4,0.15,1,-2.092751042224047
51,151526_fnca,0.25,0.1,1,-2.1071169061920845
31,151526_fnca,0.15,0.1,1,-2.107720400738745
41,151526_fnca,0.2,0.1,1,-2.1096789759272068
20,151526_fnca,0.1,0.05,1,-2.149327790497424
72,151526_fnca,0.35,0.15,1,-2.171999073956905
103,151526_fnca,0.5,0.2,1,-2.1825680298135772
52,151526_fnca,0.25,0.15,1,-2.1955479469225043
83,151526_fnca,0.4,0.2,1,-2.233467677287258
21,151526_fnca,0.1,0.1,1,-2.2472783862628853
93,151526_fnca,0.45,0.2,1,-2.266858007015739
42,151526_fnca,0.2,0.15,1,-2.2691483720426273
11,151526_fnca,0.05,0.1,1,-2.360183282249559
32,151526_fnca,0.15,0.15,1,-2.3736947990657677
10,151526_fnca,0.05,0.05,1,-2.377301942371793
73,151526_fnca,0.35,0.2,1,-2.389813772555338
94,151526_fnca,0.45,0.25,1,-2.49506481399074
104,151526_fnca,0.5,0.25,1,-2.497900888255912
63,151526_fnca,0.3,0.2,1,-2.518436014588257
2,151526_fnca,0.0,0.15,1,-2.539378793329385
22,151526_fnca,0.1,0.15,1,-2.5553785953163497
12,151526_fnca,0.05,0.15,1,-2.6122593076103486
106,151526_fnca,0.5,0.35,1,-2.687414523192078
105,151526_fnca,0.5,0.3,1,-2.7157285541670086
96,151526_fnca,0.45,0.35,1,-2.737077604527782
