,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.65,0.1,0.4166666666666667,0.493830386256445,135528_fnca,-1.8924608304007797,0.8333333333333334
1,Punishment,0.5,0.65,0.1,0.448,0.4974876834617691,135528_fnca,-1.8924608304007797,0.5833333333333334
2,Reward,0.5,0.65,0.1,0.4272,0.4948697574731043,135528_fnca,-1.8924608304007797,0.52
