,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,ResponseSwitch,PSwitch_z,PSwitch_probz,PSwitch_logprobz
110,Punishment,0.0,0.05,1,0.88,0.3250915988427114,178142_fnca,0.32,1.7225914234435324,0.09048247085334234,-2.40259913926528
220,Reward,0.0,0.05,1,0.4968,0.5001898758766948,178142_fnca,0.48,0.033587245184749634,0.3987173198525935,-0.9195025847242229
111,Punishment,0.0,0.1,1,0.6,0.4900940253900043,178142_fnca,0.32,0.5713189418646415,0.33886916167185926,-1.0821411998713393
221,Reward,0.0,0.1,1,0.176,0.3809725870580084,178142_fnca,0.48,-0.7979576755051716,0.29016464980889545,-1.237306759153481
112,Punishment,0.0,0.15,1,0.28,0.4491785937990611,178142_fnca,0.32,-0.08905143867540108,0.3973635745129744,-0.922903612569752
222,Reward,0.0,0.15,1,0.18,0.3843412214941715,178142_fnca,0.48,-0.7805563994247477,0.29417728606810917,-1.223572679546136
113,Punishment,0.0,0.2,1,0.2,0.4001600960640447,178142_fnca,0.32,-0.2998799759903953,0.38140154566902296,-0.9639025332046727
223,Reward,0.0,0.2,1,0.1464,0.3536482626494014,178142_fnca,0.48,-0.9433101621956028,0.25567311006624194,-1.3638555642554198
114,Punishment,0.0,0.25,1,0.2,0.4001600960640447,178142_fnca,0.32,-0.2998799759903953,0.38140154566902296,-0.9639025332046727
224,Reward,0.0,0.25,1,0.1368,0.343773623542288,178142_fnca,0.48,-0.9983313916397152,0.2423744785181458,-1.4172713169713178
115,Punishment,0.0,0.3,1,0.2,0.4001600960640447,178142_fnca,0.32,-0.2998799759903953,0.38140154566902296,-0.9639025332046727
225,Reward,0.0,0.3,1,0.1328,0.339494278437905,178142_fnca,0.48,-1.022697647799989,0.23647949596938556,-1.4418937726124879
116,Punishment,0.0,0.35,1,0.16,0.3667527860628576,178142_fnca,0.32,-0.4362611712309601,0.3627285799733361,-1.0141004379665772
226,Reward,0.0,0.35,1,0.14,0.3471259096029773,178142_fnca,0.48,-0.9794716861926915,0.24693727419533615,-1.3986209252312498
117,Punishment,0.0,0.4,1,0.16,0.3667527860628576,178142_fnca,0.32,-0.4362611712309601,0.3627285799733361,-1.0141004379665772
