,HCPID,egs,alpha,r,LL
83,109123_fnca,0.4,0.2,1,-1.838491532697558
32,109123_fnca,0.15,0.15,1,-1.8389054444498054
42,109123_fnca,0.2,0.15,1,-1.8430142298322902
93,109123_fnca,0.45,0.2,1,-1.843506477711625
103,109123_fnca,0.5,0.2,1,-1.8452743851635263
22,109123_fnca,0.1,0.15,1,-1.8464739561061336
73,109123_fnca,0.35,0.2,1,-1.846969821599941
63,109123_fnca,0.3,0.2,1,-1.8498752695917107
94,109123_fnca,0.45,0.25,1,-1.8536171524308507
2,109123_fnca,0.0,0.15,1,-1.854398230430509
104,109123_fnca,0.5,0.25,1,-1.854700251893175
52,109123_fnca,0.25,0.15,1,-1.856905995851469
12,109123_fnca,0.05,0.15,1,-1.8602588434222338
72,109123_fnca,0.35,0.15,1,-1.8655980277057131
53,109123_fnca,0.25,0.2,1,-1.8700429301295554
62,109123_fnca,0.3,0.15,1,-1.8703446762440983
82,109123_fnca,0.4,0.15,1,-1.879120786106399
92,109123_fnca,0.45,0.15,1,-1.8903652218472957
84,109123_fnca,0.4,0.25,1,-1.890761869227251
43,109123_fnca,0.2,0.2,1,-1.8957543325619142
5,109123_fnca,0.0,0.3,1,-1.9194056028946234
33,109123_fnca,0.15,0.2,1,-1.9222974978589105
13,109123_fnca,0.05,0.2,1,-1.9239250377174777
3,109123_fnca,0.0,0.2,1,-1.9252055581411747
4,109123_fnca,0.0,0.25,1,-1.926089269242091
95,109123_fnca,0.45,0.3,1,-1.9277087344903945
14,109123_fnca,0.05,0.25,1,-1.9286391609624354
44,109123_fnca,0.2,0.25,1,-1.9324429499017997
23,109123_fnca,0.1,0.2,1,-1.9333959791552349
102,109123_fnca,0.5,0.15,1,-1.9344479478857468
24,109123_fnca,0.1,0.25,1,-1.9355234285894571
11,109123_fnca,0.05,0.1,1,-1.9374391388613508
64,109123_fnca,0.3,0.25,1,-1.9430349945923062
74,109123_fnca,0.35,0.25,1,-1.9454700914853977
61,109123_fnca,0.3,0.1,1,-1.9487767042015296
34,109123_fnca,0.15,0.25,1,-1.9502819855668592
54,109123_fnca,0.25,0.25,1,-1.9560738444410979
96,109123_fnca,0.45,0.35,1,-1.9570220058250265
101,109123_fnca,0.5,0.1,1,-1.9643289734422373
41,109123_fnca,0.2,0.1,1,-1.9654893558875783
107,109123_fnca,0.5,0.4,1,-1.9669625688080088
81,109123_fnca,0.4,0.1,1,-1.967782679432485
31,109123_fnca,0.15,0.1,1,-1.9717026496750325
85,109123_fnca,0.4,0.3,1,-1.974477913374637
15,109123_fnca,0.05,0.3,1,-1.9745339877825456
8,109123_fnca,0.0,0.45,1,-1.9745339877825456
7,109123_fnca,0.0,0.4,1,-1.9754034629030792
9,109123_fnca,0.0,0.5,1,-1.9754034629030792
6,109123_fnca,0.0,0.35,1,-1.9771853576751115
51,109123_fnca,0.25,0.1,1,-1.9774246514714382
21,109123_fnca,0.1,0.1,1,-1.983280914477894
17,109123_fnca,0.05,0.4,1,-1.9884284938709889
106,109123_fnca,0.5,0.35,1,-1.9884683579667883
18,109123_fnca,0.05,0.45,1,-1.9911616325443782
25,109123_fnca,0.1,0.3,1,-1.9929435273164104
55,109123_fnca,0.25,0.3,1,-1.9931451812194227
97,109123_fnca,0.45,0.4,1,-1.9949820838291137
75,109123_fnca,0.35,0.3,1,-1.9958515589496475
16,109123_fnca,0.05,0.35,1,-1.9960502079853715
65,109123_fnca,0.3,0.3,1,-1.9971264797124182
105,109123_fnca,0.5,0.3,1,-1.9986932105167632
45,109123_fnca,0.2,0.3,1,-1.999748653584946
71,109123_fnca,0.35,0.1,1,-2.0031767030239913
91,109123_fnca,0.45,0.1,1,-2.0079382180202288
98,109123_fnca,0.45,0.45,1,-2.008013907691817
76,109123_fnca,0.35,0.35,1,-2.010217614069461
1,109123_fnca,0.0,0.1,1,-2.011851275659916
86,109123_fnca,0.4,0.35,1,-2.0148109424971237
26,109123_fnca,0.1,0.35,1,-2.017541631273388
108,109123_fnca,0.5,0.45,1,-2.0180815681042725
66,109123_fnca,0.3,0.35,1,-2.019573267120045
19,109123_fnca,0.05,0.5,1,-2.023180911851225
56,109123_fnca,0.25,0.35,1,-2.0258357752032072
87,109123_fnca,0.4,0.4,1,-2.033014481063221
109,109123_fnca,0.5,0.5,1,-2.0398358768759337
57,109123_fnca,0.25,0.4,1,-2.040765109267274
77,109123_fnca,0.35,0.4,1,-2.0418452962025446
88,109123_fnca,0.4,0.45,1,-2.0425273451667643
36,109123_fnca,0.15,0.35,1,-2.0439895767415486
27,109123_fnca,0.1,0.4,1,-2.048869716966
35,109123_fnca,0.15,0.3,1,-2.0504967461310573
79,109123_fnca,0.35,0.5,1,-2.054224609376562
46,109123_fnca,0.2,0.35,1,-2.0547657493641966
28,109123_fnca,0.1,0.45,1,-2.0553453773523236
70,109123_fnca,0.35,0.05,1,-2.056539110304467
90,109123_fnca,0.45,0.05,1,-2.061956056291583
60,109123_fnca,0.3,0.05,1,-2.06273538877353
80,109123_fnca,0.4,0.05,1,-2.0657856173420734
68,109123_fnca,0.3,0.45,1,-2.0716974468376628
38,109123_fnca,0.15,0.45,1,-2.072423790524271
89,109123_fnca,0.4,0.5,1,-2.0733479619141235
100,109123_fnca,0.5,0.05,1,-2.075170113415792
30,109123_fnca,0.15,0.05,1,-2.0770123629460393
29,109123_fnca,0.1,0.5,1,-2.0805654035977077
67,109123_fnca,0.3,0.4,1,-2.084004653445376
