,HCPID,ans,bll,lf,LL
80,109123_fnca,0.3,0.3,0.1,-1.8406447278992828
99,109123_fnca,0.35,0.6,0.1,-1.841208014293096
92,109123_fnca,0.35,0.25,0.1,-1.8413295714063327
116,109123_fnca,0.4,0.8,0.1,-1.8420373592759542
103,109123_fnca,0.35,0.8,0.1,-1.8427801184614119
75,109123_fnca,0.25,0.7,0.1,-1.843903880873809
87,109123_fnca,0.3,0.65,0.1,-1.8449007077796424
85,109123_fnca,0.3,0.55,0.1,-1.8452693608466568
73,109123_fnca,0.25,0.6,0.1,-1.845509215122234
91,109123_fnca,0.35,0.2,0.1,-1.8458357069926556
109,109123_fnca,0.4,0.45,0.1,-1.8460155549934985
79,109123_fnca,0.3,0.25,0.1,-1.8460712331087894
102,109123_fnca,0.35,0.75,0.1,-1.846318375680442
96,109123_fnca,0.35,0.45,0.1,-1.8465747766682097
106,109123_fnca,0.4,0.3,0.1,-1.84697225296008
84,109123_fnca,0.3,0.5,0.1,-1.8472147283487155
93,109123_fnca,0.35,0.3,0.1,-1.8476439062604906
83,109123_fnca,0.3,0.45,0.1,-1.8485042808484327
101,109123_fnca,0.35,0.7,0.1,-1.8487420103636993
86,109123_fnca,0.3,0.6,0.1,-1.848837108363407
100,109123_fnca,0.35,0.65,0.1,-1.849025982261578
56,109123_fnca,0.2,0.4,0.1,-1.8495762405038403
88,109123_fnca,0.3,0.7,0.1,-1.8507067207155974
89,109123_fnca,0.3,0.75,0.1,-1.85083301315189
111,109123_fnca,0.4,0.55,0.1,-1.852011051591147
72,109123_fnca,0.25,0.55,0.1,-1.8521977087440078
95,109123_fnca,0.35,0.4,0.1,-1.8522642276622454
77,109123_fnca,0.25,0.8,0.1,-1.8573389625644317
117,109123_fnca,0.45,0.2,0.1,-1.8575273027884818
71,109123_fnca,0.25,0.5,0.1,-1.8579339664804475
97,109123_fnca,0.35,0.5,0.1,-1.8590119270892786
108,109123_fnca,0.4,0.4,0.1,-1.8591581452788808
114,109123_fnca,0.4,0.7,0.1,-1.8602391796043793
105,109123_fnca,0.4,0.25,0.1,-1.8609244977182946
94,109123_fnca,0.35,0.35,0.1,-1.862237420984835
14,109123_fnca,0.05,0.25,0.1,-1.8629090057006634
112,109123_fnca,0.4,0.6,0.1,-1.8636139041461803
113,109123_fnca,0.4,0.65,0.1,-1.8636237158744227
64,109123_fnca,0.2,0.8,0.1,-1.8645870031909544
70,109123_fnca,0.25,0.45,0.1,-1.8647262400473512
74,109123_fnca,0.25,0.65,0.1,-1.8657309349310567
40,109123_fnca,0.15,0.25,0.1,-1.8668683805806983
128,109123_fnca,0.45,0.75,0.1,-1.866871582746359
110,109123_fnca,0.4,0.5,0.1,-1.867029354094746
129,109123_fnca,0.45,0.8,0.1,-1.867810905958911
81,109123_fnca,0.3,0.35,0.1,-1.8679252412229204
90,109123_fnca,0.3,0.8,0.1,-1.868320854856028
82,109123_fnca,0.3,0.4,0.1,-1.8683567367686442
123,109123_fnca,0.45,0.5,0.1,-1.8692292455244819
58,109123_fnca,0.2,0.5,0.1,-1.8692397887070373
126,109123_fnca,0.45,0.65,0.1,-1.8705851907434476
67,109123_fnca,0.25,0.3,0.1,-1.8707205047036974
69,109123_fnca,0.25,0.4,0.1,-1.8708280704219702
125,109123_fnca,0.45,0.6,0.1,-1.871903013830464
115,109123_fnca,0.4,0.75,0.1,-1.8722015017541398
78,109123_fnca,0.3,0.2,0.1,-1.8734923574602367
22,109123_fnca,0.05,0.65,0.1,-1.8735887385301817
25,109123_fnca,0.05,0.8,0.1,-1.8744110875037623
119,109123_fnca,0.45,0.3,0.1,-1.8744876288387176
57,109123_fnca,0.2,0.45,0.1,-1.875279256407225
44,109123_fnca,0.15,0.45,0.1,-1.8780759861869223
118,109123_fnca,0.45,0.25,0.1,-1.8781122978571694
136,109123_fnca,0.5,0.5,0.1,-1.8792050714581618
45,109123_fnca,0.15,0.5,0.1,-1.8811331458051836
49,109123_fnca,0.15,0.7,0.1,-1.8814169499412046
76,109123_fnca,0.25,0.75,0.1,-1.8844259978317732
141,109123_fnca,0.5,0.75,0.1,-1.886074778226377
30,109123_fnca,0.1,0.4,0.1,-1.8873464945968865
65,109123_fnca,0.25,0.2,0.1,-1.8880280198034973
10,109123_fnca,0.0,0.7,0.1,-1.8894744696238805
121,109123_fnca,0.45,0.4,0.1,-1.890643779068955
137,109123_fnca,0.5,0.55,0.1,-1.8909389949228113
98,109123_fnca,0.35,0.55,0.1,-1.8911815577641806
124,109123_fnca,0.45,0.55,0.1,-1.8919959199516385
39,109123_fnca,0.15,0.2,0.1,-1.8930576633397869
66,109123_fnca,0.25,0.25,0.1,-1.8932760195210245
7,109123_fnca,0.0,0.55,0.1,-1.893343522916835
131,109123_fnca,0.5,0.25,0.1,-1.8935690448780487
47,109123_fnca,0.15,0.6,0.1,-1.8941092121175167
104,109123_fnca,0.4,0.2,0.1,-1.8956484450234785
48,109123_fnca,0.15,0.65,0.1,-1.8972735059275108
61,109123_fnca,0.2,0.65,0.1,-1.8976402601026905
132,109123_fnca,0.5,0.3,0.1,-1.8986725988273951
122,109123_fnca,0.45,0.45,0.1,-1.900148262287088
68,109123_fnca,0.25,0.35,0.1,-1.901913316857153
130,109123_fnca,0.5,0.2,0.1,-1.9029541446783171
127,109123_fnca,0.45,0.7,0.1,-1.9029991908386172
46,109123_fnca,0.15,0.55,0.1,-1.903343065769353
