,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.05,1,0.4566666666666666,0.4989509619494918,127630_fnca,-1.8630798355996085,0.5
1,Punishment,0.5,0.05,1,0.4912,0.5001226430851754,127630_fnca,-1.8630798355996085,0.391304347826087
2,Reward,0.5,0.05,1,0.4904,0.5001079146954913,127630_fnca,-1.8630798355996085,0.5416666666666666
