,HCPID,egs,alpha,r,LL
103,130013_fnca,0.5,0.2,1,-1.9619321736137467
82,130013_fnca,0.4,0.15,1,-1.9621922853459264
102,130013_fnca,0.5,0.15,1,-1.9713144246801095
92,130013_fnca,0.45,0.15,1,-1.9722921528057524
62,130013_fnca,0.3,0.15,1,-1.9853163609922584
93,130013_fnca,0.45,0.2,1,-1.9862456028509219
72,130013_fnca,0.35,0.15,1,-1.9905566593210045
52,130013_fnca,0.25,0.15,1,-2.0006280512050187
91,130013_fnca,0.45,0.1,1,-2.020126221867492
61,130013_fnca,0.3,0.1,1,-2.0237809605178754
101,130013_fnca,0.5,0.1,1,-2.0251329323478258
42,130013_fnca,0.2,0.15,1,-2.026141094807625
81,130013_fnca,0.4,0.1,1,-2.039467096454369
70,130013_fnca,0.35,0.05,1,-2.0461962670189804
83,130013_fnca,0.4,0.2,1,-2.050447923562704
71,130013_fnca,0.35,0.1,1,-2.0552862108441445
32,130013_fnca,0.15,0.15,1,-2.059256368822119
73,130013_fnca,0.35,0.2,1,-2.068825882044459
100,130013_fnca,0.5,0.05,1,-2.073693599813209
41,130013_fnca,0.2,0.1,1,-2.0792991480130327
31,130013_fnca,0.15,0.1,1,-2.097549340534938
51,130013_fnca,0.25,0.1,1,-2.1026562119598267
50,130013_fnca,0.25,0.05,1,-2.103405248676887
90,130013_fnca,0.45,0.05,1,-2.105150476757843
60,130013_fnca,0.3,0.05,1,-2.1101169488634035
80,130013_fnca,0.4,0.05,1,-2.1162418525734745
104,130013_fnca,0.5,0.25,1,-2.1232017987809404
40,130013_fnca,0.2,0.05,1,-2.1272689706598564
21,130013_fnca,0.1,0.1,1,-2.1395517861877495
30,130013_fnca,0.15,0.05,1,-2.14983683961413
22,130013_fnca,0.1,0.15,1,-2.1589628799808485
2,130013_fnca,0.0,0.15,1,-2.1610658160612535
63,130013_fnca,0.3,0.2,1,-2.1648653199200343
84,130013_fnca,0.4,0.25,1,-2.1797867360723715
94,130013_fnca,0.45,0.25,1,-2.1800735895595382
53,130013_fnca,0.25,0.2,1,-2.1872709731666813
12,130013_fnca,0.05,0.15,1,-2.202527548940219
11,130013_fnca,0.05,0.1,1,-2.223540790196694
74,130013_fnca,0.35,0.25,1,-2.2587792981386174
20,130013_fnca,0.1,0.05,1,-2.2617513079806755
107,130013_fnca,0.5,0.4,1,-2.2657246248458724
105,130013_fnca,0.5,0.3,1,-2.268287616725863
95,130013_fnca,0.45,0.3,1,-2.2693933336269305
96,130013_fnca,0.45,0.35,1,-2.2776877143098844
24,130013_fnca,0.1,0.25,1,-2.2787201571645843
106,130013_fnca,0.5,0.35,1,-2.2845770726769348
