,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std
0,Neutral,0.0,0.05,1,0.0,0.0
1,Neutral,0.0,0.1,1,0.0,0.0
2,Neutral,0.0,0.15,1,0.0,0.0
3,Neutral,0.0,0.2,1,0.0,0.0
4,Neutral,0.0,0.25,1,0.0,0.0
5,Neutral,0.0,0.3,1,0.0,0.0
6,Neutral,0.0,0.35,1,0.0,0.0
7,Neutral,0.0,0.4,1,0.0,0.0
8,Neutral,0.0,0.45,1,0.0,0.0
9,Neutral,0.0,0.5,1,0.0,0.0
10,Neutral,0.05,0.05,1,0.14333333333333334,0.3509979402633571
11,Neutral,0.05,0.1,1,0.12666666666666668,0.3331549132304484
12,Neutral,0.05,0.15,1,0.013333333333333334,0.11488931224930929
13,Neutral,0.05,0.2,1,0.013333333333333334,0.11488931224930927
14,Neutral,0.05,0.25,1,0.0033333333333333335,0.05773502691896259
15,Neutral,0.05,0.3,1,0.12,0.3255044965242802
16,Neutral,0.05,0.35,1,0.02,0.14023391829177737
17,Neutral,0.05,0.4,1,0.03,0.17087224588772665
18,Neutral,0.05,0.45,1,0.04,0.19628659682628735
19,Neutral,0.05,0.5,1,0.07666666666666666,0.26650636207348044
20,Neutral,0.1,0.05,1,0.27666666666666667,0.4480976760855455
21,Neutral,0.1,0.1,1,0.19333333333333333,0.39557192271742864
22,Neutral,0.1,0.15,1,0.08666666666666667,0.28181605677298194
23,Neutral,0.1,0.2,1,0.06,0.23788364542889825
24,Neutral,0.1,0.25,1,0.05,0.2183090993894991
25,Neutral,0.1,0.3,1,0.17,0.37626042358254336
26,Neutral,0.1,0.35,1,0.1,0.30050125348238005
27,Neutral,0.1,0.4,1,0.06,0.23788364542889834
28,Neutral,0.1,0.45,1,0.11,0.313412547210803
29,Neutral,0.1,0.5,1,0.07666666666666666,0.26650636207348044
30,Neutral,0.15,0.05,1,0.30333333333333334,0.4604660525025122
31,Neutral,0.15,0.1,1,0.21,0.40798878599580124
32,Neutral,0.15,0.15,1,0.18333333333333332,0.3875860748793186
33,Neutral,0.15,0.2,1,0.11333333333333333,0.3175294822993921
34,Neutral,0.15,0.25,1,0.11,0.3134125472108031
35,Neutral,0.15,0.3,1,0.15,0.3576680324053051
36,Neutral,0.15,0.35,1,0.09666666666666666,0.29599707733047437
37,Neutral,0.15,0.4,1,0.11666666666666667,0.32155905051085154
38,Neutral,0.15,0.45,1,0.12666666666666668,0.3331549132304484
39,Neutral,0.15,0.5,1,0.13,0.3368653453081293
40,Neutral,0.2,0.05,1,0.33666666666666667,0.4733593975897285
41,Neutral,0.2,0.1,1,0.27,0.44470124502233493
42,Neutral,0.2,0.15,1,0.23,0.42153565411754645
43,Neutral,0.2,0.2,1,0.16666666666666666,0.37330068339472067
44,Neutral,0.2,0.25,1,0.11666666666666667,0.32155905051085154
45,Neutral,0.2,0.3,1,0.16333333333333333,0.3702871825318563
46,Neutral,0.2,0.35,1,0.13,0.3368653453081293
47,Neutral,0.2,0.4,1,0.13,0.3368653453081294
48,Neutral,0.2,0.45,1,0.14666666666666667,0.354364411318234
49,Neutral,0.2,0.5,1,0.12666666666666668,0.33315491323044827
50,Neutral,0.25,0.05,1,0.3933333333333333,0.489305926650263
51,Neutral,0.25,0.1,1,0.30666666666666664,0.46188021535170065
52,Neutral,0.25,0.15,1,0.2966666666666667,0.4575515273966041
53,Neutral,0.25,0.2,1,0.18333333333333332,0.38758607487931857
54,Neutral,0.25,0.25,1,0.14333333333333334,0.3509979402633572
55,Neutral,0.25,0.3,1,0.14,0.3475667929841461
56,Neutral,0.25,0.35,1,0.17666666666666667,0.38202359741972386
