,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,ResponseSwitch,PSwitch_z,PSwitch_probz,PSwitch_logprobz
143,Punishment,0.0,0.2,0.1,0.1472,0.3544469863504365,118730_fnca,0.32,-0.4875200147114672,0.35424149272978794,-1.0377764155768072
286,Reward,0.0,0.2,0.1,0.1496,0.3568216604382171,118730_fnca,0.12,0.08295460528838941,0.3975719851867711,-0.922379266473949
144,Punishment,0.0,0.25,0.1,0.1512,0.3583870994475671,118730_fnca,0.32,-0.470999096396593,0.3570574422060827,-1.0298586076078762
287,Reward,0.0,0.25,0.1,0.1568,0.3637576331742803,118730_fnca,0.12,0.10116626193894525,0.39690598518246095,-0.9240558394820222
145,Punishment,0.0,0.3,0.1,0.1576,0.3645113644701112,118730_fnca,0.32,-0.44552794735516765,0.36124961361210806,-1.018186109141927
288,Reward,0.0,0.3,0.1,0.1648,0.3711484351694653,118730_fnca,0.12,0.12070642296940969,0.39604653837738746,-0.9262235534777076
146,Punishment,0.0,0.35,0.1,0.1304,0.3368777661162025,118730_fnca,0.32,-0.5628154157689333,0.3405071587725585,-1.0773191293182514
289,Reward,0.0,0.35,0.1,0.132,0.3386262455678087,118730_fnca,0.12,0.03543730043688257,0.39869186271931467,-0.9195664343357997
147,Punishment,0.0,0.4,0.1,0.2064,0.4048829264705019,118730_fnca,0.32,-0.28057493308075176,0.38354448030858307,-0.9582996797413068
290,Reward,0.0,0.4,0.1,0.2088,0.4066138559644638,118730_fnca,0.12,0.21838901625566035,0.3895412888985101,-0.9427854144152301
148,Punishment,0.0,0.45,0.1,0.1808,0.3850064206674535,118730_fnca,0.32,-0.36155241192778187,0.3737012466655141,-0.984298606490071
291,Reward,0.0,0.45,0.1,0.1672,0.3733036893945899,118730_fnca,0.12,0.12643861108511198,0.3957661017446884,-0.9269318943912387
149,Punishment,0.0,0.5,0.1,0.1648,0.3711484351694656,118730_fnca,0.32,-0.4181615367154546,0.3655442030239384,-1.006368068598788
292,Reward,0.0,0.5,0.1,0.1624,0.3689649686874014,118730_fnca,0.12,0.11491605870020302,0.396316801616507,-0.9255413834782669
150,Punishment,0.0,0.55,0.1,0.1312,0.3377540854790748,118730_fnca,0.32,-0.5589865766751677,0.3412392176349868,-1.0751715296561843
293,Reward,0.0,0.55,0.1,0.1224,0.3278783972675168,118730_fnca,0.12,0.007319786908808858,0.39893159302443826,-0.9189653228448678
151,Punishment,0.0,0.6,0.1,0.1696,0.3754312172410591,118730_fnca,0.32,-0.4006060047570053,0.36818081413353626,-0.9991811187283575
294,Reward,0.0,0.6,0.1,0.1856,0.3889391455319733,118730_fnca,0.12,0.16866391761691998,0.39330798713363174,-0.9331622917576162
152,Punishment,0.0,0.65,0.1,0.0952,0.2936084548166006,118730_fnca,0.32,-0.7656455265922738,0.29758806845023833,-1.2120450694000529
295,Reward,0.0,0.65,0.1,0.0992,0.2990500037180721,118730_fnca,0.12,-0.06955358549204063,0.39797846474916265,-0.9213573838320719
153,Punishment,0.0,0.7,0.1,0.2248,0.4176176284436151,118730_fnca,0.32,-0.2279597256341718,0.38871014118456326,-0.944921351460276
296,Reward,0.0,0.7,0.1,0.2272,0.4191905731159414,118730_fnca,0.12,0.25573094166492677,0.3861081797096842,-0.9516376904670877
154,Punishment,0.0,0.75,0.1,0.1936,0.3952771625431737,118730_fnca,0.32,-0.3197756206980314,0.3790577325012879,-0.9700667570010781
297,Reward,0.0,0.75,0.1,0.176,0.3809725870580083,118730_fnca,0.12,0.14699220338253163,0.39465556290540676,-0.9297418871322984
155,Punishment,0.0,0.8,0.1,0.1344,0.3412180883644088,118730_fnca,0.32,-0.5439336492671097,0.3440836644369211,-1.0668704406071903
298,Reward,0.0,0.8,0.1,0.1272,0.3333302375089758,118730_fnca,0.12,0.021600200611281577,0.398849224272245,-0.9191718175378966
156,Punishment,0.05,0.2,0.1,0.072,0.2585913679852389,118730_fnca,0.32,-0.9590420667644115,0.2518757481113297,-1.3788193761165497
299,Reward,0.05,0.2,0.1,0.0672,0.2504682564278003,118730_fnca,0.12,-0.21080515652178092,0.390175773460573,-0.9411579402127588
157,Punishment,0.05,0.25,0.1,0.1696,0.3754312172410594,118730_fnca,0.32,-0.400606004757005,0.3681808141335363,-0.9991811187283574
300,Reward,0.05,0.25,0.1,0.1904,0.392773798776859,118730_fnca,0.12,0.17923802509035328,0.3925852106894903,-0.9350016680238177
158,Punishment,0.05,0.3,0.1,0.1672,0.3733036893945901,118730_fnca,0.32,-0.4093182155467184,0.36688411857349296,-1.0027092339938475
301,Reward,0.05,0.3,0.1,0.1696,0.3754312172410593,118730_fnca,0.12,0.1321147462496506,0.3954757983084269,-0.9276656862929774
159,Punishment,0.05,0.35,0.1,0.1704,0.3761343132676064,118730_fnca,0.32,-0.3977302647566877,0.3686036929445041,-0.998033214956385
302,Reward,0.05,0.35,0.1,0.1616,0.3682307905812682,118730_fnca,0.12,0.11297262766737297,0.3964045729049408,-0.9253199405057081
160,Punishment,0.05,0.4,0.1,0.152,0.3591645853358701,118730_fnca,0.32,-0.46775213052505177,0.3576020292687306,-1.028334561010035
303,Reward,0.05,0.4,0.1,0.1576,0.3645113644701112,118730_fnca,0.12,0.10315179076695997,0.396825485059313,-0.9242586791738879
161,Punishment,0.05,0.45,0.1,0.1416,0.3487789520683906,118730_fnca,0.32,-0.5114987557076504,0.35002383677373444,-1.0497540217499097
304,Reward,0.05,0.45,0.1,0.1376,0.3446175401792535,118730_fnca,0.12,0.05107110912243564,0.39842234727058595,-0.9202426622981704
