,HCPID,egs,alpha,r,LL
49,155231_fnca,0.2,0.5,1,-1.953887643243502
79,155231_fnca,0.35,0.5,1,-1.964033816163395
89,155231_fnca,0.4,0.5,1,-1.9644205809156972
48,155231_fnca,0.2,0.45,1,-1.9669848287719123
69,155231_fnca,0.3,0.5,1,-1.967528136843155
59,155231_fnca,0.25,0.5,1,-1.968997511348458
78,155231_fnca,0.35,0.45,1,-1.969516851048843
58,155231_fnca,0.25,0.45,1,-1.9731003179988094
29,155231_fnca,0.1,0.5,1,-1.9736272104120935
99,155231_fnca,0.45,0.5,1,-1.9746669909676138
39,155231_fnca,0.15,0.5,1,-1.9751685463517528
108,155231_fnca,0.5,0.45,1,-1.9757011539485645
57,155231_fnca,0.25,0.4,1,-1.978390411315452
68,155231_fnca,0.3,0.45,1,-1.9798433674434677
38,155231_fnca,0.15,0.45,1,-1.9804362401750701
77,155231_fnca,0.35,0.4,1,-1.9808927003735346
66,155231_fnca,0.3,0.35,1,-1.9814188122007308
47,155231_fnca,0.2,0.4,1,-1.9814503796522718
67,155231_fnca,0.3,0.4,1,-1.981928649496495
87,155231_fnca,0.4,0.4,1,-1.982979908692909
98,155231_fnca,0.45,0.45,1,-1.9835223769979917
28,155231_fnca,0.1,0.45,1,-1.9851037121826525
88,155231_fnca,0.4,0.45,1,-1.985600849696765
86,155231_fnca,0.4,0.35,1,-1.985616323769758
19,155231_fnca,0.05,0.5,1,-1.9861298655450863
26,155231_fnca,0.1,0.35,1,-1.9866899209308997
56,155231_fnca,0.25,0.35,1,-1.987184998568709
36,155231_fnca,0.15,0.35,1,-1.987194709926752
46,155231_fnca,0.2,0.35,1,-1.9893108619347557
27,155231_fnca,0.1,0.4,1,-1.9904482496073386
37,155231_fnca,0.15,0.4,1,-1.991478033429132
97,155231_fnca,0.45,0.4,1,-1.99196384766574
106,155231_fnca,0.5,0.35,1,-1.9941371729379904
75,155231_fnca,0.35,0.3,1,-1.9941520055833437
35,155231_fnca,0.15,0.3,1,-1.9967971250097452
45,155231_fnca,0.2,0.3,1,-2.000208510693343
65,155231_fnca,0.3,0.3,1,-2.0012355169903424
25,155231_fnca,0.1,0.3,1,-2.003871135174286
55,155231_fnca,0.25,0.3,1,-2.004048612755156
15,155231_fnca,0.05,0.3,1,-2.0059759621120805
17,155231_fnca,0.05,0.4,1,-2.0076118698491703
18,155231_fnca,0.05,0.45,1,-2.00815374713558
16,155231_fnca,0.05,0.35,1,-2.0092652138665095
96,155231_fnca,0.45,0.35,1,-2.00948014899827
109,155231_fnca,0.5,0.5,1,-2.0099337379706883
85,155231_fnca,0.4,0.3,1,-2.012134827382596
6,155231_fnca,0.0,0.35,1,-2.0132904103541653
7,155231_fnca,0.0,0.4,1,-2.013829305743741
9,155231_fnca,0.0,0.5,1,-2.013829305743741
76,155231_fnca,0.35,0.35,1,-2.0142650541845146
8,155231_fnca,0.0,0.45,1,-2.015452018701539
107,155231_fnca,0.5,0.4,1,-2.0220622538020763
44,155231_fnca,0.2,0.25,1,-2.0277108635900465
95,155231_fnca,0.45,0.3,1,-2.030722640942659
74,155231_fnca,0.35,0.25,1,-2.032683186807628
24,155231_fnca,0.1,0.25,1,-2.0334034932310336
54,155231_fnca,0.25,0.25,1,-2.033939397531998
34,155231_fnca,0.15,0.25,1,-2.0365678259711926
64,155231_fnca,0.3,0.25,1,-2.037175800020582
4,155231_fnca,0.0,0.25,1,-2.0408828943464403
5,155231_fnca,0.0,0.3,1,-2.0419537114510504
13,155231_fnca,0.05,0.2,1,-2.044461743579565
3,155231_fnca,0.0,0.2,1,-2.044648202349755
14,155231_fnca,0.05,0.25,1,-2.0453588019734967
23,155231_fnca,0.1,0.2,1,-2.0462602277148405
105,155231_fnca,0.5,0.3,1,-2.053246359260707
43,155231_fnca,0.2,0.2,1,-2.053803498191965
33,155231_fnca,0.15,0.2,1,-2.0572854248468717
94,155231_fnca,0.45,0.25,1,-2.072178540484344
84,155231_fnca,0.4,0.25,1,-2.0736092073343535
53,155231_fnca,0.25,0.2,1,-2.113014581669482
104,155231_fnca,0.5,0.25,1,-2.134158761791455
2,155231_fnca,0.0,0.15,1,-2.1394658581165045
12,155231_fnca,0.05,0.15,1,-2.153600386577878
63,155231_fnca,0.3,0.2,1,-2.1631986492441806
22,155231_fnca,0.1,0.15,1,-2.177698891853641
32,155231_fnca,0.15,0.15,1,-2.2119322596515785
73,155231_fnca,0.35,0.2,1,-2.2219940098691744
93,155231_fnca,0.45,0.2,1,-2.2480090215441515
83,155231_fnca,0.4,0.2,1,-2.2502164193223577
103,155231_fnca,0.5,0.2,1,-2.2740647548011372
42,155231_fnca,0.2,0.15,1,-2.3172424160382317
52,155231_fnca,0.25,0.15,1,-2.340901453133732
62,155231_fnca,0.3,0.15,1,-2.3793019624213496
72,155231_fnca,0.35,0.15,1,-2.416138485524608
82,155231_fnca,0.4,0.15,1,-2.508920137514485
92,155231_fnca,0.45,0.15,1,-2.532259631187563
11,155231_fnca,0.05,0.1,1,-2.589607328214238
102,155231_fnca,0.5,0.15,1,-2.5988375534481474
41,155231_fnca,0.2,0.1,1,-2.6915897440876257
1,155231_fnca,0.0,0.1,1,-2.7011348267236874
61,155231_fnca,0.3,0.1,1,-2.72350288778792
51,155231_fnca,0.25,0.1,1,-2.7275281980394004
71,155231_fnca,0.35,0.1,1,-2.737313297047751
91,155231_fnca,0.45,0.1,1,-2.7485028203519493
21,155231_fnca,0.1,0.1,1,-2.765407161730665
81,155231_fnca,0.4,0.1,1,-2.7868033091827926
31,155231_fnca,0.15,0.1,1,-2.7930857019796704
101,155231_fnca,0.5,0.1,1,-2.817120592580145
80,155231_fnca,0.4,0.05,1,-2.8736161148294173
60,155231_fnca,0.3,0.05,1,-2.876194749005416
100,155231_fnca,0.5,0.05,1,-2.887323776278126
50,155231_fnca,0.25,0.05,1,-2.9257939081759505
90,155231_fnca,0.45,0.05,1,-2.9521077204203197
30,155231_fnca,0.15,0.05,1,-3.0047577165604613
