,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,ResponseSwitch,PSwitch_z,PSwitch_probz,PSwitch_logprobz
143,Punishment,0.0,0.2,0.1,0.144,0.3512302523304643,107422_fnca,0.04,0.2961020564428739,0.38183116400579015,-0.9627767471195221
286,Reward,0.0,0.2,0.1,0.1392,0.3462936549178296,107422_fnca,0.08,0.17095317560481227,0.3931551240419686,-0.9335510273293575
144,Punishment,0.0,0.25,0.1,0.1744,0.3796049524649921,107422_fnca,0.04,0.35405228284632195,0.37470544461171507,-0.9816150426990186
287,Reward,0.0,0.25,0.1,0.1592,0.3660089206891269,107422_fnca,0.08,0.21638816849294576,0.3897107612078321,-0.9423504529365384
145,Punishment,0.0,0.3,0.1,0.1448,0.352039920583657,107422_fnca,0.04,0.29769351108320075,0.3816507916430901,-0.9632492464751945
288,Reward,0.0,0.3,0.1,0.1456,0.3528459156517949,107422_fnca,0.08,0.18591684667461816,0.3921067832084881,-0.9362210701433894
146,Punishment,0.0,0.35,0.1,0.1664,0.3725883756615904,107422_fnca,0.04,0.3392483723507383,0.3766332930934765,-0.9764832622759851
289,Reward,0.0,0.35,0.1,0.1624,0.368964968687401,107422_fnca,0.08,0.2233274348324703,0.38911665158438896,-0.9438761047790982
147,Punishment,0.0,0.4,0.1,0.164,0.3704237722080126,107422_fnca,0.04,0.33475173383410023,0.3772044635719492,-0.9749678948571407
290,Reward,0.0,0.4,0.1,0.1544,0.3614763783952002,107422_fnca,0.08,0.20582257775820384,0.39058096284545446,-0.9401199999621884
148,Punishment,0.0,0.45,0.1,0.1376,0.3446175401792534,107422_fnca,0.04,0.28321251422441585,0.3832594142375369,-0.95904319731133
291,Reward,0.0,0.45,0.1,0.1224,0.3278783972675172,107422_fnca,0.08,0.12931623538895634,0.3956204932680068,-0.9272998775722586
149,Punishment,0.0,0.5,0.1,0.1904,0.3927737987768588,107422_fnca,0.04,0.3829175990566639,0.37074103571660105,-0.9922514770383327
292,Reward,0.0,0.5,0.1,0.1968,0.3977390062008538,107422_fnca,0.08,0.2936599080780558,0.38210623612097044,-0.9620566040108787
150,Punishment,0.0,0.55,0.1,0.1296,0.3359972549356012,107422_fnca,0.04,0.2666688453070045,0.38500665091742997,-0.9544946697333581
293,Reward,0.0,0.55,0.1,0.1392,0.34629365491783,107422_fnca,0.08,0.1709531756048121,0.3931551240419686,-0.9335510273293575
151,Punishment,0.0,0.6,0.1,0.1344,0.3412180883644093,107422_fnca,0.04,0.2766559078168916,0.3839635015841613,-0.9572077788696668
294,Reward,0.0,0.6,0.1,0.1456,0.3528459156517951,107422_fnca,0.08,0.18591684667461808,0.3921067832084881,-0.9362210701433894
152,Punishment,0.0,0.65,0.1,0.0936,0.2913879983329065,107422_fnca,0.04,0.18394717801233113,0.39224963599804175,-0.9358568153540229
295,Reward,0.0,0.65,0.1,0.0864,0.2810662530274181,107422_fnca,0.08,0.022770431992686368,0.3988388695017092,-0.9191977794912394
153,Punishment,0.0,0.7,0.1,0.2056,0.404301134707808,107422_fnca,0.04,0.40959568446346456,0.3668424386581412,-1.0028228455702197
296,Reward,0.0,0.7,0.1,0.2024,0.4019496122558575,107422_fnca,0.08,0.30451578075434826,0.38086760275848136,-0.9653034635688877
154,Punishment,0.0,0.75,0.1,0.1992,0.3995586035391173,107422_fnca,0.04,0.3984396746556706,0.36849961196167647,-0.9983156203745309
297,Reward,0.0,0.75,0.1,0.184,0.3876392799615324,107422_fnca,0.08,0.26829066448147487,0.3848396697921993,-0.9549284735286282
155,Punishment,0.0,0.8,0.1,0.0904,0.2868687416571417,107422_fnca,0.04,0.17569010729038162,0.392832471131712,-0.9343720401045256
298,Reward,0.0,0.8,0.1,0.0856,0.2798844551714103,107422_fnca,0.08,0.020008256609215302,0.3988624340450402,-0.9191386983709428
