,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,ResponseSwitch,PSwitch_z,PSwitch_probz,PSwitch_logprobz
110,Punishment,0.0,0.05,1,0.88,0.3250915988427114,103515_fnca,0.64,0.7382534671900852,0.30378118464056914,-1.1914476241137637
220,Reward,0.0,0.05,1,0.5,0.5002001200800559,103515_fnca,0.44,0.11995199039615811,0.39608249322224653,-0.9261327732046727
111,Punishment,0.0,0.1,1,0.6,0.4900940253900043,103515_fnca,0.64,-0.08161699169494886,0.3976157469927859,-0.9222691998713393
221,Reward,0.0,0.1,1,0.1832,0.3869852271764935,103515_fnca,0.44,-0.6635912225219918,0.3201021265906237,-1.1391151885087885
112,Punishment,0.0,0.15,1,0.28,0.4491785937990611,103515_fnca,0.64,-0.8014629480786101,0.28935239848596433,-1.2401099617761009
222,Reward,0.0,0.15,1,0.1856,0.3889391455319738,103515_fnca,0.44,-0.6540869000265914,0.3221128369222687,-1.1328533695978706
113,Punishment,0.0,0.2,1,0.2,0.4001600960640447,103515_fnca,0.64,-1.0995599119647828,0.2179576430069412,-1.523454533204673
223,Reward,0.0,0.2,1,0.1352,0.3420739271814293,103515_fnca,0.44,-0.8910354627476185,0.26822995344203454,-1.315910631141604
114,Punishment,0.0,0.25,1,0.2,0.4001600960640447,103515_fnca,0.64,-1.0995599119647828,0.2179576430069412,-1.523454533204673
224,Reward,0.0,0.25,1,0.1384,0.3454575411395506,103515_fnca,0.44,-0.8730450607768497,0.272520245485737,-1.3000423722780992
115,Punishment,0.0,0.3,1,0.2,0.4001600960640447,103515_fnca,0.64,-1.0995599119647828,0.2179576430069412,-1.523454533204673
225,Reward,0.0,0.3,1,0.1376,0.3446175401792534,103515_fnca,0.44,-0.8774945112854852,0.27146098763831006,-1.3039368418727488
116,Punishment,0.0,0.35,1,0.16,0.3667527860628576,103515_fnca,0.64,-1.3087835136928803,0.16941640222100587,-1.7753956760618135
226,Reward,0.0,0.35,1,0.1432,0.350416885430591,103515_fnca,0.44,-0.8469911478018339,0.2786954876221728,-1.2776355354320068
117,Punishment,0.0,0.4,1,0.16,0.3667527860628576,103515_fnca,0.64,-1.3087835136928803,0.16941640222100587,-1.7753956760618135
227,Reward,0.0,0.4,1,0.1432,0.3504168854305909,103515_fnca,0.44,-0.8469911478018342,0.2786954876221728,-1.2776355354320068
118,Punishment,0.0,0.45,1,0.16,0.3667527860628576,103515_fnca,0.64,-1.3087835136928803,0.16941640222100587,-1.7753956760618135
228,Reward,0.0,0.45,1,0.144,0.3512302523304645,103515_fnca,0.44,-0.8427520067989486,0.2796954333999154,-1.2740540056865002
119,Punishment,0.0,0.5,1,0.16,0.3667527860628576,103515_fnca,0.64,-1.3087835136928803,0.16941640222100587,-1.7753956760618135
229,Reward,0.0,0.5,1,0.136,0.3429257623200247,103515_fnca,0.44,-0.8864892446205355,0.2693159310597297,-1.3118701236186163
120,Punishment,0.05,0.05,1,0.7248,0.4467937552470739,103515_fnca,0.64,0.1897967440326156,0.3918210943919671,-0.9369499352273636
230,Reward,0.05,0.05,1,0.4472,0.4974033454556337,103515_fnca,0.44,0.014475174052970245,0.39890048727027866,-0.9190432985366045
121,Punishment,0.05,0.1,1,0.5496,0.4977328906394872,103515_fnca,0.64,-0.1816235207680451,0.39241627176770016,-0.935432084852763
231,Reward,0.05,0.1,1,0.2448,0.4301406476740197,103515_fnca,0.44,-0.4538050543596417,0.35990756410185426,-1.0219080468858512
122,Punishment,0.05,0.15,1,0.296,0.4566736697824149,103515_fnca,0.64,-0.7532731198711348,0.30039748546044165,-1.202648729764869
232,Reward,0.05,0.15,1,0.1656,0.3718699635838485,103515_fnca,0.44,-0.7378923464414969,0.3038621632761854,-1.1911810906731417
123,Punishment,0.05,0.2,1,0.2024,0.4019496122558572,103515_fnca,0.64,-1.0886936736773114,0.2205644159883256,-1.5115654907571725
233,Reward,0.05,0.2,1,0.1368,0.3437736235422878,103515_fnca,0.44,-0.8819757515884671,0.2703929124799348,-1.3078791463996933
124,Punishment,0.05,0.25,1,0.1968,0.3977390062008539,103515_fnca,0.64,-1.114298555309883,0.21443059307420445,-1.5397691683875188
234,Reward,0.05,0.25,1,0.1384,0.3454575411395505,103515_fnca,0.44,-0.8730450607768498,0.27252024548573694,-1.3000423722780994
125,Punishment,0.05,0.3,1,0.156,0.3630005723582623,103515_fnca,0.64,-1.3333312310106158,0.16401053441241673,-1.8078246189988147
235,Reward,0.05,0.3,1,0.1424,0.3495997940686038,103515_fnca,0.44,-0.8512590826686824,0.27768732010531355,-1.2812595461176361
126,Punishment,0.05,0.35,1,0.1448,0.3520399205836572,103515_fnca,0.64,-1.406658651606879,0.14833488657081415,-1.9082828142749142
236,Reward,0.05,0.35,1,0.1416,0.3487789520683905,103515_fnca,0.44,-0.8555562147038279,0.2766708486244326,-1.284926751463844
127,Punishment,0.05,0.4,1,0.1544,0.3614763783952004,103515_fnca,0.64,-1.3433796204218242,0.16181963382043296,-1.821272935487015
237,Reward,0.05,0.4,1,0.1376,0.3446175401792534,103515_fnca,0.44,-0.8774945112854852,0.27146098763831006,-1.3039368418727488
128,Punishment,0.05,0.45,1,0.1424,0.3495997940686037,103515_fnca,0.64,-1.423341799515916,0.14487420391304023,-1.9318894723292757
238,Reward,0.05,0.45,1,0.14,0.347125909602977,103515_fnca,0.44,-0.8642397231111991,0.27461266015968777,-1.2923936827063338
129,Punishment,0.05,0.5,1,0.1296,0.3359972549356012,103515_fnca,0.64,-1.5190600295166865,0.1258442535129402,-2.072710219842291
239,Reward,0.05,0.5,1,0.124,0.3297134646553279,103515_fnca,0.44,-0.9584079325675597,0.25202892512669944,-1.3782114158088847
130,Punishment,0.1,0.05,1,0.628,0.4835318422130512,103515_fnca,0.64,-0.024817393504175132,0.39881944443844314,-0.9192464847148432
240,Reward,0.1,0.05,1,0.4776,0.4996979071386222,103515_fnca,0.44,0.07524546223398396,0.3978144959227456,-0.9217694729980755
131,Punishment,0.1,0.1,1,0.5528,0.4974033454556337,103515_fnca,0.64,-0.17531044130819567,0.3928586470142924,-0.9343054086205097
241,Reward,0.1,0.1,1,0.3184,0.4660420540647866,103515_fnca,0.44,-0.26092065928259733,0.38559089525120827,-0.9529783284249053
132,Punishment,0.1,0.15,1,0.3176,0.4657292808170948,103515_fnca,0.64,-0.6922476496095931,0.3139435967481151,-1.1585419373996755
242,Reward,0.1,0.15,1,0.1856,0.3889391455319734,103515_fnca,0.44,-0.6540869000265921,0.32211283692226855,-1.132853369597871
133,Punishment,0.1,0.2,1,0.2056,0.4043011347078073,103515_fnca,0.64,-1.07444665054909,0.22398944794104128,-1.4961563356427516
243,Reward,0.1,0.2,1,0.1432,0.3504168854305911,103515_fnca,0.44,-0.8469911478018337,0.2786954876221729,-1.2776355354320064
134,Punishment,0.1,0.25,1,0.196,0.3971273953462634,103515_fnca,0.64,-1.118029139271209,0.21353957268500995,-1.5439331113344328
244,Reward,0.1,0.25,1,0.1312,0.3377540854790752,103515_fnca,0.44,-0.9142746550704003,0.26266190512412124,-1.3368876056567225
135,Punishment,0.1,0.3,1,0.1328,0.3394942784379047,103515_fnca,0.64,-1.493986886417497,0.1306887232661945,-2.034936941598396
245,Reward,0.1,0.3,1,0.14,0.3471259096029769,103515_fnca,0.44,-0.8642397231111993,0.2746126601596877,-1.2923936827063338
136,Punishment,0.1,0.35,1,0.1264,0.3324326234883206,103515_fnca,0.64,-1.5449747218267356,0.12094589541122484,-2.112411978746472
246,Reward,0.1,0.35,1,0.1384,0.3454575411395504,103515_fnca,0.44,-0.8730450607768501,0.2725202454857369,-1.3000423722780996
137,Punishment,0.1,0.4,1,0.1336,0.3403582156669322,103515_fnca,0.64,-1.4878442085134003,0.13189109594928783,-2.0257787276081056
247,Reward,0.1,0.4,1,0.1376,0.3446175401792538,103515_fnca,0.44,-0.8774945112854842,0.27146098763831034,-1.303936841872748
138,Punishment,0.1,0.45,1,0.124,0.3297134646553276,103515_fnca,0.64,-1.5649952316609537,0.11723866257755754,-2.143543570765434
248,Reward,0.1,0.45,1,0.132,0.3386262455678087,103515_fnca,0.44,-0.9095573778799851,0.26379424755188824,-1.3325858450326298
139,Punishment,0.1,0.5,1,0.1304,0.3368777661162022,103515_fnca,0.64,-1.5127148516658688,0.1270605360309101,-2.0630916444299183
249,Reward,0.1,0.5,1,0.12,0.3250915988427112,103515_fnca,0.44,-0.9843379562534476,0.24576016951487395,-1.4033991392652798
140,Punishment,0.15,0.05,1,0.612,0.4874896069594867,103515_fnca,0.64,-0.057437121941200674,0.39828476296705134,-0.9205880446931167
250,Reward,0.15,0.05,1,0.5072,0.500148256642866,103515_fnca,0.44,0.13436016042736018,0.39535750021863036,-0.9279648595597055
141,Punishment,0.15,0.1,1,0.5608,0.496488227905112,103515_fnca,0.64,-0.15952039856851677,0.39389854139922326,-0.9316619119844018
251,Reward,0.15,0.1,1,0.3608,0.4804248186814708,103515_fnca,0.44,-0.16485409770745177,0.3935579436600515,-0.9325269699701417
142,Punishment,0.15,0.15,1,0.3304,0.4705453967220389,103515_fnca,0.64,-0.6579598953826069,0.3212954593207878,-1.1353941451706182
252,Reward,0.15,0.15,1,0.2304,0.4212574109081001,103515_fnca,0.44,-0.49755801220960727,0.3524944079026313,-1.0427205209616603
143,Punishment,0.15,0.2,1,0.1968,0.3977390062008542,103515_fnca,0.64,-1.114298555309882,0.21443059307420467,-1.5397691683875177
253,Reward,0.15,0.2,1,0.1352,0.3420739271814291,103515_fnca,0.44,-0.891035462747619,0.26822995344203443,-1.3159106311416044
144,Punishment,0.15,0.25,1,0.1856,0.3889391455319734,103515_fnca,0.64,-1.168306161053787,0.2016124122090747,-1.6014081761827914
254,Reward,0.15,0.25,1,0.1328,0.3394942784379049,103515_fnca,0.44,-0.9048753381456128,0.26491712917516913,-1.3283382219967412
145,Punishment,0.15,0.3,1,0.136,0.3429257623200251,103515_fnca,0.64,-1.4697058529235179,0.13547662262989152,-1.9989561802634952
255,Reward,0.15,0.3,1,0.136,0.3429257623200247,103515_fnca,0.44,-0.8864892446205355,0.2693159310597297,-1.3118701236186163
146,Punishment,0.15,0.35,1,0.1176,0.3222628161270341,103515_fnca,0.64,-1.6210371592919766,0.10722570548618675,-2.232819269107373
256,Reward,0.15,0.35,1,0.136,0.3429257623200247,103515_fnca,0.44,-0.8864892446205355,0.2693159310597297,-1.3118701236186163
147,Punishment,0.15,0.4,1,0.1184,0.3232104763302199,103515_fnca,0.64,-1.6138090755049914,0.10848662350221384,-2.2211283992958104
257,Reward,0.15,0.4,1,0.1296,0.3359972549356012,103515_fnca,0.44,-0.923817071242123,0.26036845311882967,-1.3456575237638593
148,Punishment,0.15,0.45,1,0.1192,0.324153390135394,103515_fnca,0.64,-1.6066467784972716,0.10974503484609689,-2.209595468632503
258,Reward,0.15,0.45,1,0.1272,0.3333302375089758,103515_fnca,0.44,-0.9384087154456757,0.25685488796673206,-1.3592439918168742
149,Punishment,0.15,0.5,1,0.1056,0.3074479783760596,103515_fnca,0.64,-1.7381802372638817,0.08807436171775004,-2.4295738018120345
259,Reward,0.15,0.5,1,0.1136,0.3174518239488044,103515_fnca,0.44,-1.0281875087056949,0.23515196606378858,-1.4475233097338842
150,Punishment,0.2,0.05,1,0.5992,0.4902567096053353,103515_fnca,0.64,-0.08322170650728009,0.3975631619903974,-0.9224014594216646
260,Reward,0.2,0.05,1,0.5008,0.5001994798234927,103515_fnca,0.44,0.12155150585413393,0.396005999538618,-0.9263259174923765
151,Punishment,0.2,0.1,1,0.5552,0.4971425153257721,103515_fnca,0.64,-0.17057482992463735,0.39318052575911194,-0.9334864195065821
261,Reward,0.2,0.1,1,0.3784,0.4851821940355264,103515_fnca,0.44,-0.12696261478113818,0.395739827076355,-0.9269982859807044
152,Punishment,0.2,0.15,1,0.3296,0.4702560500430396,103515_fnca,0.64,-0.6600659363586945,0.3208498400275667,-1.1367820533752127
