,HCPID,egs,alpha,r,LL
40,163331_fnca,0.2,0.05,1,-1.902988450492606
20,163331_fnca,0.1,0.05,1,-1.9065958467656512
100,163331_fnca,0.5,0.05,1,-1.9074829400287858
30,163331_fnca,0.15,0.05,1,-1.9118813008607618
10,163331_fnca,0.05,0.05,1,-1.9127976222979366
60,163331_fnca,0.3,0.05,1,-1.9190186497270099
90,163331_fnca,0.45,0.05,1,-1.921117545006255
80,163331_fnca,0.4,0.05,1,-1.9282793235219826
50,163331_fnca,0.25,0.05,1,-1.9283928146641993
70,163331_fnca,0.35,0.05,1,-1.938014584100687
101,163331_fnca,0.5,0.1,1,-1.9617186078011861
81,163331_fnca,0.4,0.1,1,-1.9719315771111097
91,163331_fnca,0.45,0.1,1,-1.980974532475924
61,163331_fnca,0.3,0.1,1,-2.006059201114788
71,163331_fnca,0.35,0.1,1,-2.021677690555504
51,163331_fnca,0.25,0.1,1,-2.023091194496428
41,163331_fnca,0.2,0.1,1,-2.0323933957017557
31,163331_fnca,0.15,0.1,1,-2.054656688126221
0,163331_fnca,0.0,0.05,1,-2.063651690995353
92,163331_fnca,0.45,0.15,1,-2.0783248749218153
72,163331_fnca,0.35,0.15,1,-2.126863028111898
102,163331_fnca,0.5,0.15,1,-2.15624695572562
21,163331_fnca,0.1,0.1,1,-2.1571498988347795
82,163331_fnca,0.4,0.15,1,-2.1673890141963432
11,163331_fnca,0.05,0.1,1,-2.296025139871192
103,163331_fnca,0.5,0.2,1,-2.3019754084125585
52,163331_fnca,0.25,0.15,1,-2.3196635519118294
62,163331_fnca,0.3,0.15,1,-2.3208735139346652
93,163331_fnca,0.45,0.2,1,-2.4662875228039614
42,163331_fnca,0.2,0.15,1,-2.50647862638565
83,163331_fnca,0.4,0.2,1,-2.5394469571706044
1,163331_fnca,0.0,0.1,1,-2.547879859161835
32,163331_fnca,0.15,0.15,1,-2.672788085535738
73,163331_fnca,0.35,0.2,1,-2.7939756817652337
22,163331_fnca,0.1,0.15,1,-2.8449018392254204
63,163331_fnca,0.3,0.2,1,-2.871505090221607
2,163331_fnca,0.0,0.15,1,-2.907587513180421
12,163331_fnca,0.05,0.15,1,-2.9985920831480923
53,163331_fnca,0.25,0.2,1,-3.0809272388016975
43,163331_fnca,0.2,0.2,1,-3.0843829856790643
104,163331_fnca,0.5,0.25,1,-3.105239163211353
94,163331_fnca,0.45,0.25,1,-3.1815580566115873
84,163331_fnca,0.4,0.25,1,-3.336847512286117
13,163331_fnca,0.05,0.2,1,-3.532098702106002
4,163331_fnca,0.0,0.25,1,-3.562294277995657
5,163331_fnca,0.0,0.3,1,-3.5702520055339475
3,163331_fnca,0.0,0.2,1,-3.5702520055339484
14,163331_fnca,0.05,0.25,1,-3.5783005788381965
74,163331_fnca,0.35,0.25,1,-3.5843221214530874
95,163331_fnca,0.45,0.3,1,-3.5865842448380008
105,163331_fnca,0.5,0.3,1,-3.5869834275934336
24,163331_fnca,0.1,0.25,1,-3.6106326473212897
33,163331_fnca,0.15,0.2,1,-3.6147609517144543
64,163331_fnca,0.3,0.25,1,-3.6159773528116985
85,163331_fnca,0.4,0.3,1,-3.6394128704284356
23,163331_fnca,0.1,0.2,1,-3.6689310022019326
44,163331_fnca,0.2,0.25,1,-3.7987842228163364
34,163331_fnca,0.15,0.25,1,-3.8006416013345063
54,163331_fnca,0.25,0.25,1,-3.805834474876299
7,163331_fnca,0.0,0.4,1,-3.8480178970432704
106,163331_fnca,0.5,0.35,1,-3.8616040373297196
6,163331_fnca,0.0,0.35,1,-3.872165162856657
9,163331_fnca,0.0,0.5,1,-3.8804001007393523
8,163331_fnca,0.0,0.45,1,-3.897158403073332
65,163331_fnca,0.3,0.3,1,-3.9221696768298573
109,163331_fnca,0.5,0.5,1,-3.9237238456939
17,163331_fnca,0.05,0.4,1,-3.931864810664746
