,HCPID,egs,alpha,r,LL
102,127933_fnca,0.5,0.15,1,-1.9365694885022278
82,127933_fnca,0.4,0.15,1,-1.9435058823913254
92,127933_fnca,0.45,0.15,1,-1.9516344700663517
91,127933_fnca,0.45,0.1,1,-1.95238795277524
81,127933_fnca,0.4,0.1,1,-1.9584776626009883
90,127933_fnca,0.45,0.05,1,-1.9620965945034854
101,127933_fnca,0.5,0.1,1,-1.96373122896961
61,127933_fnca,0.3,0.1,1,-1.9666997250203595
72,127933_fnca,0.35,0.15,1,-1.972070706603839
100,127933_fnca,0.5,0.05,1,-1.974744654888942
60,127933_fnca,0.3,0.05,1,-1.9774020683145714
62,127933_fnca,0.3,0.15,1,-1.9784711451473722
71,127933_fnca,0.35,0.1,1,-1.98193010784497
93,127933_fnca,0.45,0.2,1,-1.9841526672799117
103,127933_fnca,0.5,0.2,1,-1.9841541654514572
50,127933_fnca,0.25,0.05,1,-1.986607762355875
70,127933_fnca,0.35,0.05,1,-1.9885255710634333
80,127933_fnca,0.4,0.05,1,-1.9889513993251873
52,127933_fnca,0.25,0.15,1,-1.9940325995612596
41,127933_fnca,0.2,0.1,1,-2.007618589122009
51,127933_fnca,0.25,0.1,1,-2.0166375093215274
42,127933_fnca,0.2,0.15,1,-2.0248269960204066
31,127933_fnca,0.15,0.1,1,-2.0256177909978916
40,127933_fnca,0.2,0.05,1,-2.0269040659803896
73,127933_fnca,0.35,0.2,1,-2.0327903483002654
30,127933_fnca,0.15,0.05,1,-2.037978190358719
83,127933_fnca,0.4,0.2,1,-2.0463481984114695
20,127933_fnca,0.1,0.05,1,-2.095988240596937
32,127933_fnca,0.15,0.15,1,-2.104842954547657
21,127933_fnca,0.1,0.1,1,-2.107046215257965
63,127933_fnca,0.3,0.2,1,-2.128470903202576
104,127933_fnca,0.5,0.25,1,-2.1420771793743922
11,127933_fnca,0.05,0.1,1,-2.1734964644155994
94,127933_fnca,0.45,0.25,1,-2.2073292623116503
2,127933_fnca,0.0,0.15,1,-2.2196996296668043
12,127933_fnca,0.05,0.15,1,-2.2338264875795653
22,127933_fnca,0.1,0.15,1,-2.2389013995464473
53,127933_fnca,0.25,0.2,1,-2.3187550957064555
105,127933_fnca,0.5,0.3,1,-2.328557994325438
10,127933_fnca,0.05,0.05,1,-2.3352446057429814
43,127933_fnca,0.2,0.2,1,-2.3645688989404956
106,127933_fnca,0.5,0.35,1,-2.378797950433775
