,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.15,1,0.3266666666666666,0.4697778122315972,127933_fnca,-1.9365694885022278,0.3333333333333333
1,Punishment,0.5,0.15,1,0.4512,0.4978120262215055,127933_fnca,-1.9365694885022278,0.28
2,Reward,0.5,0.15,1,0.3832,0.486360974583774,127933_fnca,-1.9365694885022278,0.52
