,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std
0,Neutral,0.0,0.05,1,0.0,0.0
1,Neutral,0.0,0.1,1,0.0,0.0
2,Neutral,0.0,0.15,1,0.0,0.0
3,Neutral,0.0,0.2,1,0.0,0.0
4,Neutral,0.0,0.25,1,0.0,0.0
5,Neutral,0.0,0.3,1,0.0,0.0
6,Neutral,0.0,0.35,1,0.0,0.0
7,Neutral,0.0,0.4,1,0.0,0.0
8,Neutral,0.0,0.45,1,0.0,0.0
9,Neutral,0.0,0.5,1,0.0,0.0
10,Neutral,0.05,0.05,1,0.17333333333333334,0.3791676620467903
11,Neutral,0.05,0.1,1,0.11,0.3134125472108031
12,Neutral,0.05,0.15,1,0.01,0.09966499068325334
13,Neutral,0.05,0.2,1,0.0,0.0
14,Neutral,0.05,0.25,1,0.006666666666666667,0.0815130058495636
15,Neutral,0.05,0.3,1,0.12333333333333334,0.3293688434044334
16,Neutral,0.05,0.35,1,0.02666666666666667,0.16137646493112862
17,Neutral,0.05,0.4,1,0.01,0.09966499068325334
18,Neutral,0.05,0.45,1,0.03,0.17087224588772662
19,Neutral,0.05,0.5,1,0.06333333333333334,0.2439684903901178
20,Neutral,0.1,0.05,1,0.23666666666666666,0.4257461153528186
21,Neutral,0.1,0.1,1,0.24333333333333335,0.4298116047846785
22,Neutral,0.1,0.15,1,0.14333333333333334,0.35099794026335734
23,Neutral,0.1,0.2,1,0.05333333333333334,0.22507276167731266
24,Neutral,0.1,0.25,1,0.03666666666666667,0.18825609351281183
25,Neutral,0.1,0.3,1,0.12666666666666668,0.3331549132304484
26,Neutral,0.1,0.35,1,0.11333333333333333,0.317529482299392
27,Neutral,0.1,0.4,1,0.09,0.2866599257717728
28,Neutral,0.1,0.45,1,0.08,0.2717464881947028
29,Neutral,0.1,0.5,1,0.08666666666666667,0.28181605677298177
30,Neutral,0.15,0.05,1,0.29,0.4545202182109633
31,Neutral,0.15,0.1,1,0.22,0.41493844488487475
32,Neutral,0.15,0.15,1,0.21333333333333335,0.41034558674051036
33,Neutral,0.15,0.2,1,0.13,0.3368653453081294
34,Neutral,0.15,0.25,1,0.11333333333333333,0.31752948229939215
35,Neutral,0.15,0.3,1,0.15,0.3576680324053049
36,Neutral,0.15,0.35,1,0.12333333333333334,0.3293688434044333
37,Neutral,0.15,0.4,1,0.11333333333333333,0.31752948229939215
38,Neutral,0.15,0.45,1,0.13333333333333333,0.3405026123034995
39,Neutral,0.15,0.5,1,0.11,0.31341254721080314
40,Neutral,0.2,0.05,1,0.38,0.4861974494649479
41,Neutral,0.2,0.1,1,0.23666666666666666,0.4257461153528187
42,Neutral,0.2,0.15,1,0.24666666666666667,0.43179127043782406
43,Neutral,0.2,0.2,1,0.16333333333333333,0.3702871825318561
44,Neutral,0.2,0.25,1,0.12,0.3255044965242802
45,Neutral,0.2,0.3,1,0.17666666666666667,0.38202359741972397
46,Neutral,0.2,0.35,1,0.12333333333333334,0.3293688434044334
47,Neutral,0.2,0.4,1,0.15,0.3576680324053051
48,Neutral,0.2,0.45,1,0.11,0.3134125472108032
49,Neutral,0.2,0.5,1,0.11666666666666667,0.32155905051085154
50,Neutral,0.25,0.05,1,0.3433333333333333,0.4756149572016586
51,Neutral,0.25,0.1,1,0.2733333333333333,0.44641517737511843
52,Neutral,0.25,0.15,1,0.22333333333333333,0.41717583159916743
53,Neutral,0.25,0.2,1,0.18333333333333332,0.3875860748793187
54,Neutral,0.25,0.25,1,0.16333333333333333,0.3702871825318562
55,Neutral,0.25,0.3,1,0.18,0.3848293719103959
56,Neutral,0.25,0.35,1,0.13333333333333333,0.34050261230349954
