,HCPID,ans,bll,lf,LL
130,127630_fnca,0.5,0.2,0.1,-1.8680649133058087
133,127630_fnca,0.5,0.35,0.1,-1.869208673841721
142,127630_fnca,0.5,0.8,0.1,-1.8716940153108084
135,127630_fnca,0.5,0.45,0.1,-1.8755425159665498
122,127630_fnca,0.45,0.45,0.1,-1.8789246760559921
140,127630_fnca,0.5,0.7,0.1,-1.8794946872941072
138,127630_fnca,0.5,0.6,0.1,-1.8803514509634593
141,127630_fnca,0.5,0.75,0.1,-1.8818500634776316
137,127630_fnca,0.5,0.55,0.1,-1.8831774343031624
131,127630_fnca,0.5,0.25,0.1,-1.8841931299290033
127,127630_fnca,0.45,0.7,0.1,-1.886978953859482
124,127630_fnca,0.45,0.55,0.1,-1.889148144526739
132,127630_fnca,0.5,0.3,0.1,-1.8905801874079673
136,127630_fnca,0.5,0.5,0.1,-1.8921265040882504
126,127630_fnca,0.45,0.65,0.1,-1.8933505045702828
129,127630_fnca,0.45,0.8,0.1,-1.8944961882812215
139,127630_fnca,0.5,0.65,0.1,-1.894588546661792
108,127630_fnca,0.4,0.4,0.1,-1.8996384700573774
111,127630_fnca,0.4,0.55,0.1,-1.9001883901901808
117,127630_fnca,0.45,0.2,0.1,-1.901529300170913
104,127630_fnca,0.4,0.2,0.1,-1.9024101199336965
120,127630_fnca,0.45,0.35,0.1,-1.9037942166662625
113,127630_fnca,0.4,0.65,0.1,-1.907076202139078
119,127630_fnca,0.45,0.3,0.1,-1.9081623875083307
107,127630_fnca,0.4,0.35,0.1,-1.9147628626132174
128,127630_fnca,0.45,0.75,0.1,-1.9148511597356959
134,127630_fnca,0.5,0.4,0.1,-1.91538587595728
110,127630_fnca,0.4,0.5,0.1,-1.9204456470479498
118,127630_fnca,0.45,0.25,0.1,-1.9230686239460932
121,127630_fnca,0.45,0.4,0.1,-1.9287764614250267
125,127630_fnca,0.45,0.6,0.1,-1.934047154812655
109,127630_fnca,0.4,0.45,0.1,-1.9368728297273514
123,127630_fnca,0.45,0.5,0.1,-1.9451066224527886
95,127630_fnca,0.35,0.4,0.1,-1.948923270058682
106,127630_fnca,0.4,0.3,0.1,-1.9570660666530206
114,127630_fnca,0.4,0.7,0.1,-1.9589376766138684
105,127630_fnca,0.4,0.25,0.1,-1.9753255840523578
99,127630_fnca,0.35,0.6,0.1,-1.9753807740774323
96,127630_fnca,0.35,0.45,0.1,-1.9797282351917598
94,127630_fnca,0.35,0.35,0.1,-1.9806040285194877
116,127630_fnca,0.4,0.8,0.1,-1.9854286602926856
92,127630_fnca,0.35,0.25,0.1,-1.989526955902869
90,127630_fnca,0.3,0.8,0.1,-1.9907576445368573
100,127630_fnca,0.35,0.65,0.1,-1.9931119757659892
103,127630_fnca,0.35,0.8,0.1,-1.9948175213966093
97,127630_fnca,0.35,0.5,0.1,-1.9984024552891855
82,127630_fnca,0.3,0.4,0.1,-2.0001859571649003
112,127630_fnca,0.4,0.6,0.1,-2.0046521046041725
101,127630_fnca,0.35,0.7,0.1,-2.017236654916232
91,127630_fnca,0.35,0.2,0.1,-2.0232638814949437
115,127630_fnca,0.4,0.75,0.1,-2.033795416170241
75,127630_fnca,0.25,0.7,0.1,-2.0338004857964886
84,127630_fnca,0.3,0.5,0.1,-2.0380470229038945
102,127630_fnca,0.35,0.75,0.1,-2.0389491056488938
98,127630_fnca,0.35,0.55,0.1,-2.041949076529552
89,127630_fnca,0.3,0.75,0.1,-2.043341180341381
88,127630_fnca,0.3,0.7,0.1,-2.04506875998685
69,127630_fnca,0.25,0.4,0.1,-2.062666087770359
79,127630_fnca,0.3,0.25,0.1,-2.1042703436003
80,127630_fnca,0.3,0.3,0.1,-2.108793528428002
58,127630_fnca,0.2,0.5,0.1,-2.1274079759086977
81,127630_fnca,0.3,0.35,0.1,-2.1320740981620974
93,127630_fnca,0.35,0.3,0.1,-2.137687312921463
77,127630_fnca,0.25,0.8,0.1,-2.1379412087115885
47,127630_fnca,0.15,0.6,0.1,-2.1455317306550423
67,127630_fnca,0.25,0.3,0.1,-2.1527661938960847
18,127630_fnca,0.05,0.45,0.1,-2.1541509477591023
65,127630_fnca,0.25,0.2,0.1,-2.1551319212118685
76,127630_fnca,0.25,0.75,0.1,-2.1568668874142443
27,127630_fnca,0.1,0.25,0.1,-2.162249467758977
78,127630_fnca,0.3,0.2,0.1,-2.191717418474609
73,127630_fnca,0.25,0.6,0.1,-2.1954792453051706
86,127630_fnca,0.3,0.6,0.1,-2.2080174866191618
68,127630_fnca,0.25,0.35,0.1,-2.214266544266466
83,127630_fnca,0.3,0.45,0.1,-2.224627126030339
61,127630_fnca,0.2,0.65,0.1,-2.2287192358461283
53,127630_fnca,0.2,0.25,0.1,-2.2398744723850683
87,127630_fnca,0.3,0.65,0.1,-2.245180433594824
56,127630_fnca,0.2,0.4,0.1,-2.251028632541191
66,127630_fnca,0.25,0.25,0.1,-2.2518454491475364
52,127630_fnca,0.2,0.2,0.1,-2.253561970446797
49,127630_fnca,0.15,0.7,0.1,-2.255265981569504
85,127630_fnca,0.3,0.55,0.1,-2.256045961740143
29,127630_fnca,0.1,0.35,0.1,-2.25984530152342
20,127630_fnca,0.05,0.55,0.1,-2.2598661096148356
50,127630_fnca,0.15,0.75,0.1,-2.271890935737705
70,127630_fnca,0.25,0.45,0.1,-2.2989277542554114
46,127630_fnca,0.15,0.55,0.1,-2.305571829583032
71,127630_fnca,0.25,0.5,0.1,-2.3109431474280893
51,127630_fnca,0.15,0.8,0.1,-2.3210173477666967
57,127630_fnca,0.2,0.45,0.1,-2.3305246996019635
63,127630_fnca,0.2,0.75,0.1,-2.3431857209689975
12,127630_fnca,0.0,0.8,0.1,-2.373414526361728
59,127630_fnca,0.2,0.55,0.1,-2.3741285127615726
54,127630_fnca,0.2,0.3,0.1,-2.3778233697275324
40,127630_fnca,0.15,0.25,0.1,-2.391880312395231
3,127630_fnca,0.0,0.35,0.1,-2.392509340659479
74,127630_fnca,0.25,0.65,0.1,-2.402168421607143
26,127630_fnca,0.1,0.2,0.1,-2.409983346974797
55,127630_fnca,0.2,0.35,0.1,-2.4343689170514757
1,127630_fnca,0.0,0.25,0.1,-2.4474678528952865
60,127630_fnca,0.2,0.6,0.1,-2.452650988757854
14,127630_fnca,0.05,0.25,0.1,-2.4563240172009806
62,127630_fnca,0.2,0.7,0.1,-2.461853590763063
9,127630_fnca,0.0,0.65,0.1,-2.470714465162147
72,127630_fnca,0.25,0.55,0.1,-2.479501264216279
35,127630_fnca,0.1,0.65,0.1,-2.4954932165949044
32,127630_fnca,0.1,0.5,0.1,-2.49721240991901
8,127630_fnca,0.0,0.6,0.1,-2.511240201750215
22,127630_fnca,0.05,0.65,0.1,-2.538170075607061
4,127630_fnca,0.0,0.4,0.1,-2.5442876126800047
17,127630_fnca,0.05,0.4,0.1,-2.5481032442625464
36,127630_fnca,0.1,0.7,0.1,-2.579454874960878
39,127630_fnca,0.15,0.2,0.1,-2.58123700067665
0,127630_fnca,0.0,0.2,0.1,-2.5850244798127457
16,127630_fnca,0.05,0.35,0.1,-2.597340933060115
2,127630_fnca,0.0,0.3,0.1,-2.605873026784738
45,127630_fnca,0.15,0.5,0.1,-2.611163306427872
10,127630_fnca,0.0,0.7,0.1,-2.6170288319266968
6,127630_fnca,0.0,0.5,0.1,-2.6181873284064405
64,127630_fnca,0.2,0.8,0.1,-2.6560182256323572
42,127630_fnca,0.15,0.35,0.1,-2.6749262961240916
19,127630_fnca,0.05,0.5,0.1,-2.691853870080976
30,127630_fnca,0.1,0.4,0.1,-2.694494811540115
48,127630_fnca,0.15,0.65,0.1,-2.700132315757015
33,127630_fnca,0.1,0.55,0.1,-2.7151424980978662
7,127630_fnca,0.0,0.55,0.1,-2.814825426695266
44,127630_fnca,0.15,0.45,0.1,-2.8376474224922132
5,127630_fnca,0.0,0.45,0.1,-2.8400732592616924
31,127630_fnca,0.1,0.45,0.1,-2.8599306619031877
41,127630_fnca,0.15,0.3,0.1,-2.860207876618661
23,127630_fnca,0.05,0.7,0.1,-2.8640640260092027
38,127630_fnca,0.1,0.8,0.1,-2.866199901272409
21,127630_fnca,0.05,0.6,0.1,-2.866228021022609
37,127630_fnca,0.1,0.75,0.1,-2.8697189680561843
43,127630_fnca,0.15,0.4,0.1,-2.922639855476348
34,127630_fnca,0.1,0.6,0.1,-2.937005453812847
24,127630_fnca,0.05,0.75,0.1,-3.023889685050105
15,127630_fnca,0.05,0.3,0.1,-3.0560360234595763
28,127630_fnca,0.1,0.3,0.1,-3.066396770800635
