,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
6081,140117_fnca,1,1,Reward,2,5,3.0,0,605,27,1,1,0,0,3.0,,0.0,,MostlyReward,MostlyReward
6082,140117_fnca,2,1,Reward,3,5,3.0,0,551,13,2,2,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
6083,140117_fnca,3,1,Punishment,4,5,3.0,0,734,13,3,3,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
6084,140117_fnca,4,1,Reward,5,5,2.0,0,358,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
6085,140117_fnca,5,1,Reward,6,5,2.0,0,608,13,2,0,2,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
6086,140117_fnca,6,1,Reward,7,5,2.0,0,1134,13,3,0,3,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
6087,140117_fnca,7,1,Neutral,8,5,3.0,0,499,14,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
6089,140117_fnca,10,1,Reward,10,5,2.0,0,740,13,2,0,2,0,3.0,,1.0,,MostlyPunishment,MostlyPunishment
6090,140117_fnca,11,1,Punishment,11,5,3.0,0,313,14,1,1,0,0,3.0,2.0,0.0,Reward,MostlyPunishment,MostlyPunishment
6091,140117_fnca,12,1,Punishment,12,5,3.0,0,367,14,2,2,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
6092,140117_fnca,13,1,Punishment,13,5,3.0,0,1052,13,3,3,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
6093,140117_fnca,14,1,Neutral,14,5,3.0,0,500,13,4,4,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
