,HCPID,ans,bll,lf,LL
118,160830_fnca,0.45,0.25,0.1,-1.8826976003517246
126,160830_fnca,0.45,0.65,0.1,-1.8827891959914913
104,160830_fnca,0.4,0.2,0.1,-1.8924876681512268
125,160830_fnca,0.45,0.6,0.1,-1.8929199582702667
117,160830_fnca,0.45,0.2,0.1,-1.8939654206395478
139,160830_fnca,0.5,0.65,0.1,-1.8949571715266238
105,160830_fnca,0.4,0.25,0.1,-1.8974849342093323
96,160830_fnca,0.35,0.45,0.1,-1.8977663543129633
131,160830_fnca,0.5,0.25,0.1,-1.8978159442284048
80,160830_fnca,0.3,0.3,0.1,-1.8981798662054319
119,160830_fnca,0.45,0.3,0.1,-1.8982105436403263
108,160830_fnca,0.4,0.4,0.1,-1.8983797785379513
93,160830_fnca,0.35,0.3,0.1,-1.8998457202246144
100,160830_fnca,0.35,0.65,0.1,-1.9004006224466639
116,160830_fnca,0.4,0.8,0.1,-1.902450660684278
101,160830_fnca,0.35,0.7,0.1,-1.902506663350228
128,160830_fnca,0.45,0.75,0.1,-1.9025596952843435
129,160830_fnca,0.45,0.8,0.1,-1.9031045850159973
140,160830_fnca,0.5,0.7,0.1,-1.9037345388519813
130,160830_fnca,0.5,0.2,0.1,-1.9056830853662132
115,160830_fnca,0.4,0.75,0.1,-1.9057383335463502
122,160830_fnca,0.45,0.45,0.1,-1.905855319884008
92,160830_fnca,0.35,0.25,0.1,-1.9060685096299665
135,160830_fnca,0.5,0.45,0.1,-1.9069270567127226
121,160830_fnca,0.45,0.4,0.1,-1.9073334653020835
109,160830_fnca,0.4,0.45,0.1,-1.9086291873646708
136,160830_fnca,0.5,0.5,0.1,-1.9087104705696327
107,160830_fnca,0.4,0.35,0.1,-1.910043560843107
103,160830_fnca,0.35,0.8,0.1,-1.9106980084584315
132,160830_fnca,0.5,0.3,0.1,-1.9112676399592345
84,160830_fnca,0.3,0.5,0.1,-1.9120839426309861
138,160830_fnca,0.5,0.6,0.1,-1.9142084297175095
88,160830_fnca,0.3,0.7,0.1,-1.9145474852466298
113,160830_fnca,0.4,0.65,0.1,-1.9149784625296622
110,160830_fnca,0.4,0.5,0.1,-1.915917350284595
114,160830_fnca,0.4,0.7,0.1,-1.9160112264296791
91,160830_fnca,0.35,0.2,0.1,-1.9165452446923474
111,160830_fnca,0.4,0.55,0.1,-1.9168150583913608
133,160830_fnca,0.5,0.35,0.1,-1.917016334342608
123,160830_fnca,0.45,0.5,0.1,-1.9176558085594864
134,160830_fnca,0.5,0.4,0.1,-1.9179700667692956
90,160830_fnca,0.3,0.8,0.1,-1.91881417566802
137,160830_fnca,0.5,0.55,0.1,-1.9190941962675148
124,160830_fnca,0.45,0.55,0.1,-1.9191646474536088
97,160830_fnca,0.35,0.5,0.1,-1.9201301595198674
102,160830_fnca,0.35,0.75,0.1,-1.9205369975886444
127,160830_fnca,0.45,0.7,0.1,-1.9207163668829246
120,160830_fnca,0.45,0.35,0.1,-1.9226293909971743
112,160830_fnca,0.4,0.6,0.1,-1.9235921925240862
95,160830_fnca,0.35,0.4,0.1,-1.9237566243700148
85,160830_fnca,0.3,0.55,0.1,-1.923814562283162
142,160830_fnca,0.5,0.8,0.1,-1.9245315780108856
71,160830_fnca,0.25,0.5,0.1,-1.9274622678393363
55,160830_fnca,0.2,0.35,0.1,-1.9283887062911995
83,160830_fnca,0.3,0.45,0.1,-1.9358992000400999
82,160830_fnca,0.3,0.4,0.1,-1.9369253260432688
99,160830_fnca,0.35,0.6,0.1,-1.93893311365921
106,160830_fnca,0.4,0.3,0.1,-1.939625731550029
77,160830_fnca,0.25,0.8,0.1,-1.9428696404340549
94,160830_fnca,0.35,0.35,0.1,-1.9489033661921442
141,160830_fnca,0.5,0.75,0.1,-1.9518669536670163
70,160830_fnca,0.25,0.45,0.1,-1.954341464036641
67,160830_fnca,0.25,0.3,0.1,-1.961470988529327
98,160830_fnca,0.35,0.55,0.1,-1.9695190421170827
76,160830_fnca,0.25,0.75,0.1,-1.9721356630664872
87,160830_fnca,0.3,0.65,0.1,-1.9730571303485942
81,160830_fnca,0.3,0.35,0.1,-1.9739369783963228
78,160830_fnca,0.3,0.2,0.1,-1.9758284731022955
89,160830_fnca,0.3,0.75,0.1,-1.9947981149069953
64,160830_fnca,0.2,0.8,0.1,-1.9982776758647676
68,160830_fnca,0.25,0.35,0.1,-2.005237526925615
54,160830_fnca,0.2,0.3,0.1,-2.009447959712651
79,160830_fnca,0.3,0.25,0.1,-2.010980292504261
45,160830_fnca,0.15,0.5,0.1,-2.0158776296764396
74,160830_fnca,0.25,0.65,0.1,-2.0192448723625
72,160830_fnca,0.25,0.55,0.1,-2.030459286087526
56,160830_fnca,0.2,0.4,0.1,-2.0349966250885996
86,160830_fnca,0.3,0.6,0.1,-2.0390533215919824
23,160830_fnca,0.05,0.7,0.1,-2.0471540480034203
3,160830_fnca,0.0,0.35,0.1,-2.051462297021955
21,160830_fnca,0.05,0.6,0.1,-2.052036714234134
48,160830_fnca,0.15,0.65,0.1,-2.067599856724315
13,160830_fnca,0.05,0.2,0.1,-2.0708663679365102
49,160830_fnca,0.15,0.7,0.1,-2.0712415860920523
16,160830_fnca,0.05,0.35,0.1,-2.072467139927973
75,160830_fnca,0.25,0.7,0.1,-2.0744222009642717
52,160830_fnca,0.2,0.2,0.1,-2.080593890605943
38,160830_fnca,0.1,0.8,0.1,-2.0832250483901826
28,160830_fnca,0.1,0.3,0.1,-2.0898200471186548
32,160830_fnca,0.1,0.5,0.1,-2.091426925244525
65,160830_fnca,0.25,0.2,0.1,-2.0997867324787034
37,160830_fnca,0.1,0.75,0.1,-2.1001816902042805
4,160830_fnca,0.0,0.4,0.1,-2.1031031660872817
66,160830_fnca,0.25,0.25,0.1,-2.1069246362148006
69,160830_fnca,0.25,0.4,0.1,-2.111344565915921
24,160830_fnca,0.05,0.75,0.1,-2.1154873671638494
33,160830_fnca,0.1,0.55,0.1,-2.116600958434577
62,160830_fnca,0.2,0.7,0.1,-2.1168534647983592
41,160830_fnca,0.15,0.3,0.1,-2.1173809309901914
73,160830_fnca,0.25,0.6,0.1,-2.12345045882791
30,160830_fnca,0.1,0.4,0.1,-2.123967481310363
50,160830_fnca,0.15,0.75,0.1,-2.1264283739083565
29,160830_fnca,0.1,0.35,0.1,-2.133731978198186
60,160830_fnca,0.2,0.6,0.1,-2.1365387727439185
59,160830_fnca,0.2,0.55,0.1,-2.141524360245739
15,160830_fnca,0.05,0.3,0.1,-2.144749694617656
57,160830_fnca,0.2,0.45,0.1,-2.145143858314654
40,160830_fnca,0.15,0.25,0.1,-2.1482634401831575
58,160830_fnca,0.2,0.5,0.1,-2.153762864922163
12,160830_fnca,0.0,0.8,0.1,-2.156449595061403
11,160830_fnca,0.0,0.75,0.1,-2.1646630921903434
53,160830_fnca,0.2,0.25,0.1,-2.166074743927636
0,160830_fnca,0.0,0.2,0.1,-2.1752775462120075
35,160830_fnca,0.1,0.65,0.1,-2.177791396585713
39,160830_fnca,0.15,0.2,0.1,-2.1803589575947617
61,160830_fnca,0.2,0.65,0.1,-2.1815566523436187
1,160830_fnca,0.0,0.25,0.1,-2.182400860068112
17,160830_fnca,0.05,0.4,0.1,-2.1988326080807328
5,160830_fnca,0.0,0.45,0.1,-2.2013719458727583
22,160830_fnca,0.05,0.65,0.1,-2.2044312762890717
2,160830_fnca,0.0,0.3,0.1,-2.2097327457474067
63,160830_fnca,0.2,0.75,0.1,-2.221711981828191
27,160830_fnca,0.1,0.25,0.1,-2.253615285140745
42,160830_fnca,0.15,0.35,0.1,-2.2721094326709137
36,160830_fnca,0.1,0.7,0.1,-2.2807712567232707
9,160830_fnca,0.0,0.65,0.1,-2.2839012396869975
20,160830_fnca,0.05,0.55,0.1,-2.3041832153322965
44,160830_fnca,0.15,0.45,0.1,-2.305467985615447
25,160830_fnca,0.05,0.8,0.1,-2.3319023844330204
34,160830_fnca,0.1,0.6,0.1,-2.3501243183487874
43,160830_fnca,0.15,0.4,0.1,-2.3560252304317317
51,160830_fnca,0.15,0.8,0.1,-2.366116008350219
8,160830_fnca,0.0,0.6,0.1,-2.373818238298329
19,160830_fnca,0.05,0.5,0.1,-2.379832596329432
14,160830_fnca,0.05,0.25,0.1,-2.3876427032075833
10,160830_fnca,0.0,0.7,0.1,-2.419195869704179
47,160830_fnca,0.15,0.6,0.1,-2.466999166647581
31,160830_fnca,0.1,0.45,0.1,-2.4971779339746014
46,160830_fnca,0.15,0.55,0.1,-2.5025754999817345
26,160830_fnca,0.1,0.2,0.1,-2.593507779444762
18,160830_fnca,0.05,0.45,0.1,-2.660341666161384
7,160830_fnca,0.0,0.55,0.1,-2.6925106251437336
6,160830_fnca,0.0,0.5,0.1,-3.394377137291261
