,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.55,0.1,0.4333333333333333,0.4963635881027162,150524_fnca,-1.8378792785546096,0.0
1,Punishment,0.5,0.55,0.1,0.4392,0.4964882279051126,150524_fnca,-1.8378792785546096,0.44
2,Reward,0.5,0.55,0.1,0.416,0.4930907733963866,150524_fnca,-1.8378792785546096,0.4166666666666667
