,HCPID,egs,alpha,r,LL
102,150524_fnca,0.5,0.15,1,-1.841530014194702
92,150524_fnca,0.45,0.15,1,-1.8428269208735657
81,150524_fnca,0.4,0.1,1,-1.844513599128609
61,150524_fnca,0.3,0.1,1,-1.845543229797196
71,150524_fnca,0.35,0.1,1,-1.8465313200350328
91,150524_fnca,0.45,0.1,1,-1.8488207360784155
101,150524_fnca,0.5,0.1,1,-1.8502026435756198
72,150524_fnca,0.35,0.15,1,-1.85114996863143
51,150524_fnca,0.25,0.1,1,-1.8546667799880643
82,150524_fnca,0.4,0.15,1,-1.8600763189378362
31,150524_fnca,0.15,0.1,1,-1.8628541583824532
41,150524_fnca,0.2,0.1,1,-1.8633077400894313
80,150524_fnca,0.4,0.05,1,-1.8674286729890657
50,150524_fnca,0.25,0.05,1,-1.8700487620500827
100,150524_fnca,0.5,0.05,1,-1.8709662538025778
62,150524_fnca,0.3,0.15,1,-1.8744341118869068
70,150524_fnca,0.35,0.05,1,-1.8771721091447513
90,150524_fnca,0.45,0.05,1,-1.8813473322334415
60,150524_fnca,0.3,0.05,1,-1.8822119182093644
103,150524_fnca,0.5,0.2,1,-1.8901800815786505
21,150524_fnca,0.1,0.1,1,-1.900748728194555
40,150524_fnca,0.2,0.05,1,-1.9019593779970065
30,150524_fnca,0.15,0.05,1,-1.904700023772158
42,150524_fnca,0.2,0.15,1,-1.9133709046328709
52,150524_fnca,0.25,0.15,1,-1.917243793772247
93,150524_fnca,0.45,0.2,1,-1.9204523385428947
20,150524_fnca,0.1,0.05,1,-1.9223145842723341
11,150524_fnca,0.05,0.1,1,-1.9389999164822735
83,150524_fnca,0.4,0.2,1,-1.9429795761544624
32,150524_fnca,0.15,0.15,1,-1.96243125845774
10,150524_fnca,0.05,0.05,1,-2.026154991641673
22,150524_fnca,0.1,0.15,1,-2.0292125046514307
63,150524_fnca,0.3,0.2,1,-2.0377929356827553
1,150524_fnca,0.0,0.1,1,-2.0750236915128193
73,150524_fnca,0.35,0.2,1,-2.08661740873292
12,150524_fnca,0.05,0.15,1,-2.0898075636163873
2,150524_fnca,0.0,0.15,1,-2.0928552074119287
84,150524_fnca,0.4,0.25,1,-2.1363524183057847
53,150524_fnca,0.25,0.2,1,-2.1399388351463813
104,150524_fnca,0.5,0.25,1,-2.1536032637579954
43,150524_fnca,0.2,0.2,1,-2.2220185143545477
106,150524_fnca,0.5,0.35,1,-2.290510461938369
94,150524_fnca,0.45,0.25,1,-2.3009659243376
105,150524_fnca,0.5,0.3,1,-2.32126006552768
3,150524_fnca,0.0,0.2,1,-2.325465821233074
5,150524_fnca,0.0,0.3,1,-2.34214963071384
23,150524_fnca,0.1,0.2,1,-2.344019313582204
13,150524_fnca,0.05,0.2,1,-2.3441625963268455
4,150524_fnca,0.0,0.25,1,-2.345610236364713
14,150524_fnca,0.05,0.25,1,-2.3547194908451843
44,150524_fnca,0.2,0.25,1,-2.359389202560351
95,150524_fnca,0.45,0.3,1,-2.362568762101642
64,150524_fnca,0.3,0.25,1,-2.3707625165382105
24,150524_fnca,0.1,0.25,1,-2.3761427409715377
33,150524_fnca,0.15,0.2,1,-2.3763686194110845
34,150524_fnca,0.15,0.25,1,-2.4069182353230105
74,150524_fnca,0.35,0.25,1,-2.407206588561885
8,150524_fnca,0.0,0.45,1,-2.440299663758301
6,150524_fnca,0.0,0.35,1,-2.44693169911514
7,150524_fnca,0.0,0.4,1,-2.44693169911514
9,150524_fnca,0.0,0.5,1,-2.450308579522573
54,150524_fnca,0.25,0.25,1,-2.4584519678586982
85,150524_fnca,0.4,0.3,1,-2.459689404167485
107,150524_fnca,0.5,0.4,1,-2.4671001886610773
96,150524_fnca,0.45,0.35,1,-2.470292892509546
16,150524_fnca,0.05,0.35,1,-2.473549401701442
18,150524_fnca,0.05,0.45,1,-2.486687469874277
15,150524_fnca,0.05,0.3,1,-2.48997872797762
17,150524_fnca,0.05,0.4,1,-2.491607966110847
25,150524_fnca,0.1,0.3,1,-2.503494063049267
65,150524_fnca,0.3,0.3,1,-2.5080452082950497
55,150524_fnca,0.25,0.3,1,-2.5142179445645665
26,150524_fnca,0.1,0.35,1,-2.525617438304871
108,150524_fnca,0.5,0.45,1,-2.528320783698341
88,150524_fnca,0.4,0.45,1,-2.5354535845956256
45,150524_fnca,0.2,0.3,1,-2.548030848605764
75,150524_fnca,0.35,0.3,1,-2.5527644898120467
19,150524_fnca,0.05,0.5,1,-2.5581984101438575
86,150524_fnca,0.4,0.35,1,-2.5636995924168593
76,150524_fnca,0.35,0.35,1,-2.564914885610177
36,150524_fnca,0.15,0.35,1,-2.565337418310278
98,150524_fnca,0.45,0.45,1,-2.5659757209120704
109,150524_fnca,0.5,0.5,1,-2.5662298948857694
35,150524_fnca,0.15,0.3,1,-2.573868077384203
87,150524_fnca,0.4,0.4,1,-2.5915637575202313
27,150524_fnca,0.1,0.4,1,-2.596846535491085
97,150524_fnca,0.45,0.4,1,-2.6016659532922444
28,150524_fnca,0.1,0.45,1,-2.60330256536614
77,150524_fnca,0.35,0.4,1,-2.617356823626393
68,150524_fnca,0.3,0.45,1,-2.628809320882292
56,150524_fnca,0.25,0.35,1,-2.6369221356630876
67,150524_fnca,0.3,0.4,1,-2.6616262063002036
48,150524_fnca,0.2,0.45,1,-2.665296483371413
47,150524_fnca,0.2,0.4,1,-2.6661032988745497
66,150524_fnca,0.3,0.35,1,-2.667827905483221
46,150524_fnca,0.2,0.35,1,-2.673106026952196
57,150524_fnca,0.25,0.4,1,-2.675973571995099
38,150524_fnca,0.15,0.45,1,-2.697452766034452
99,150524_fnca,0.45,0.5,1,-2.7090834471663867
37,150524_fnca,0.15,0.4,1,-2.7123016573694048
29,150524_fnca,0.1,0.5,1,-2.7134422876051167
78,150524_fnca,0.35,0.45,1,-2.7432777689264363
58,150524_fnca,0.25,0.45,1,-2.744681654454097
39,150524_fnca,0.15,0.5,1,-2.746517021350874
0,150524_fnca,0.0,0.05,1,-2.7666433534409074
79,150524_fnca,0.35,0.5,1,-2.7760174900931744
89,150524_fnca,0.4,0.5,1,-2.8143433966294773
59,150524_fnca,0.25,0.5,1,-2.819458880061942
49,150524_fnca,0.2,0.5,1,-2.8792912425527595
69,150524_fnca,0.3,0.5,1,-2.886764700745027
