,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,ResponseSwitch,PSwitch_z,PSwitch_probz,PSwitch_logprobz
110,Punishment,0.0,0.05,1,0.88,0.3250915988427114,173334_fnca,0.875,0.015380280566460123,0.3988950976891186,-0.9190568097198242
220,Reward,0.0,0.05,1,0.4992,0.5001994798234926,173334_fnca,1.0,-1.0012005613774715,0.24168022395233582,-1.4201398152559546
111,Punishment,0.0,0.1,1,0.6,0.4900940253900043,173334_fnca,0.875,-0.5611168179027729,0.3408323465752099,-1.0763645748713393
221,Reward,0.0,0.1,1,0.1808,0.385006420667453,173334_fnca,1.0,-2.127756723069248,0.041477139062660685,-3.1826128694878646
112,Punishment,0.0,0.15,1,0.28,0.4491785937990611,173334_fnca,0.875,-1.3246401502965917,0.16591589144149846,-1.796274297093561
222,Reward,0.0,0.15,1,0.1792,0.3836731996103971,173334_fnca,1.0,-2.139320653184756,0.040466331897384154,-3.207284961776099
113,Punishment,0.0,0.2,1,0.2,0.4001600960640447,173334_fnca,0.875,-1.6868248649459738,0.09617098330029589,-2.341627595704674
223,Reward,0.0,0.2,1,0.1376,0.3446175401792536,173334_fnca,1.0,-2.502484346999345,0.017419718161743696,-4.050152486693042
114,Punishment,0.0,0.25,1,0.2,0.4001600960640447,173334_fnca,0.875,-1.6868248649459738,0.09617098330029589,-2.341627595704674
224,Reward,0.0,0.25,1,0.1384,0.3454575411395503,173334_fnca,1.0,-2.4940836351635753,0.017789175532737584,-4.02916512280005
115,Punishment,0.0,0.3,1,0.2,0.4001600960640447,173334_fnca,0.875,-1.6868248649459738,0.09617098330029589,-2.341627595704674
225,Reward,0.0,0.3,1,0.14,0.3471259096029769,173334_fnca,1.0,-2.477487206252105,0.018538419663403957,-3.9879099617761034
116,Punishment,0.0,0.35,1,0.16,0.3667527860628576,173334_fnca,0.875,-1.949542108938353,0.0596479349510545,-2.8192957504665728
226,Reward,0.0,0.35,1,0.1448,0.3520399205836573,173334_fnca,1.0,-2.429269949220926,0.020866406111351623,-3.869614776298593
117,Punishment,0.0,0.4,1,0.16,0.3667527860628576,173334_fnca,0.875,-1.949542108938353,0.0596479349510545,-2.8192957504665728
227,Reward,0.0,0.4,1,0.1408,0.347954332886112,173334_fnca,1.0,-2.469289555538377,0.01891814077770516,-3.9676339877501303
118,Punishment,0.0,0.45,1,0.16,0.3667527860628576,173334_fnca,0.875,-1.949542108938353,0.0596479349510545,-2.8192957504665728
228,Reward,0.0,0.45,1,0.1392,0.34629365491783,173334_fnca,1.0,-2.4857515804159167,0.018162086936974756,-4.008418992974787
