,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
8577,155231_fnca,1,1,Reward,2,5,3.0,0,508,27,1,1,0,0,3.0,,0.0,,MostlyReward,MostlyReward
8578,155231_fnca,2,1,Reward,3,5,3.0,0,311,13,2,2,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8579,155231_fnca,3,1,Punishment,4,5,3.0,0,318,13,3,3,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8580,155231_fnca,4,1,Reward,5,5,3.0,0,568,13,4,4,0,0,3.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
8581,155231_fnca,5,1,Reward,6,5,3.0,0,335,13,5,5,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8582,155231_fnca,6,1,Reward,7,5,3.0,0,422,14,6,6,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8583,155231_fnca,7,1,Neutral,8,5,3.0,0,384,13,7,7,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8585,155231_fnca,10,1,Reward,10,5,3.0,0,619,14,9,9,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
8586,155231_fnca,11,1,Punishment,11,5,3.0,0,488,14,10,10,0,0,3.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
8587,155231_fnca,12,1,Punishment,12,5,3.0,0,315,13,11,11,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8588,155231_fnca,13,1,Punishment,13,5,3.0,0,294,13,12,12,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8589,155231_fnca,14,1,Neutral,14,5,3.0,0,469,14,13,13,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8590,155231_fnca,15,1,Punishment,15,5,3.0,0,529,13,14,14,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
8591,155231_fnca,16,1,Punishment,16,5,3.0,0,354,14,15,15,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8593,155231_fnca,19,1,Punishment,18,5,3.0,0,1163,13,17,17,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
8594,155231_fnca,20,1,Punishment,19,5,3.0,0,318,14,18,18,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8595,155231_fnca,21,1,Punishment,20,5,3.0,0,341,14,19,19,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8596,155231_fnca,22,1,Neutral,21,5,3.0,0,302,13,20,20,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8597,155231_fnca,23,1,Punishment,22,5,3.0,0,424,13,21,21,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
8598,155231_fnca,24,1,Neutral,23,5,3.0,0,288,13,22,22,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8599,155231_fnca,25,1,Punishment,24,5,3.0,0,170,13,23,23,0,1,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
8601,155231_fnca,28,1,Reward,26,5,3.0,0,1016,13,25,25,0,0,3.0,,0.0,,MostlyReward,MostlyReward
8602,155231_fnca,29,1,Reward,27,5,3.0,0,264,13,26,26,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8603,155231_fnca,30,1,Punishment,28,5,3.0,0,520,13,27,27,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8604,155231_fnca,31,1,Reward,29,5,3.0,0,381,13,28,28,0,0,3.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
8605,155231_fnca,32,1,Punishment,30,5,3.0,0,501,13,29,29,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8606,155231_fnca,33,1,Reward,31,5,3.0,0,355,13,30,30,0,0,3.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
8607,155231_fnca,34,1,Reward,32,5,3.0,0,458,13,31,31,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8609,155231_fnca,1,2,Punishment,2,5,2.0,0,539,27,1,0,1,0,2.0,,0.0,,,MostlyPunishment
8610,155231_fnca,2,2,Punishment,3,5,2.0,0,436,13,2,0,2,0,2.0,2.0,0.0,Punishment,,MostlyPunishment
8611,155231_fnca,3,2,Reward,4,5,2.0,0,309,14,3,0,3,0,2.0,2.0,0.0,Punishment,,MostlyPunishment
8612,155231_fnca,4,2,Punishment,5,5,2.0,0,400,14,4,0,4,0,2.0,2.0,0.0,Reward,,MostlyPunishment
8613,155231_fnca,5,2,Reward,6,5,2.0,0,424,13,5,0,5,0,2.0,2.0,0.0,Punishment,,MostlyPunishment
8614,155231_fnca,6,2,Punishment,7,5,2.0,0,369,13,6,0,6,0,2.0,2.0,0.0,Reward,,MostlyPunishment
8615,155231_fnca,7,2,Punishment,8,5,2.0,0,334,13,7,0,7,0,2.0,2.0,0.0,Punishment,,MostlyPunishment
8617,155231_fnca,10,2,Reward,10,5,2.0,0,936,13,9,0,9,0,2.0,,0.0,,,MostlyReward
8618,155231_fnca,11,2,Neutral,11,5,2.0,0,249,14,10,0,10,0,2.0,2.0,0.0,Reward,,MostlyReward
8619,155231_fnca,12,2,Reward,12,5,2.0,0,334,13,11,0,11,0,2.0,2.0,0.0,Neutral,,MostlyReward
8620,155231_fnca,13,2,Reward,13,5,2.0,0,290,13,12,0,12,0,2.0,2.0,0.0,Reward,,MostlyReward
8621,155231_fnca,14,2,Reward,14,5,2.0,0,339,13,13,0,13,0,2.0,2.0,0.0,Reward,,MostlyReward
8622,155231_fnca,15,2,Reward,15,5,2.0,0,494,13,14,0,14,0,2.0,2.0,0.0,Reward,,MostlyReward
8623,155231_fnca,16,2,Neutral,16,5,2.0,0,610,13,15,0,15,0,2.0,2.0,0.0,Reward,,MostlyReward
8626,155231_fnca,20,2,Punishment,19,5,2.0,0,701,13,17,0,17,0,2.0,,0.0,Punishment,,MostlyPunishment
8627,155231_fnca,21,2,Reward,20,5,2.0,0,295,14,18,0,18,0,2.0,2.0,0.0,Punishment,,MostlyPunishment
8628,155231_fnca,22,2,Punishment,21,5,2.0,0,348,14,19,0,19,0,2.0,2.0,0.0,Reward,,MostlyPunishment
8629,155231_fnca,23,2,Reward,22,5,2.0,0,390,13,20,0,20,0,2.0,2.0,0.0,Punishment,,MostlyPunishment
8630,155231_fnca,24,2,Punishment,23,5,2.0,0,271,13,21,0,21,0,2.0,2.0,0.0,Reward,,MostlyPunishment
8631,155231_fnca,25,2,Punishment,24,5,2.0,0,314,13,22,0,22,0,2.0,2.0,0.0,Punishment,,MostlyPunishment
8633,155231_fnca,28,2,Reward,26,5,2.0,0,676,14,24,0,24,0,2.0,,0.0,,MostlyReward,MostlyReward
8634,155231_fnca,29,2,Reward,27,5,2.0,0,508,13,25,0,25,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
8635,155231_fnca,30,2,Punishment,28,5,2.0,0,306,13,26,0,26,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
8636,155231_fnca,31,2,Reward,29,5,2.0,0,357,14,27,0,27,0,2.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
8637,155231_fnca,32,2,Punishment,30,5,2.0,0,423,13,28,0,28,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
8638,155231_fnca,33,2,Reward,31,5,2.0,0,456,14,29,0,29,0,2.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
8639,155231_fnca,34,2,Reward,32,5,2.0,0,478,14,30,0,30,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
