,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
7041,147737_fnca,1,1,Reward,2,5,2.0,0,367,27,1,0,1,0,3.0,,1.0,,MostlyReward,MostlyReward
7042,147737_fnca,2,1,Reward,3,5,3.0,0,186,14,1,1,0,1,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
7043,147737_fnca,3,1,Punishment,4,5,3.0,0,666,13,2,2,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
7044,147737_fnca,4,1,Reward,5,5,2.0,0,318,13,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
7045,147737_fnca,5,1,Reward,6,5,3.0,0,267,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
7046,147737_fnca,6,1,Reward,7,5,3.0,0,412,14,2,2,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
7047,147737_fnca,7,1,Neutral,8,5,2.0,0,312,14,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
7049,147737_fnca,10,1,Reward,10,5,3.0,0,819,13,1,1,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
7050,147737_fnca,11,1,Punishment,11,5,3.0,0,329,13,2,2,0,0,3.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
7051,147737_fnca,12,1,Punishment,12,5,3.0,0,566,14,3,3,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
7052,147737_fnca,13,1,Punishment,13,5,3.0,0,550,14,4,4,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
7053,147737_fnca,14,1,Neutral,14,5,2.0,0,293,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
7054,147737_fnca,15,1,Punishment,15,5,2.0,0,221,13,2,0,2,0,3.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
7055,147737_fnca,16,1,Punishment,16,5,3.0,0,1072,13,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
7057,147737_fnca,19,1,Punishment,18,5,2.0,0,592,14,2,0,2,0,3.0,,1.0,,MostlyPunishment,MostlyPunishment
7058,147737_fnca,20,1,Punishment,19,5,3.0,0,357,14,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
7059,147737_fnca,21,1,Punishment,20,5,3.0,0,300,13,2,2,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
7060,147737_fnca,22,1,Neutral,21,5,2.0,0,317,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
7061,147737_fnca,23,1,Punishment,22,5,2.0,0,255,13,2,0,2,0,2.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
7062,147737_fnca,24,1,Neutral,23,5,2.0,0,264,13,3,0,3,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
7063,147737_fnca,25,1,Punishment,24,5,2.0,0,230,14,4,0,4,0,3.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
7066,147737_fnca,29,1,Reward,27,5,3.0,0,356,14,2,2,0,0,3.0,,0.0,Reward,MostlyReward,MostlyReward
7067,147737_fnca,30,1,Punishment,28,5,3.0,0,239,13,3,3,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
7068,147737_fnca,31,1,Reward,29,5,2.0,0,249,14,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
7069,147737_fnca,32,1,Punishment,30,5,3.0,0,269,14,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
7070,147737_fnca,33,1,Reward,31,5,3.0,0,377,14,2,2,0,0,2.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
7071,147737_fnca,34,1,Reward,32,5,2.0,0,236,14,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
7073,147737_fnca,1,2,Punishment,2,5,3.0,0,429,26,1,1,0,0,3.0,,0.0,,,MostlyPunishment
7074,147737_fnca,2,2,Punishment,3,5,3.0,0,278,14,2,2,0,0,3.0,3.0,0.0,Punishment,,MostlyPunishment
7075,147737_fnca,3,2,Reward,4,5,3.0,0,347,13,3,3,0,0,3.0,3.0,0.0,Punishment,,MostlyPunishment
7076,147737_fnca,4,2,Punishment,5,5,3.0,0,265,13,4,4,0,0,2.0,3.0,1.0,Reward,,MostlyPunishment
