,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.8,0.1,0.4633333333333333,0.4994869162322266,123420_fnca,-1.9599556803201663,0.6666666666666666
1,Punishment,0.5,0.8,0.1,0.4232,0.4942642994979573,123420_fnca,-1.9599556803201663,0.4347826086956521
2,Reward,0.5,0.8,0.1,0.4352,0.4959816107544362,123420_fnca,-1.9599556803201663,0.68
