,HCPID,ans,bll,lf,LL
123,161731_fnca,0.45,0.5,0.1,-1.9892058161620727
132,161731_fnca,0.5,0.3,0.1,-1.991915444665576
128,161731_fnca,0.45,0.75,0.1,-1.9939144679905545
139,161731_fnca,0.5,0.65,0.1,-2.0019320595806622
134,161731_fnca,0.5,0.4,0.1,-2.0025989720489394
119,161731_fnca,0.45,0.3,0.1,-2.004857985285647
121,161731_fnca,0.45,0.4,0.1,-2.0051552579914675
140,161731_fnca,0.5,0.7,0.1,-2.0090632120047935
135,161731_fnca,0.5,0.45,0.1,-2.011765680113171
133,161731_fnca,0.5,0.35,0.1,-2.01244124529861
104,161731_fnca,0.4,0.2,0.1,-2.015043800984041
131,161731_fnca,0.5,0.25,0.1,-2.0206504604258777
120,161731_fnca,0.45,0.35,0.1,-2.0287272942266092
127,161731_fnca,0.45,0.7,0.1,-2.0381825942701317
106,161731_fnca,0.4,0.3,0.1,-2.03845964231036
129,161731_fnca,0.45,0.8,0.1,-2.0432891822137407
113,161731_fnca,0.4,0.65,0.1,-2.046715025930502
142,161731_fnca,0.5,0.8,0.1,-2.0496286526582117
136,161731_fnca,0.5,0.5,0.1,-2.0520939958215756
141,161731_fnca,0.5,0.75,0.1,-2.056513367028079
137,161731_fnca,0.5,0.55,0.1,-2.0617078423771615
125,161731_fnca,0.45,0.6,0.1,-2.0641403398020763
117,161731_fnca,0.45,0.2,0.1,-2.0657913183504917
122,161731_fnca,0.45,0.45,0.1,-2.0668643355843628
130,161731_fnca,0.5,0.2,0.1,-2.067290494684405
118,161731_fnca,0.45,0.25,0.1,-2.071341143874044
138,161731_fnca,0.5,0.6,0.1,-2.07322993494166
126,161731_fnca,0.45,0.65,0.1,-2.075741458712272
115,161731_fnca,0.4,0.75,0.1,-2.0927586087842798
108,161731_fnca,0.4,0.4,0.1,-2.0995522601315173
112,161731_fnca,0.4,0.6,0.1,-2.105847872012149
105,161731_fnca,0.4,0.25,0.1,-2.107157766135332
124,161731_fnca,0.45,0.55,0.1,-2.118032429916787
100,161731_fnca,0.35,0.65,0.1,-2.119861476750619
110,161731_fnca,0.4,0.5,0.1,-2.1218230325156715
114,161731_fnca,0.4,0.7,0.1,-2.123595340575816
107,161731_fnca,0.4,0.35,0.1,-2.1409672489638893
92,161731_fnca,0.35,0.25,0.1,-2.141190967207049
