,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.1,0.1,1,0.2166666666666666,0.412661913765329,137936_fnca,-1.8497997510091762,0.5
1,Punishment,0.1,0.1,1,0.5504,0.4976524554074843,137936_fnca,-1.8497997510091762,0.625
2,Reward,0.1,0.1,1,0.3088,0.4621833518860328,137936_fnca,-1.8497997510091762,0.2916666666666667
