,HCPID,egs,alpha,r,LL
62,158136_fnca,0.3,0.15,1,-1.8415153015475707
52,158136_fnca,0.25,0.15,1,-1.8421448101095093
72,158136_fnca,0.35,0.15,1,-1.844885088930336
103,158136_fnca,0.5,0.2,1,-1.8453970007804554
42,158136_fnca,0.2,0.15,1,-1.8472648453673983
92,158136_fnca,0.45,0.15,1,-1.847388354068901
93,158136_fnca,0.45,0.2,1,-1.8528340273619857
83,158136_fnca,0.4,0.2,1,-1.8551245108079515
102,158136_fnca,0.5,0.15,1,-1.8556248480305122
82,158136_fnca,0.4,0.15,1,-1.857361268598723
32,158136_fnca,0.15,0.15,1,-1.8613505637396117
73,158136_fnca,0.35,0.2,1,-1.8776119538545268
61,158136_fnca,0.3,0.1,1,-1.8962926938526525
81,158136_fnca,0.4,0.1,1,-1.9022039905086858
22,158136_fnca,0.1,0.15,1,-1.903848559398309
104,158136_fnca,0.5,0.25,1,-1.9066097895918617
51,158136_fnca,0.25,0.1,1,-1.9149906528122331
101,158136_fnca,0.5,0.1,1,-1.9151790010516936
41,158136_fnca,0.2,0.1,1,-1.9157517409262401
31,158136_fnca,0.15,0.1,1,-1.9178254044453023
2,158136_fnca,0.0,0.15,1,-1.9190974571550612
71,158136_fnca,0.35,0.1,1,-1.9196597730736404
91,158136_fnca,0.45,0.1,1,-1.9201675911299576
12,158136_fnca,0.05,0.15,1,-1.9212000304839285
21,158136_fnca,0.1,0.1,1,-1.9239046336955679
63,158136_fnca,0.3,0.2,1,-1.9240811048585664
11,158136_fnca,0.05,0.1,1,-1.9258063221961819
80,158136_fnca,0.4,0.05,1,-1.9484123621114642
60,158136_fnca,0.3,0.05,1,-1.9520051324459908
94,158136_fnca,0.45,0.25,1,-1.956937180361169
90,158136_fnca,0.45,0.05,1,-1.9618876415509114
100,158136_fnca,0.5,0.05,1,-1.9713573223617544
50,158136_fnca,0.25,0.05,1,-1.9750937005889637
70,158136_fnca,0.35,0.05,1,-1.9793697847913339
43,158136_fnca,0.2,0.2,1,-1.9946317318394482
40,158136_fnca,0.2,0.05,1,-2.0055384325027936
53,158136_fnca,0.25,0.2,1,-2.0071928630148204
30,158136_fnca,0.15,0.05,1,-2.0159079131088555
84,158136_fnca,0.4,0.25,1,-2.032389314485006
1,158136_fnca,0.0,0.1,1,-2.0335138266357227
95,158136_fnca,0.45,0.3,1,-2.042588261481174
5,158136_fnca,0.0,0.3,1,-2.0468498683546748
74,158136_fnca,0.35,0.25,1,-2.047606534364337
106,158136_fnca,0.5,0.35,1,-2.0498015082369236
20,158136_fnca,0.1,0.05,1,-2.0537730841024717
4,158136_fnca,0.0,0.25,1,-2.055982614662092
14,158136_fnca,0.05,0.25,1,-2.056207639837874
23,158136_fnca,0.1,0.2,1,-2.058691867661207
3,158136_fnca,0.0,0.2,1,-2.059808977719905
24,158136_fnca,0.1,0.25,1,-2.0625478456578845
13,158136_fnca,0.05,0.2,1,-2.062705754786835
85,158136_fnca,0.4,0.3,1,-2.071337508126299
