,HCPID,ans,bll,lf,LL
90,158035_fnca,0.3,0.8,0.1,-1.8438972868145167
91,158035_fnca,0.35,0.2,0.1,-1.8459955147220206
89,158035_fnca,0.3,0.75,0.1,-1.8472912987576435
85,158035_fnca,0.3,0.55,0.1,-1.8479638838104688
72,158035_fnca,0.25,0.55,0.1,-1.848354592815284
95,158035_fnca,0.35,0.4,0.1,-1.848355217040941
80,158035_fnca,0.3,0.3,0.1,-1.8485521401600447
98,158035_fnca,0.35,0.55,0.1,-1.8486492043778373
86,158035_fnca,0.3,0.6,0.1,-1.848858315070729
97,158035_fnca,0.35,0.5,0.1,-1.8495934855970253
84,158035_fnca,0.3,0.5,0.1,-1.850220177986011
92,158035_fnca,0.35,0.25,0.1,-1.851017356108117
88,158035_fnca,0.3,0.7,0.1,-1.8518549264883468
78,158035_fnca,0.3,0.2,0.1,-1.8528901933940465
83,158035_fnca,0.3,0.45,0.1,-1.8530578798677984
116,158035_fnca,0.4,0.8,0.1,-1.8539734714242728
115,158035_fnca,0.4,0.75,0.1,-1.8543055699091342
101,158035_fnca,0.35,0.7,0.1,-1.8546394307700629
81,158035_fnca,0.3,0.35,0.1,-1.855243779009719
68,158035_fnca,0.25,0.35,0.1,-1.8579085269687927
111,158035_fnca,0.4,0.55,0.1,-1.8579501911143919
77,158035_fnca,0.25,0.8,0.1,-1.8580952316213297
103,158035_fnca,0.35,0.8,0.1,-1.858138852059724
102,158035_fnca,0.35,0.75,0.1,-1.8583156452266623
61,158035_fnca,0.2,0.65,0.1,-1.8589156216248846
93,158035_fnca,0.35,0.3,0.1,-1.8600720771070005
66,158035_fnca,0.25,0.25,0.1,-1.8605040227892033
96,158035_fnca,0.35,0.45,0.1,-1.8606588629267355
82,158035_fnca,0.3,0.4,0.1,-1.8608786440226874
50,158035_fnca,0.15,0.75,0.1,-1.8614065194376284
87,158035_fnca,0.3,0.65,0.1,-1.8621187645698516
113,158035_fnca,0.4,0.65,0.1,-1.8625479529920654
100,158035_fnca,0.35,0.65,0.1,-1.8627783286279556
94,158035_fnca,0.35,0.35,0.1,-1.865562649274422
110,158035_fnca,0.4,0.5,0.1,-1.8656942627507511
106,158035_fnca,0.4,0.3,0.1,-1.8659615923577602
99,158035_fnca,0.35,0.6,0.1,-1.867176648003728
109,158035_fnca,0.4,0.45,0.1,-1.8695125292407102
104,158035_fnca,0.4,0.2,0.1,-1.870362939550121
70,158035_fnca,0.25,0.45,0.1,-1.8703683682133905
67,158035_fnca,0.25,0.3,0.1,-1.87041095322741
112,158035_fnca,0.4,0.6,0.1,-1.8708388672615994
105,158035_fnca,0.4,0.25,0.1,-1.8722661009424877
120,158035_fnca,0.45,0.35,0.1,-1.8723480511827997
9,158035_fnca,0.0,0.65,0.1,-1.8738930889991108
45,158035_fnca,0.15,0.5,0.1,-1.874546064268738
119,158035_fnca,0.45,0.3,0.1,-1.8754059609085898
118,158035_fnca,0.45,0.25,0.1,-1.8757124636264977
69,158035_fnca,0.25,0.4,0.1,-1.8760339481081494
79,158035_fnca,0.3,0.25,0.1,-1.876073570580753
51,158035_fnca,0.15,0.8,0.1,-1.8778016675033564
127,158035_fnca,0.45,0.7,0.1,-1.8780566124897033
108,158035_fnca,0.4,0.4,0.1,-1.8784475550666873
137,158035_fnca,0.5,0.55,0.1,-1.8790562526475898
114,158035_fnca,0.4,0.7,0.1,-1.8795877210264755
59,158035_fnca,0.2,0.55,0.1,-1.8798469778517088
73,158035_fnca,0.25,0.6,0.1,-1.8816134588417697
62,158035_fnca,0.2,0.7,0.1,-1.882370226321745
125,158035_fnca,0.45,0.6,0.1,-1.8824993915857868
129,158035_fnca,0.45,0.8,0.1,-1.8852792843781954
71,158035_fnca,0.25,0.5,0.1,-1.885871003428988
131,158035_fnca,0.5,0.25,0.1,-1.8876766651255643
75,158035_fnca,0.25,0.7,0.1,-1.8881896921521224
57,158035_fnca,0.2,0.45,0.1,-1.8891113721522679
121,158035_fnca,0.45,0.4,0.1,-1.8898225108685816
63,158035_fnca,0.2,0.75,0.1,-1.8902260399246948
117,158035_fnca,0.45,0.2,0.1,-1.8907304132381437
139,158035_fnca,0.5,0.65,0.1,-1.8908505019718436
65,158035_fnca,0.25,0.2,0.1,-1.8909824154542951
126,158035_fnca,0.45,0.65,0.1,-1.8917370275951644
107,158035_fnca,0.4,0.35,0.1,-1.8931291947068503
136,158035_fnca,0.5,0.5,0.1,-1.893941634511629
47,158035_fnca,0.15,0.6,0.1,-1.8959339040155339
60,158035_fnca,0.2,0.6,0.1,-1.897513789662037
64,158035_fnca,0.2,0.8,0.1,-1.8977967881627413
122,158035_fnca,0.45,0.45,0.1,-1.8981093181841997
124,158035_fnca,0.45,0.55,0.1,-1.9030744750396202
52,158035_fnca,0.2,0.2,0.1,-1.9032938043214676
123,158035_fnca,0.45,0.5,0.1,-1.9033710998446864
141,158035_fnca,0.5,0.75,0.1,-1.9055319895379337
130,158035_fnca,0.5,0.2,0.1,-1.9060383399059302
134,158035_fnca,0.5,0.4,0.1,-1.9075317335773796
135,158035_fnca,0.5,0.45,0.1,-1.9075445795574653
132,158035_fnca,0.5,0.3,0.1,-1.907647121427398
46,158035_fnca,0.15,0.55,0.1,-1.9081420297325427
4,158035_fnca,0.0,0.4,0.1,-1.9108039607413079
128,158035_fnca,0.45,0.75,0.1,-1.9115347671228153
142,158035_fnca,0.5,0.8,0.1,-1.9116793515838788
40,158035_fnca,0.15,0.25,0.1,-1.9122342260125282
41,158035_fnca,0.15,0.3,0.1,-1.9127012366891534
133,158035_fnca,0.5,0.35,0.1,-1.9129160958764961
23,158035_fnca,0.05,0.7,0.1,-1.9161104349681628
53,158035_fnca,0.2,0.25,0.1,-1.9171180962264143
32,158035_fnca,0.1,0.5,0.1,-1.920330509228907
42,158035_fnca,0.15,0.35,0.1,-1.921755654230909
48,158035_fnca,0.15,0.65,0.1,-1.9237429736989369
19,158035_fnca,0.05,0.5,0.1,-1.9240772059395264
55,158035_fnca,0.2,0.35,0.1,-1.9242711380611786
15,158035_fnca,0.05,0.3,0.1,-1.9258501121685252
13,158035_fnca,0.05,0.2,0.1,-1.9262268448682427
58,158035_fnca,0.2,0.5,0.1,-1.9270332783590622
