,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
6145,140824_fnca,1,1,Reward,2,5,2.0,0,787,27,1,0,1,0,2.0,,0.0,,MostlyReward,MostlyReward
6146,140824_fnca,2,1,Reward,3,5,2.0,0,495,14,2,0,2,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
6147,140824_fnca,3,1,Punishment,4,5,2.0,0,699,14,3,0,3,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
6148,140824_fnca,4,1,Reward,5,5,2.0,0,482,14,4,0,4,0,2.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
6149,140824_fnca,5,1,Reward,6,5,2.0,0,483,13,5,0,5,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
6150,140824_fnca,6,1,Reward,7,5,3.0,0,362,13,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
6151,140824_fnca,7,1,Neutral,8,5,2.0,0,295,13,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
6153,140824_fnca,10,1,Reward,10,5,3.0,0,550,13,2,2,0,0,2.0,,1.0,,MostlyPunishment,MostlyPunishment
6154,140824_fnca,11,1,Punishment,11,5,2.0,0,410,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
6155,140824_fnca,12,1,Punishment,12,5,2.0,0,313,13,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
6156,140824_fnca,13,1,Punishment,13,5,3.0,0,371,13,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
6157,140824_fnca,14,1,Neutral,14,5,3.0,0,332,14,2,2,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
6158,140824_fnca,15,1,Punishment,15,5,2.0,0,392,13,1,0,1,0,3.0,3.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
6159,140824_fnca,16,1,Punishment,16,5,3.0,0,274,13,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
6161,140824_fnca,19,1,Punishment,18,5,2.0,0,532,14,1,0,1,0,3.0,,1.0,,MostlyPunishment,MostlyPunishment
6162,140824_fnca,20,1,Punishment,19,5,3.0,0,442,13,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
6163,140824_fnca,21,1,Punishment,20,5,2.0,0,363,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
6164,140824_fnca,22,1,Neutral,21,5,2.0,0,232,13,2,0,2,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
6165,140824_fnca,23,1,Punishment,22,5,2.0,0,309,13,3,0,3,0,2.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
