,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.45,0.2,0.1,0.3866666666666666,0.4877998748961688,153025_fnca,-1.8439092305880016,0.3333333333333333
1,Punishment,0.45,0.2,0.1,0.4008,0.4902567096053354,153025_fnca,-1.8439092305880016,0.36
2,Reward,0.45,0.2,0.1,0.4048,0.4910497570421075,153025_fnca,-1.8439092305880016,0.44
