,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,ResponseSwitch,PSwitch_z,PSwitch_probz,PSwitch_logprobz
110,Punishment,0.0,0.05,1,0.88,0.3250915988427114,122317_fnca,0.7272727272727273,0.46979766093914516,0.3572592914272168,-1.0292934543166186
220,Reward,0.0,0.05,1,0.4992,0.5001994798234922,122317_fnca,0.25,0.49820123781003606,0.3523815400228072,-1.0430407698823987
111,Punishment,0.0,0.1,1,0.6,0.4900940253900043,122317_fnca,0.7272727272727273,-0.2596904281202917,0.3857143951073882,-0.952658092433323
221,Reward,0.0,0.1,1,0.1824,0.3863284091440458,122317_fnca,0.25,-0.1749806599772857,0.39288133908010725,-0.9342476488877157
112,Punishment,0.0,0.15,1,0.28,0.4491785937990611,122317_fnca,0.7272727272727273,-0.9957569960976671,0.24299740107985848,-1.4147045308433974
222,Reward,0.0,0.15,1,0.18,0.3843412214941712,122317_fnca,0.25,-0.1821298265324413,0.3923801376973149,-0.9355241700610412
113,Punishment,0.0,0.2,1,0.2,0.4001600960640447,122317_fnca,0.7272727272727273,-1.3176544399577979,0.1674542423939647,-1.7870451447749216
223,Reward,0.0,0.2,1,0.1408,0.3479543328861121,122317_fnca,0.25,-0.31383428708658134,0.3797718835062838,-0.9681845130802439
114,Punishment,0.0,0.25,1,0.2,0.4001600960640447,122317_fnca,0.7272727272727273,-1.3176544399577979,0.1674542423939647,-1.7870451447749216
224,Reward,0.0,0.25,1,0.1432,0.3504168854305912,122317_fnca,0.25,-0.3047798335082069,0.3808369658229905,-0.9653839066613178
115,Punishment,0.0,0.3,1,0.2,0.4001600960640447,122317_fnca,0.7272727272727273,-1.3176544399577979,0.1674542423939647,-1.7870451447749216
225,Reward,0.0,0.3,1,0.1448,0.3520399205836574,122317_fnca,0.25,-0.29882974585832706,0.381521473922432,-0.9635881417095488
116,Punishment,0.0,0.35,1,0.16,0.3667527860628576,122317_fnca,0.7272727272727273,-1.5467441525461312,0.12061552520606432,-2.115147269922497
226,Reward,0.0,0.35,1,0.1416,0.3487789520683908,122317_fnca,0.25,-0.3107985712932133,0.38013211745908454,-0.9672364091636239
117,Punishment,0.0,0.4,1,0.16,0.3667527860628576,122317_fnca,0.7272727272727273,-1.5467441525461312,0.12061552520606432,-2.115147269922497
227,Reward,0.0,0.4,1,0.1408,0.3479543328861121,122317_fnca,0.25,-0.31383428708658134,0.3797718835062838,-0.9681845130802439
118,Punishment,0.0,0.45,1,0.16,0.3667527860628576,122317_fnca,0.7272727272727273,-1.5467441525461312,0.12061552520606432,-2.115147269922497
228,Reward,0.0,0.45,1,0.1368,0.3437736235422877,122317_fnca,0.25,-0.3292864613450346,0.3778895506839822,-0.9731533200172402
119,Punishment,0.0,0.5,1,0.16,0.3667527860628576,122317_fnca,0.7272727272727273,-1.5467441525461312,0.12061552520606432,-2.115147269922497
229,Reward,0.0,0.5,1,0.1392,0.3462936549178297,122317_fnca,0.25,-0.3199596597468446,0.3790354187358347,-0.9701256251373309
120,Punishment,0.05,0.05,1,0.6952,0.4605069090585205,122317_fnca,0.7272727272727273,-0.06964657129313884,0.39797588911288917,-0.9213638556511178
230,Reward,0.05,0.05,1,0.4392,0.4964882279051123,122317_fnca,0.25,0.3810765076914562,0.37100186643627,-0.9915481855618309
121,Punishment,0.05,0.1,1,0.5384,0.4987227882658144,122317_fnca,0.7272727272727273,-0.3787128475309614,0.37133515417667956,-0.9906502436471772
231,Reward,0.05,0.1,1,0.248,0.4320246708846642,122317_fnca,0.25,-0.00462936525338835,0.3989380055538128,-0.9189492487159974
122,Punishment,0.05,0.15,1,0.3,0.4584409825785714,122317_fnca,0.7272727272727273,-0.9320125021752342,0.2583959487754587,-1.3532621853101432
232,Reward,0.05,0.15,1,0.1728,0.3782255989260194,122317_fnca,0.25,-0.2041109861923974,0.3907180102685098,-0.9397691805468892
123,Punishment,0.05,0.2,1,0.2032,0.4025411674763348,122317_fnca,0.7272727272727273,-1.3019108841918317,0.17094310307651708,-1.7664245083932513
233,Reward,0.05,0.2,1,0.1416,0.3487789520683905,122317_fnca,0.25,-0.3107985712932136,0.3801321174590845,-0.967236409163624
124,Punishment,0.05,0.25,1,0.1992,0.3995586035391179,122317_fnca,0.7272727272727273,-1.3216402364891824,0.16657577123991646,-1.7923049905582635
234,Reward,0.05,0.25,1,0.1384,0.3454575411395504,122317_fnca,0.25,-0.32304983018135436,0.37865903235952264,-0.9711191295947736
125,Punishment,0.05,0.3,1,0.1408,0.3479543328861121,122317_fnca,0.7272727272727273,-1.6854876397377236,0.09638807146044027,-2.3393728250589936
235,Reward,0.05,0.3,1,0.1416,0.3487789520683906,122317_fnca,0.25,-0.31079857129321353,0.3801321174590845,-0.967236409163624
126,Punishment,0.05,0.35,1,0.1496,0.3568216604382171,122317_fnca,0.7272727272727273,-1.6189396309721789,0.1075906751084396,-2.22942129757084
236,Reward,0.05,0.35,1,0.1424,0.349599794068604,122317_fnca,0.25,-0.30778050166381116,0.3804871202448626,-0.9663029518068862
127,Punishment,0.05,0.4,1,0.156,0.3630005723582621,122317_fnca,0.7272727272727273,-1.5737515882176398,0.11563858896014091,-2.1572855639134443
237,Reward,0.05,0.4,1,0.1352,0.3420739271814293,122317_fnca,0.25,-0.33559997087738386,0.37709723635234255,-0.9752522034311231
128,Punishment,0.05,0.45,1,0.1456,0.3528459156517952,122317_fnca,0.7272727272727273,-1.648517671511746,0.1025152419151004,-2.277743789847927
238,Reward,0.05,0.45,1,0.14,0.3471259096029772,122317_fnca,0.25,-0.31688789847410614,0.37940634292933034,-0.9691475033043403
129,Punishment,0.05,0.5,1,0.1344,0.3412180883644092,122317_fnca,0.7272727272727273,-1.7375184595711104,0.08817571166154807,-2.428423731879855
239,Reward,0.05,0.5,1,0.1264,0.3324326234883206,122317_fnca,0.25,-0.37180466436484516,0.37229903599631964,-0.9880578874264001
130,Punishment,0.1,0.05,1,0.6392,0.4804248186814709,122317_fnca,0.7272727272727273,-0.18332260084823154,0.3922946273200244,-0.9357421211955526
240,Reward,0.1,0.05,1,0.4792,0.4997671195056665,122317_fnca,0.25,0.4586136043257669,0.35911889831757726,-1.0241017522410083
131,Punishment,0.1,0.1,1,0.5456,0.4981155842856617,122317_fnca,0.7272727272727273,-0.3647200228301646,0.37327163488061743,-0.9854488807312906
241,Reward,0.1,0.1,1,0.3176,0.4657292808170946,122317_fnca,0.25,0.14514870072459216,0.3947618505652551,-0.9294726058656911
132,Punishment,0.1,0.15,1,0.3,0.4584409825785712,122317_fnca,0.7272727272727273,-0.9320125021752347,0.2583959487754586,-1.3532621853101436
242,Reward,0.1,0.15,1,0.172,0.3775314874539813,122317_fnca,0.25,-0.20660528351163748,0.39051792627890614,-0.9402814047921347
133,Punishment,0.1,0.2,1,0.2064,0.4048829264705018,122317_fnca,0.7272727272727273,-1.2864773820258288,0.17439183950403564,-1.7464505604366878
243,Reward,0.1,0.2,1,0.1312,0.337754085479075,122317_fnca,0.25,-0.35173519761128114,0.37501196088614513,-0.9807973578239961
134,Punishment,0.1,0.25,1,0.2008,0.4007590875788369,122317_fnca,0.7272727272727273,-1.3136888060440057,0.16833021340618423,-1.7818276727673354
244,Reward,0.1,0.25,1,0.1368,0.3437736235422877,122317_fnca,0.25,-0.3292864613450346,0.3778895506839822,-0.9731533200172402
135,Punishment,0.1,0.3,1,0.1376,0.3446175401792531,122317_fnca,0.7272727272727273,-1.7110931932425975,0.09228640025440121,-2.3828584911852473
245,Reward,0.1,0.3,1,0.136,0.3429257623200249,122317_fnca,0.25,-0.3324334667327006,0.3774962900186057,-0.9741945381066334
136,Punishment,0.1,0.35,1,0.132,0.3386262455678088,122317_fnca,0.7272727272727273,-1.7579048731871727,0.08508935794122541,-2.4640533047922775
