,HCPID,ans,bll,lf,LL
133,994273_fnca,0.5,0.35,0.1,-1.8693818989893494
140,994273_fnca,0.5,0.7,0.1,-1.8696060249867816
136,994273_fnca,0.5,0.5,0.1,-1.871921664235447
137,994273_fnca,0.5,0.55,0.1,-1.8722843687089035
142,994273_fnca,0.5,0.8,0.1,-1.8743983595847586
141,994273_fnca,0.5,0.75,0.1,-1.8759224171377649
129,994273_fnca,0.45,0.8,0.1,-1.8766259280865785
120,994273_fnca,0.45,0.35,0.1,-1.8766259280865785
126,994273_fnca,0.45,0.65,0.1,-1.8789407576048918
135,994273_fnca,0.5,0.45,0.1,-1.8798735818136785
131,994273_fnca,0.5,0.25,0.1,-1.8818900402918346
139,994273_fnca,0.5,0.65,0.1,-1.8820724975737555
138,994273_fnca,0.5,0.6,0.1,-1.882590013771701
127,994273_fnca,0.45,0.7,0.1,-1.8833555531049258
132,994273_fnca,0.5,0.3,0.1,-1.8836364758427517
125,994273_fnca,0.45,0.6,0.1,-1.8838132699406547
128,994273_fnca,0.45,0.75,0.1,-1.8860838636653456
134,994273_fnca,0.5,0.4,0.1,-1.8869279753097985
130,994273_fnca,0.5,0.2,0.1,-1.8888428330538767
113,994273_fnca,0.4,0.65,0.1,-1.8904508185471194
119,994273_fnca,0.45,0.3,0.1,-1.8915215490549007
111,994273_fnca,0.4,0.55,0.1,-1.8919418435942168
124,994273_fnca,0.45,0.55,0.1,-1.8924365631937496
121,994273_fnca,0.45,0.4,0.1,-1.894576528381838
110,994273_fnca,0.4,0.5,0.1,-1.898105729755386
122,994273_fnca,0.45,0.45,0.1,-1.9010845258980553
117,994273_fnca,0.45,0.2,0.1,-1.902681268884657
104,994273_fnca,0.4,0.2,0.1,-1.9028804154424035
118,994273_fnca,0.45,0.25,0.1,-1.9078772644826956
123,994273_fnca,0.45,0.5,0.1,-1.9079164941851439
108,994273_fnca,0.4,0.4,0.1,-1.911845360152436
93,994273_fnca,0.35,0.3,0.1,-1.9213902558459028
