,HCPID,egs,alpha,r,LL
10,138231_fnca,0.05,0.05,1,-1.8382283018418402
20,138231_fnca,0.1,0.05,1,-1.8549741208601886
30,138231_fnca,0.15,0.05,1,-1.8723577735535497
40,138231_fnca,0.2,0.05,1,-1.8793493289595777
80,138231_fnca,0.4,0.05,1,-1.8969140048360624
60,138231_fnca,0.3,0.05,1,-1.8982660566642346
70,138231_fnca,0.35,0.05,1,-1.902835016389255
81,138231_fnca,0.4,0.1,1,-1.9069881244441187
61,138231_fnca,0.3,0.1,1,-1.91303041188001
50,138231_fnca,0.25,0.05,1,-1.9137229674410103
100,138231_fnca,0.5,0.05,1,-1.915359457465009
90,138231_fnca,0.45,0.05,1,-1.9224101271122342
31,138231_fnca,0.15,0.1,1,-1.9282295625318282
41,138231_fnca,0.2,0.1,1,-1.9283300427137209
71,138231_fnca,0.35,0.1,1,-1.9305169027054063
51,138231_fnca,0.25,0.1,1,-1.9326798842108999
21,138231_fnca,0.1,0.1,1,-1.9421618716004783
91,138231_fnca,0.45,0.1,1,-1.9472615059831255
101,138231_fnca,0.5,0.1,1,-1.9625703470123363
0,138231_fnca,0.0,0.05,1,-1.9656225822720916
11,138231_fnca,0.05,0.1,1,-1.9769535863409848
102,138231_fnca,0.5,0.15,1,-1.9996162033595768
82,138231_fnca,0.4,0.15,1,-2.0158234261849266
92,138231_fnca,0.45,0.15,1,-2.039228281286745
62,138231_fnca,0.3,0.15,1,-2.0846843721667927
1,138231_fnca,0.0,0.1,1,-2.105650179100576
72,138231_fnca,0.35,0.15,1,-2.1063484668679733
42,138231_fnca,0.2,0.15,1,-2.137067155769475
103,138231_fnca,0.5,0.2,1,-2.158033042088359
52,138231_fnca,0.25,0.15,1,-2.16519889436543
93,138231_fnca,0.45,0.2,1,-2.3171829390390304
32,138231_fnca,0.15,0.15,1,-2.3234738038547307
83,138231_fnca,0.4,0.2,1,-2.3675928932050354
73,138231_fnca,0.35,0.2,1,-2.4436638628685055
22,138231_fnca,0.1,0.15,1,-2.504391459519086
63,138231_fnca,0.3,0.2,1,-2.508992950422079
12,138231_fnca,0.05,0.15,1,-2.537572007979768
2,138231_fnca,0.0,0.15,1,-2.5531696280092993
104,138231_fnca,0.5,0.25,1,-2.6481022849380254
53,138231_fnca,0.25,0.2,1,-2.692418588653757
94,138231_fnca,0.45,0.25,1,-2.7838924233242617
84,138231_fnca,0.4,0.25,1,-2.845789030636065
43,138231_fnca,0.2,0.2,1,-2.8830091086878085
74,138231_fnca,0.35,0.25,1,-2.889200549873819
64,138231_fnca,0.3,0.25,1,-2.9836424462316424
54,138231_fnca,0.25,0.25,1,-3.01358030062023
13,138231_fnca,0.05,0.2,1,-3.030718700758066
23,138231_fnca,0.1,0.2,1,-3.0328841291854047
4,138231_fnca,0.0,0.25,1,-3.04089806863668
5,138231_fnca,0.0,0.3,1,-3.0556562159110072
14,138231_fnca,0.05,0.25,1,-3.066001741376205
3,138231_fnca,0.0,0.2,1,-3.0751326568232895
34,138231_fnca,0.15,0.25,1,-3.098076338959675
24,138231_fnca,0.1,0.25,1,-3.108267552827349
33,138231_fnca,0.15,0.2,1,-3.155317027817008
44,138231_fnca,0.2,0.25,1,-3.166648843063381
105,138231_fnca,0.5,0.3,1,-3.2501568967469345
95,138231_fnca,0.45,0.3,1,-3.2518730824260884
75,138231_fnca,0.35,0.3,1,-3.3536608330019764
8,138231_fnca,0.0,0.45,1,-3.358725872224503
7,138231_fnca,0.0,0.4,1,-3.3733097479735887
6,138231_fnca,0.0,0.35,1,-3.3770655492443367
9,138231_fnca,0.0,0.5,1,-3.3808667856761034
65,138231_fnca,0.3,0.3,1,-3.3924493265208646
107,138231_fnca,0.5,0.4,1,-3.3946089029934443
17,138231_fnca,0.05,0.4,1,-3.4567445128611913
85,138231_fnca,0.4,0.3,1,-3.472419717341707
96,138231_fnca,0.45,0.35,1,-3.50018813709841
16,138231_fnca,0.05,0.35,1,-3.500568677757254
35,138231_fnca,0.15,0.3,1,-3.5287110071065544
55,138231_fnca,0.25,0.3,1,-3.5335194415412303
18,138231_fnca,0.05,0.45,1,-3.5675931320867678
108,138231_fnca,0.5,0.45,1,-3.5761731432965522
15,138231_fnca,0.05,0.3,1,-3.579974379728314
88,138231_fnca,0.4,0.45,1,-3.64302345240709
25,138231_fnca,0.1,0.3,1,-3.648003113701471
45,138231_fnca,0.2,0.3,1,-3.6486686176827874
106,138231_fnca,0.5,0.35,1,-3.6807502282288524
76,138231_fnca,0.35,0.35,1,-3.683433007593388
66,138231_fnca,0.3,0.35,1,-3.6838582741679526
86,138231_fnca,0.4,0.35,1,-3.688205660154503
19,138231_fnca,0.05,0.5,1,-3.728504987554291
36,138231_fnca,0.15,0.35,1,-3.7513771499343784
78,138231_fnca,0.35,0.45,1,-3.7532424280160175
97,138231_fnca,0.45,0.4,1,-3.7786433555356407
37,138231_fnca,0.15,0.4,1,-3.778858766816656
67,138231_fnca,0.3,0.4,1,-3.793107604828914
26,138231_fnca,0.1,0.35,1,-3.8042580290386483
99,138231_fnca,0.45,0.5,1,-3.821983260315667
46,138231_fnca,0.2,0.35,1,-3.8245243039990093
109,138231_fnca,0.5,0.5,1,-3.8262190940714174
28,138231_fnca,0.1,0.45,1,-3.871834245557177
77,138231_fnca,0.35,0.4,1,-3.930050750165493
27,138231_fnca,0.1,0.4,1,-3.933990475005107
98,138231_fnca,0.45,0.45,1,-3.9444351988002673
56,138231_fnca,0.25,0.35,1,-3.9447552652797517
57,138231_fnca,0.25,0.4,1,-4.010449400971907
38,138231_fnca,0.15,0.45,1,-4.026747347419196
89,138231_fnca,0.4,0.5,1,-4.039291149180594
87,138231_fnca,0.4,0.4,1,-4.074692630021643
47,138231_fnca,0.2,0.4,1,-4.096090692061394
29,138231_fnca,0.1,0.5,1,-4.126009382966959
58,138231_fnca,0.25,0.45,1,-4.139773897278327
48,138231_fnca,0.2,0.45,1,-4.168559847511382
68,138231_fnca,0.3,0.45,1,-4.175011886210552
49,138231_fnca,0.2,0.5,1,-4.187527271503392
39,138231_fnca,0.15,0.5,1,-4.247135180126519
69,138231_fnca,0.3,0.5,1,-4.251236848850571
79,138231_fnca,0.35,0.5,1,-4.400847581390635
59,138231_fnca,0.25,0.5,1,-4.484958728082509
