,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
8193,153429_fnca,1,1,Reward,2,5,2.0,0,556,26,1,0,1,0,3.0,,1.0,,MostlyReward,MostlyReward
8194,153429_fnca,2,1,Reward,3,5,3.0,0,500,13,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
8195,153429_fnca,3,1,Punishment,4,5,2.0,0,520,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8196,153429_fnca,4,1,Reward,5,5,2.0,0,535,14,2,0,2,0,2.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
8197,153429_fnca,5,1,Reward,6,5,2.0,0,615,14,3,0,3,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
8198,153429_fnca,6,1,Reward,7,5,3.0,0,579,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
8199,153429_fnca,7,1,Neutral,8,5,3.0,0,639,14,2,2,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8201,153429_fnca,10,1,Reward,10,5,3.0,0,630,14,4,4,0,0,2.0,,1.0,,MostlyPunishment,MostlyPunishment
8202,153429_fnca,11,1,Punishment,11,5,2.0,0,475,13,1,0,1,0,3.0,3.0,1.0,Reward,MostlyPunishment,MostlyPunishment
8203,153429_fnca,12,1,Punishment,12,5,3.0,0,300,13,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8204,153429_fnca,13,1,Punishment,13,5,3.0,0,318,13,2,2,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8205,153429_fnca,14,1,Neutral,14,5,3.0,0,305,14,3,3,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8206,153429_fnca,15,1,Punishment,15,5,3.0,0,313,14,4,4,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
8207,153429_fnca,16,1,Punishment,16,5,3.0,0,296,13,5,5,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8209,153429_fnca,19,1,Punishment,18,5,2.0,0,1366,13,1,0,1,0,2.0,,0.0,,MostlyPunishment,MostlyPunishment
8210,153429_fnca,20,1,Punishment,19,5,2.0,0,282,13,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
8211,153429_fnca,21,1,Punishment,20,5,3.0,0,227,14,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8212,153429_fnca,22,1,Neutral,21,5,3.0,0,442,14,2,2,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8213,153429_fnca,23,1,Punishment,22,5,3.0,0,321,14,3,3,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
8214,153429_fnca,24,1,Neutral,23,5,3.0,0,484,13,4,4,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
8215,153429_fnca,25,1,Punishment,24,5,2.0,0,433,13,1,0,1,0,3.0,3.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
8217,153429_fnca,28,1,Reward,26,5,2.0,0,562,14,1,0,1,0,3.0,,1.0,,MostlyReward,MostlyReward
8218,153429_fnca,29,1,Reward,27,5,3.0,0,379,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
8219,153429_fnca,30,1,Punishment,28,5,3.0,0,340,14,2,2,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8220,153429_fnca,31,1,Reward,29,5,3.0,0,476,13,3,3,0,0,2.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
8221,153429_fnca,32,1,Punishment,30,5,2.0,0,385,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8222,153429_fnca,33,1,Reward,31,5,2.0,0,338,13,2,0,2,0,2.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
8223,153429_fnca,34,1,Reward,32,5,2.0,0,468,13,3,0,3,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
8225,153429_fnca,1,2,Punishment,2,5,3.0,0,445,27,1,1,0,0,3.0,,0.0,,,MostlyPunishment
8226,153429_fnca,2,2,Punishment,3,5,3.0,0,315,13,2,2,0,0,3.0,3.0,0.0,Punishment,,MostlyPunishment
8227,153429_fnca,3,2,Reward,4,5,3.0,0,296,14,3,3,0,0,2.0,3.0,1.0,Punishment,,MostlyPunishment
8228,153429_fnca,4,2,Punishment,5,5,2.0,0,329,14,1,0,1,0,3.0,3.0,1.0,Reward,,MostlyPunishment
8229,153429_fnca,5,2,Reward,6,5,3.0,0,335,13,1,1,0,0,2.0,2.0,1.0,Punishment,,MostlyPunishment
8230,153429_fnca,6,2,Punishment,7,5,2.0,0,730,13,1,0,1,0,3.0,3.0,1.0,Reward,,MostlyPunishment
8231,153429_fnca,7,2,Punishment,8,5,3.0,0,860,13,1,1,0,0,3.0,2.0,0.0,Punishment,,MostlyPunishment
8233,153429_fnca,10,2,Reward,10,5,3.0,0,565,13,3,3,0,0,3.0,,0.0,,,MostlyReward
8234,153429_fnca,11,2,Neutral,11,5,3.0,0,369,13,4,4,0,0,3.0,3.0,0.0,Reward,,MostlyReward
8235,153429_fnca,12,2,Reward,12,5,3.0,0,402,13,5,5,0,0,3.0,3.0,0.0,Neutral,,MostlyReward
8236,153429_fnca,13,2,Reward,13,5,3.0,0,450,13,6,6,0,0,3.0,3.0,0.0,Reward,,MostlyReward
8237,153429_fnca,14,2,Reward,14,5,3.0,0,556,13,7,7,0,0,3.0,3.0,0.0,Reward,,MostlyReward
8238,153429_fnca,15,2,Reward,15,5,3.0,0,797,14,8,8,0,0,2.0,3.0,1.0,Reward,,MostlyReward
8239,153429_fnca,16,2,Neutral,16,5,2.0,0,441,13,1,0,1,0,3.0,3.0,1.0,Reward,,MostlyReward
8241,153429_fnca,19,2,Punishment,18,5,3.0,0,627,13,2,2,0,0,3.0,,0.0,,,MostlyPunishment
8242,153429_fnca,20,2,Punishment,19,5,3.0,0,314,13,3,3,0,0,3.0,3.0,0.0,Punishment,,MostlyPunishment
8243,153429_fnca,21,2,Reward,20,5,3.0,0,419,13,4,4,0,0,3.0,3.0,0.0,Punishment,,MostlyPunishment
8244,153429_fnca,22,2,Punishment,21,5,3.0,0,366,13,5,5,0,0,3.0,3.0,0.0,Reward,,MostlyPunishment
8245,153429_fnca,23,2,Reward,22,5,3.0,0,285,13,6,6,0,0,3.0,3.0,0.0,Punishment,,MostlyPunishment
8246,153429_fnca,24,2,Punishment,23,5,3.0,0,475,13,7,7,0,0,3.0,3.0,0.0,Reward,,MostlyPunishment
8247,153429_fnca,25,2,Punishment,24,5,3.0,0,270,13,8,8,0,0,3.0,3.0,0.0,Punishment,,MostlyPunishment
8249,153429_fnca,28,2,Reward,26,5,2.0,0,469,14,1,0,1,0,3.0,,1.0,,MostlyReward,MostlyReward
8250,153429_fnca,29,2,Reward,27,5,3.0,0,262,14,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
8251,153429_fnca,30,2,Punishment,28,5,2.0,0,716,13,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
8252,153429_fnca,31,2,Reward,29,5,3.0,0,324,14,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
8253,153429_fnca,32,2,Punishment,30,5,3.0,0,556,13,2,2,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
8254,153429_fnca,33,2,Reward,31,5,2.0,0,373,14,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
8255,153429_fnca,34,2,Reward,32,5,3.0,0,493,14,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
