,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.8,0.1,0.44,0.4972163314570012,146432_fnca,-1.8534561396343738,0.3333333333333333
1,Punishment,0.5,0.8,0.1,0.432,0.4955526793050086,146432_fnca,-1.8534561396343738,0.5
2,Reward,0.5,0.8,0.1,0.4448,0.497142515325772,146432_fnca,-1.8534561396343738,0.5
