,HCPID,ans,bll,lf,LL
105,140925_fnca,0.4,0.25,0.1,-1.9038783828305665
126,140925_fnca,0.45,0.65,0.1,-1.909626713000535
114,140925_fnca,0.4,0.7,0.1,-1.9102096586088415
94,140925_fnca,0.35,0.35,0.1,-1.9113985065103174
95,140925_fnca,0.35,0.4,0.1,-1.9129516335376249
113,140925_fnca,0.4,0.65,0.1,-1.9130416801361445
115,140925_fnca,0.4,0.75,0.1,-1.9143209676324173
90,140925_fnca,0.3,0.8,0.1,-1.9149126622013815
119,140925_fnca,0.45,0.3,0.1,-1.9159097404592642
101,140925_fnca,0.35,0.7,0.1,-1.916181614256299
104,140925_fnca,0.4,0.2,0.1,-1.9163200406543188
93,140925_fnca,0.35,0.3,0.1,-1.916622716717383
86,140925_fnca,0.3,0.6,0.1,-1.9171314166636368
99,140925_fnca,0.35,0.6,0.1,-1.917254585996223
128,140925_fnca,0.45,0.75,0.1,-1.9184555430114112
116,140925_fnca,0.4,0.8,0.1,-1.918678689863208
125,140925_fnca,0.45,0.6,0.1,-1.9192317195034247
87,140925_fnca,0.3,0.65,0.1,-1.9195697281711674
110,140925_fnca,0.4,0.5,0.1,-1.9200425971848851
124,140925_fnca,0.45,0.55,0.1,-1.920620109062595
96,140925_fnca,0.35,0.45,0.1,-1.9234561048641625
80,140925_fnca,0.3,0.3,0.1,-1.9234975011414792
109,140925_fnca,0.4,0.45,0.1,-1.924026691293627
108,140925_fnca,0.4,0.4,0.1,-1.9249420757145055
106,140925_fnca,0.4,0.3,0.1,-1.925125547127791
118,140925_fnca,0.45,0.25,0.1,-1.9263901426333243
79,140925_fnca,0.3,0.25,0.1,-1.9274689094320667
91,140925_fnca,0.35,0.2,0.1,-1.9282458236114661
136,140925_fnca,0.5,0.5,0.1,-1.9297369436043348
117,140925_fnca,0.45,0.2,0.1,-1.9300629718582267
83,140925_fnca,0.3,0.45,0.1,-1.9304995614282312
139,140925_fnca,0.5,0.65,0.1,-1.9310287458238355
123,140925_fnca,0.45,0.5,0.1,-1.9310626753663092
135,140925_fnca,0.5,0.45,0.1,-1.931131207637794
107,140925_fnca,0.4,0.35,0.1,-1.9312002906839778
112,140925_fnca,0.4,0.6,0.1,-1.9317847901227627
129,140925_fnca,0.45,0.8,0.1,-1.9321074242536878
111,140925_fnca,0.4,0.55,0.1,-1.9322300591890085
85,140925_fnca,0.3,0.55,0.1,-1.9342457945701836
92,140925_fnca,0.35,0.25,0.1,-1.9344665890005284
75,140925_fnca,0.25,0.7,0.1,-1.936385679561812
102,140925_fnca,0.35,0.75,0.1,-1.9370877847640666
127,140925_fnca,0.45,0.7,0.1,-1.9372088234941391
120,140925_fnca,0.45,0.35,0.1,-1.9378759560722476
81,140925_fnca,0.3,0.35,0.1,-1.9379086271741526
103,140925_fnca,0.35,0.8,0.1,-1.9419306747816643
142,140925_fnca,0.5,0.8,0.1,-1.94250341705825
122,140925_fnca,0.45,0.45,0.1,-1.943927540895381
