,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std
0,Neutral,0.0,0.2,0.1,0.17333333333333334,0.37916766204679037
1,Neutral,0.0,0.25,0.1,0.14666666666666667,0.3543644113182342
2,Neutral,0.0,0.3,0.1,0.16333333333333333,0.370287182531856
3,Neutral,0.0,0.35,0.1,0.17666666666666667,0.38202359741972375
4,Neutral,0.0,0.4,0.1,0.16,0.3672185974698982
5,Neutral,0.0,0.45,0.1,0.12,0.32550449652428015
6,Neutral,0.0,0.5,0.1,0.19333333333333333,0.3955719227174289
7,Neutral,0.0,0.55,0.1,0.13333333333333333,0.3405026123034994
8,Neutral,0.0,0.6,0.1,0.13666666666666666,0.3440690345808724
9,Neutral,0.0,0.65,0.1,0.09,0.28665992577177285
10,Neutral,0.0,0.7,0.1,0.20666666666666667,0.40559080597963043
11,Neutral,0.0,0.75,0.1,0.17333333333333334,0.37916766204679037
12,Neutral,0.0,0.8,0.1,0.07,0.2555733275451653
13,Neutral,0.05,0.2,0.1,0.17666666666666667,0.38202359741972397
14,Neutral,0.05,0.25,0.1,0.13333333333333333,0.3405026123034994
15,Neutral,0.05,0.3,0.1,0.18,0.3848293719103959
16,Neutral,0.05,0.35,0.1,0.13333333333333333,0.34050261230349954
17,Neutral,0.05,0.4,0.1,0.12333333333333334,0.3293688434044334
18,Neutral,0.05,0.45,0.1,0.12333333333333334,0.3293688434044333
19,Neutral,0.05,0.5,0.1,0.14666666666666667,0.35436441131823415
20,Neutral,0.05,0.55,0.1,0.11333333333333333,0.31752948229939215
21,Neutral,0.05,0.6,0.1,0.15666666666666668,0.3640935354604673
22,Neutral,0.05,0.65,0.1,0.19,0.39295637890109836
23,Neutral,0.05,0.7,0.1,0.17,0.3762604235825435
24,Neutral,0.05,0.75,0.1,0.20333333333333334,0.40315091187798285
25,Neutral,0.05,0.8,0.1,0.2,0.40066833797650675
26,Neutral,0.1,0.2,0.1,0.19666666666666666,0.39814228589993766
27,Neutral,0.1,0.25,0.1,0.13666666666666666,0.34406903458087257
28,Neutral,0.1,0.3,0.1,0.18,0.3848293719103961
29,Neutral,0.1,0.35,0.1,0.17,0.3762604235825434
30,Neutral,0.1,0.4,0.1,0.15,0.3576680324053049
31,Neutral,0.1,0.45,0.1,0.14666666666666667,0.3543644113182341
32,Neutral,0.1,0.5,0.1,0.12333333333333334,0.32936884340443323
33,Neutral,0.1,0.55,0.1,0.21,0.4079887859958014
34,Neutral,0.1,0.6,0.1,0.15333333333333332,0.36091052943411106
35,Neutral,0.1,0.65,0.1,0.15666666666666668,0.36409353546046747
36,Neutral,0.1,0.7,0.1,0.15666666666666668,0.36409353546046724
37,Neutral,0.1,0.75,0.1,0.17333333333333334,0.37916766204679025
38,Neutral,0.1,0.8,0.1,0.07666666666666666,0.2665063620734804
39,Neutral,0.15,0.2,0.1,0.16,0.3672185974698984
40,Neutral,0.15,0.25,0.1,0.11,0.31341254721080314
41,Neutral,0.15,0.3,0.1,0.15666666666666668,0.3640935354604675
42,Neutral,0.15,0.35,0.1,0.25,0.43373619897468
43,Neutral,0.15,0.4,0.1,0.17666666666666667,0.3820235974197239
44,Neutral,0.15,0.45,0.1,0.16,0.3672185974698984
45,Neutral,0.15,0.5,0.1,0.1,0.30050125348238005
46,Neutral,0.15,0.55,0.1,0.14666666666666667,0.35436441131823404
47,Neutral,0.15,0.6,0.1,0.14666666666666667,0.35436441131823415
48,Neutral,0.15,0.65,0.1,0.17,0.37626042358254336
49,Neutral,0.15,0.7,0.1,0.12666666666666668,0.3331549132304482
