,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
1665,108828_fnca,1,1,Reward,2,5,3.0,0,547,27,1,1,0,0,3.0,,0.0,,MostlyReward,MostlyReward
1666,108828_fnca,2,1,Reward,3,5,3.0,0,598,14,2,2,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
1667,108828_fnca,3,1,Punishment,4,5,2.0,0,422,14,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
1668,108828_fnca,4,1,Reward,5,5,3.0,0,576,13,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
1669,108828_fnca,5,1,Reward,6,5,3.0,0,530,13,2,2,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
1670,108828_fnca,6,1,Reward,7,5,3.0,0,634,13,3,3,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
1671,108828_fnca,7,1,Neutral,8,5,3.0,0,576,14,4,4,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
1673,108828_fnca,10,1,Reward,10,5,3.0,0,830,13,1,1,0,0,2.0,,1.0,,MostlyPunishment,MostlyPunishment
1674,108828_fnca,11,1,Punishment,11,5,2.0,0,214,13,1,0,1,0,3.0,3.0,1.0,Reward,MostlyPunishment,MostlyPunishment
1675,108828_fnca,12,1,Punishment,12,5,3.0,0,344,13,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
1676,108828_fnca,13,1,Punishment,13,5,3.0,0,353,13,2,2,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
1677,108828_fnca,14,1,Neutral,14,5,2.0,0,239,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
1678,108828_fnca,15,1,Punishment,15,5,2.0,0,756,13,2,0,2,0,3.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
1679,108828_fnca,16,1,Punishment,16,5,3.0,0,405,14,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
1681,108828_fnca,19,1,Punishment,18,5,3.0,0,851,14,3,3,0,0,2.0,,1.0,,MostlyPunishment,MostlyPunishment
1682,108828_fnca,20,1,Punishment,19,5,2.0,0,367,13,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
1683,108828_fnca,21,1,Punishment,20,5,3.0,0,532,13,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
1684,108828_fnca,22,1,Neutral,21,5,3.0,0,533,13,2,2,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
1685,108828_fnca,23,1,Punishment,22,5,3.0,0,593,13,3,3,0,0,2.0,3.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
1686,108828_fnca,24,1,Neutral,23,5,2.0,0,518,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
1687,108828_fnca,25,1,Punishment,24,5,2.0,0,560,13,2,0,2,0,3.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
1689,108828_fnca,28,1,Reward,26,5,3.0,0,941,13,2,2,0,0,3.0,,0.0,,MostlyReward,MostlyReward
1690,108828_fnca,29,1,Reward,27,5,3.0,0,366,14,3,3,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
1691,108828_fnca,30,1,Punishment,28,5,2.0,0,636,14,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
1692,108828_fnca,31,1,Reward,29,5,3.0,0,598,14,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
1693,108828_fnca,32,1,Punishment,30,5,3.0,0,667,13,2,2,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
1694,108828_fnca,33,1,Reward,31,5,2.0,0,282,13,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
1695,108828_fnca,34,1,Reward,32,5,3.0,0,618,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
1697,108828_fnca,1,2,Punishment,2,5,3.0,0,590,27,1,1,0,0,3.0,,0.0,,,MostlyPunishment
1698,108828_fnca,2,2,Punishment,3,5,3.0,0,542,13,2,2,0,0,2.0,3.0,1.0,Punishment,,MostlyPunishment
1699,108828_fnca,3,2,Reward,4,5,2.0,0,573,13,1,0,1,0,2.0,3.0,0.0,Punishment,,MostlyPunishment
1700,108828_fnca,4,2,Punishment,5,5,2.0,0,616,14,2,0,2,0,2.0,2.0,0.0,Reward,,MostlyPunishment
1701,108828_fnca,5,2,Reward,6,5,2.0,0,308,14,3,0,3,0,2.0,2.0,0.0,Punishment,,MostlyPunishment
1702,108828_fnca,6,2,Punishment,7,5,2.0,0,833,14,4,0,4,0,3.0,2.0,1.0,Reward,,MostlyPunishment
1703,108828_fnca,7,2,Punishment,8,5,3.0,0,715,13,1,1,0,0,3.0,2.0,0.0,Punishment,,MostlyPunishment
1705,108828_fnca,10,2,Reward,10,5,2.0,0,595,13,1,0,1,0,2.0,,0.0,,,MostlyReward
1706,108828_fnca,11,2,Neutral,11,5,2.0,0,416,13,2,0,2,0,2.0,2.0,0.0,Reward,,MostlyReward
1707,108828_fnca,12,2,Reward,12,5,2.0,0,407,13,3,0,3,0,2.0,2.0,0.0,Neutral,,MostlyReward
1708,108828_fnca,13,2,Reward,13,5,2.0,0,569,13,4,0,4,0,2.0,2.0,0.0,Reward,,MostlyReward
1709,108828_fnca,14,2,Reward,14,5,2.0,0,792,13,5,0,5,0,2.0,2.0,0.0,Reward,,MostlyReward
1710,108828_fnca,15,2,Reward,15,5,2.0,0,685,13,6,0,6,0,2.0,2.0,0.0,Reward,,MostlyReward
1711,108828_fnca,16,2,Neutral,16,5,2.0,0,533,14,7,0,7,0,3.0,2.0,1.0,Reward,,MostlyReward
1713,108828_fnca,19,2,Punishment,18,5,3.0,0,693,13,2,2,0,0,2.0,,1.0,,,MostlyPunishment
1714,108828_fnca,20,2,Punishment,19,5,2.0,0,612,14,1,0,1,0,3.0,3.0,1.0,Punishment,,MostlyPunishment
1715,108828_fnca,21,2,Reward,20,5,3.0,0,174,14,1,1,0,1,3.0,2.0,0.0,Punishment,,MostlyPunishment
1716,108828_fnca,22,2,Punishment,21,5,3.0,0,403,13,2,2,0,0,2.0,3.0,1.0,Reward,,MostlyPunishment
1717,108828_fnca,23,2,Reward,22,5,2.0,0,420,13,1,0,1,0,3.0,3.0,1.0,Punishment,,MostlyPunishment
1718,108828_fnca,24,2,Punishment,23,5,3.0,0,660,13,1,1,0,0,2.0,2.0,1.0,Reward,,MostlyPunishment
1719,108828_fnca,25,2,Punishment,24,5,2.0,0,440,13,1,0,1,0,2.0,3.0,0.0,Punishment,,MostlyPunishment
1721,108828_fnca,28,2,Reward,26,5,3.0,0,652,13,1,1,0,0,3.0,,0.0,,MostlyReward,MostlyReward
1722,108828_fnca,29,2,Reward,27,5,3.0,0,78,13,2,2,0,1,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
1723,108828_fnca,30,2,Punishment,28,5,3.0,0,566,13,3,3,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
1724,108828_fnca,31,2,Reward,29,5,3.0,0,505,13,4,4,0,0,2.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
1725,108828_fnca,32,2,Punishment,30,5,2.0,0,505,14,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
1726,108828_fnca,33,2,Reward,31,5,3.0,0,590,14,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
1727,108828_fnca,34,2,Reward,32,5,3.0,0,604,14,2,2,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
