,HCPID,egs,alpha,r,LL
30,133982_fnca,0.15,0.05,1,-1.837956643393857
40,133982_fnca,0.2,0.05,1,-1.8381824679920982
50,133982_fnca,0.25,0.05,1,-1.84101450198984
60,133982_fnca,0.3,0.05,1,-1.8414837161610942
70,133982_fnca,0.35,0.05,1,-1.8419835091529104
20,133982_fnca,0.1,0.05,1,-1.8421905634909281
100,133982_fnca,0.5,0.05,1,-1.8479571102462637
71,133982_fnca,0.35,0.1,1,-1.8504890455814087
80,133982_fnca,0.4,0.05,1,-1.8511860586200717
61,133982_fnca,0.3,0.1,1,-1.8543424905955939
101,133982_fnca,0.5,0.1,1,-1.8569560281996218
90,133982_fnca,0.45,0.05,1,-1.8589203217637924
51,133982_fnca,0.25,0.1,1,-1.862950787591128
91,133982_fnca,0.45,0.1,1,-1.8633610674556442
81,133982_fnca,0.4,0.1,1,-1.863750606469953
41,133982_fnca,0.2,0.1,1,-1.868315389272745
10,133982_fnca,0.05,0.05,1,-1.8695435785925762
31,133982_fnca,0.15,0.1,1,-1.888692932388678
21,133982_fnca,0.1,0.1,1,-1.8961425673262253
102,133982_fnca,0.5,0.15,1,-1.918822443045288
92,133982_fnca,0.45,0.15,1,-1.9440810922594323
72,133982_fnca,0.35,0.15,1,-1.9501927341183034
82,133982_fnca,0.4,0.15,1,-1.9813148616093081
11,133982_fnca,0.05,0.1,1,-1.9819697351682968
62,133982_fnca,0.3,0.15,1,-1.9917727193717516
52,133982_fnca,0.25,0.15,1,-2.0285444787300797
103,133982_fnca,0.5,0.2,1,-2.0708256478832325
42,133982_fnca,0.2,0.15,1,-2.0861259993944996
93,133982_fnca,0.45,0.2,1,-2.1289377023514993
1,133982_fnca,0.0,0.1,1,-2.156245292358154
83,133982_fnca,0.4,0.2,1,-2.17027593352543
73,133982_fnca,0.35,0.2,1,-2.1983124556441203
32,133982_fnca,0.15,0.15,1,-2.2070608296320184
0,133982_fnca,0.0,0.05,1,-2.21018525102304
22,133982_fnca,0.1,0.15,1,-2.354638953971663
63,133982_fnca,0.3,0.2,1,-2.3826774183606796
2,133982_fnca,0.0,0.15,1,-2.385751626589962
12,133982_fnca,0.05,0.15,1,-2.389282764064104
104,133982_fnca,0.5,0.25,1,-2.421225946083697
94,133982_fnca,0.45,0.25,1,-2.576057035411699
84,133982_fnca,0.4,0.25,1,-2.629880787695612
53,133982_fnca,0.25,0.2,1,-2.661498303029174
95,133982_fnca,0.45,0.3,1,-2.7155716010029116
43,133982_fnca,0.2,0.2,1,-2.7741912397376036
74,133982_fnca,0.35,0.25,1,-2.7930176632001196
13,133982_fnca,0.05,0.2,1,-2.7968048713952305
23,133982_fnca,0.1,0.2,1,-2.797949113620839
14,133982_fnca,0.05,0.25,1,-2.8002590049468106
3,133982_fnca,0.0,0.2,1,-2.8081618690378063
33,133982_fnca,0.15,0.2,1,-2.8122508377478646
4,133982_fnca,0.0,0.25,1,-2.821738750808782
5,133982_fnca,0.0,0.3,1,-2.826372941807181
24,133982_fnca,0.1,0.25,1,-2.836433585638879
105,133982_fnca,0.5,0.3,1,-2.8893802920618286
34,133982_fnca,0.15,0.25,1,-2.9026119869904714
64,133982_fnca,0.3,0.25,1,-2.914562031810161
54,133982_fnca,0.25,0.25,1,-2.94296099822523
44,133982_fnca,0.2,0.25,1,-2.9517325930337144
85,133982_fnca,0.4,0.3,1,-2.9837458341296825
6,133982_fnca,0.0,0.35,1,-3.015116541264706
7,133982_fnca,0.0,0.4,1,-3.032696039056807
106,133982_fnca,0.5,0.35,1,-3.0337819733653433
8,133982_fnca,0.0,0.45,1,-3.0372213631978267
96,133982_fnca,0.45,0.35,1,-3.037221363197827
75,133982_fnca,0.35,0.3,1,-3.0406508361072087
9,133982_fnca,0.0,0.5,1,-3.041800655570685
15,133982_fnca,0.05,0.3,1,-3.0655934358329326
25,133982_fnca,0.1,0.3,1,-3.092660984876414
108,133982_fnca,0.5,0.45,1,-3.1071612256268555
17,133982_fnca,0.05,0.4,1,-3.109390292320439
18,133982_fnca,0.05,0.45,1,-3.1362377812945543
16,133982_fnca,0.05,0.35,1,-3.136237781294555
65,133982_fnca,0.3,0.3,1,-3.144033991031674
107,133982_fnca,0.5,0.4,1,-3.1821763252664277
35,133982_fnca,0.15,0.3,1,-3.2118362845630593
86,133982_fnca,0.4,0.35,1,-3.215615556379075
55,133982_fnca,0.25,0.3,1,-3.236393040407684
66,133982_fnca,0.3,0.35,1,-3.2433508537626805
87,133982_fnca,0.4,0.4,1,-3.2532520914786547
45,133982_fnca,0.2,0.3,1,-3.259696013329199
98,133982_fnca,0.45,0.45,1,-3.273683022999035
76,133982_fnca,0.35,0.35,1,-3.2912474706200627
19,133982_fnca,0.05,0.5,1,-3.3027003426826265
78,133982_fnca,0.35,0.45,1,-3.3223880188481587
26,133982_fnca,0.1,0.35,1,-3.3235074237784348
97,133982_fnca,0.45,0.4,1,-3.32920294270619
28,133982_fnca,0.1,0.45,1,-3.345957930758996
77,133982_fnca,0.35,0.4,1,-3.36683947780577
27,133982_fnca,0.1,0.4,1,-3.3879808258517006
67,133982_fnca,0.3,0.4,1,-3.414283545973888
36,133982_fnca,0.15,0.35,1,-3.4237642162899204
47,133982_fnca,0.2,0.4,1,-3.4474470922895373
99,133982_fnca,0.45,0.5,1,-3.4609012315096086
56,133982_fnca,0.25,0.35,1,-3.4748151585268428
79,133982_fnca,0.35,0.5,1,-3.4748151585268436
29,133982_fnca,0.1,0.5,1,-3.481677069260665
57,133982_fnca,0.25,0.4,1,-3.518369807485639
109,133982_fnca,0.5,0.5,1,-3.5229695598213873
37,133982_fnca,0.15,0.4,1,-3.523249161347171
46,133982_fnca,0.2,0.35,1,-3.5339456586823843
88,133982_fnca,0.4,0.45,1,-3.578661252624129
48,133982_fnca,0.2,0.45,1,-3.617055688766313
68,133982_fnca,0.3,0.45,1,-3.6201506901361524
38,133982_fnca,0.15,0.45,1,-3.6589261358958014
58,133982_fnca,0.25,0.45,1,-3.688475772100215
39,133982_fnca,0.15,0.5,1,-3.701378429553313
69,133982_fnca,0.3,0.5,1,-3.706889535569888
89,133982_fnca,0.4,0.5,1,-3.7146021351170724
49,133982_fnca,0.2,0.5,1,-3.8437636613309776
59,133982_fnca,0.25,0.5,1,-3.857738430638543
