,HCPID,ans,bll,lf,LL
138,133982_fnca,0.5,0.6,0.1,-1.8895999933074519
121,133982_fnca,0.45,0.4,0.1,-1.9091174511295292
142,133982_fnca,0.5,0.8,0.1,-1.9143550713888393
130,133982_fnca,0.5,0.2,0.1,-1.9213178478753878
140,133982_fnca,0.5,0.7,0.1,-1.9218725806638588
141,133982_fnca,0.5,0.75,0.1,-1.9260929820675425
125,133982_fnca,0.45,0.6,0.1,-1.9332545382200461
128,133982_fnca,0.45,0.75,0.1,-1.9343236246656965
136,133982_fnca,0.5,0.5,0.1,-1.937043414912073
133,133982_fnca,0.5,0.35,0.1,-1.942166632052565
135,133982_fnca,0.5,0.45,0.1,-1.9428805844283301
134,133982_fnca,0.5,0.4,0.1,-1.949843683239794
132,133982_fnca,0.5,0.3,0.1,-1.9515916397471376
122,133982_fnca,0.45,0.45,0.1,-1.957707867273161
119,133982_fnca,0.45,0.3,0.1,-1.9603135640941207
131,133982_fnca,0.5,0.25,0.1,-1.9611749682466721
124,133982_fnca,0.45,0.55,0.1,-1.9641976985140006
117,133982_fnca,0.45,0.2,0.1,-1.9650247074730731
123,133982_fnca,0.45,0.5,0.1,-1.9662878227994514
127,133982_fnca,0.45,0.7,0.1,-1.9707088438208227
129,133982_fnca,0.45,0.8,0.1,-1.9708123312650474
120,133982_fnca,0.45,0.35,0.1,-1.9785270923213236
118,133982_fnca,0.45,0.25,0.1,-1.9847519819924866
137,133982_fnca,0.5,0.55,0.1,-1.9866213616628932
139,133982_fnca,0.5,0.65,0.1,-1.990878184768881
107,133982_fnca,0.4,0.35,0.1,-1.990963072110848
108,133982_fnca,0.4,0.4,0.1,-2.011212446711789
126,133982_fnca,0.45,0.65,0.1,-2.014635165877272
109,133982_fnca,0.4,0.45,0.1,-2.0173513435391808
111,133982_fnca,0.4,0.55,0.1,-2.023305038668583
101,133982_fnca,0.35,0.7,0.1,-2.0338673203101147
115,133982_fnca,0.4,0.75,0.1,-2.0440581310376054
113,133982_fnca,0.4,0.65,0.1,-2.0443105139526194
112,133982_fnca,0.4,0.6,0.1,-2.0466838930228657
103,133982_fnca,0.35,0.8,0.1,-2.0519630349627414
98,133982_fnca,0.35,0.55,0.1,-2.058845150240032
104,133982_fnca,0.4,0.2,0.1,-2.060055805468828
94,133982_fnca,0.35,0.35,0.1,-2.066076441279191
116,133982_fnca,0.4,0.8,0.1,-2.0713574281775133
85,133982_fnca,0.3,0.55,0.1,-2.0756649061574226
106,133982_fnca,0.4,0.3,0.1,-2.0797557095783654
97,133982_fnca,0.35,0.5,0.1,-2.089701121970747
95,133982_fnca,0.35,0.4,0.1,-2.11991990594765
86,133982_fnca,0.3,0.6,0.1,-2.1223260397601535
110,133982_fnca,0.4,0.5,0.1,-2.125846320713384
102,133982_fnca,0.35,0.75,0.1,-2.126688774326798
114,133982_fnca,0.4,0.7,0.1,-2.128048888306054
100,133982_fnca,0.35,0.65,0.1,-2.1341193005479253
84,133982_fnca,0.3,0.5,0.1,-2.1351104022092984
81,133982_fnca,0.3,0.35,0.1,-2.21791591809397
