,HCPID,egs,alpha,r,LL
101,104820_fnca,0.5,0.1,1,-1.8385070013263771
100,104820_fnca,0.5,0.05,1,-1.8397730461414548
80,104820_fnca,0.4,0.05,1,-1.8399107844859497
91,104820_fnca,0.45,0.1,1,-1.8399978370326027
60,104820_fnca,0.3,0.05,1,-1.8401567349348946
70,104820_fnca,0.35,0.05,1,-1.8413420794508322
50,104820_fnca,0.25,0.05,1,-1.841448708016949
90,104820_fnca,0.45,0.05,1,-1.8426777029333707
71,104820_fnca,0.35,0.1,1,-1.8446101369605532
81,104820_fnca,0.4,0.1,1,-1.8460035598883082
40,104820_fnca,0.2,0.05,1,-1.8460937340633166
61,104820_fnca,0.3,0.1,1,-1.8494132220364925
41,104820_fnca,0.2,0.1,1,-1.8530794268446953
51,104820_fnca,0.25,0.1,1,-1.8561651128344856
30,104820_fnca,0.15,0.05,1,-1.8564844177845896
31,104820_fnca,0.15,0.1,1,-1.8742042809073314
82,104820_fnca,0.4,0.15,1,-1.8918335193409428
102,104820_fnca,0.5,0.15,1,-1.8923051798330341
20,104820_fnca,0.1,0.05,1,-1.8948642526443482
21,104820_fnca,0.1,0.1,1,-1.8966323333646122
92,104820_fnca,0.45,0.15,1,-1.9220208352072854
10,104820_fnca,0.05,0.05,1,-1.943085458859717
11,104820_fnca,0.05,0.1,1,-1.9663988447467258
72,104820_fnca,0.35,0.15,1,-1.96986049332285
62,104820_fnca,0.3,0.15,1,-1.9827598308902636
52,104820_fnca,0.25,0.15,1,-1.9964643704535998
93,104820_fnca,0.45,0.2,1,-2.0020847679243543
103,104820_fnca,0.5,0.2,1,-2.0047606936840223
42,104820_fnca,0.2,0.15,1,-2.033006215226541
32,104820_fnca,0.15,0.15,1,-2.1364158817343446
73,104820_fnca,0.35,0.2,1,-2.1565168180635044
83,104820_fnca,0.4,0.2,1,-2.1710658998821204
1,104820_fnca,0.0,0.1,1,-2.172395343136732
22,104820_fnca,0.1,0.15,1,-2.235497658587143
63,104820_fnca,0.3,0.2,1,-2.2512664365167967
12,104820_fnca,0.05,0.15,1,-2.266334675391379
104,104820_fnca,0.5,0.25,1,-2.2873255347815826
2,104820_fnca,0.0,0.15,1,-2.2961881007131764
53,104820_fnca,0.25,0.2,1,-2.354694059853986
94,104820_fnca,0.45,0.25,1,-2.368739516206947
84,104820_fnca,0.4,0.25,1,-2.443128360610628
43,104820_fnca,0.2,0.2,1,-2.4507340246382068
0,104820_fnca,0.0,0.05,1,-2.452025261241937
105,104820_fnca,0.5,0.3,1,-2.515019690778847
74,104820_fnca,0.35,0.25,1,-2.5680919642088353
64,104820_fnca,0.3,0.25,1,-2.593073382730079
13,104820_fnca,0.05,0.2,1,-2.6017209422724763
3,104820_fnca,0.0,0.2,1,-2.602538097460093
33,104820_fnca,0.15,0.2,1,-2.6037876787132817
23,104820_fnca,0.1,0.2,1,-2.6266811653004876
4,104820_fnca,0.0,0.25,1,-2.632778134294906
5,104820_fnca,0.0,0.3,1,-2.6373034584359236
106,104820_fnca,0.5,0.35,1,-2.6516084831024065
14,104820_fnca,0.05,0.25,1,-2.651676998210502
24,104820_fnca,0.1,0.25,1,-2.6539654211898283
34,104820_fnca,0.15,0.25,1,-2.7502851822907592
95,104820_fnca,0.45,0.3,1,-2.7697198091301987
85,104820_fnca,0.4,0.3,1,-2.7752493583206697
54,104820_fnca,0.25,0.25,1,-2.776160772611125
44,104820_fnca,0.2,0.25,1,-2.78738593581373
7,104820_fnca,0.0,0.4,1,-2.7903190118949484
6,104820_fnca,0.0,0.35,1,-2.7993166012930644
107,104820_fnca,0.5,0.4,1,-2.8030592831215753
17,104820_fnca,0.05,0.4,1,-2.807584607262592
108,104820_fnca,0.5,0.45,1,-2.807991741042326
8,104820_fnca,0.0,0.45,1,-2.8085300846643215
75,104820_fnca,0.35,0.3,1,-2.809150141590714
9,104820_fnca,0.0,0.5,1,-2.817966993033133
15,104820_fnca,0.05,0.3,1,-2.820125793151513
97,104820_fnca,0.45,0.4,1,-2.833473029622227
18,104820_fnca,0.05,0.45,1,-2.8850909177429696
16,104820_fnca,0.05,0.35,1,-2.8997824952858924
25,104820_fnca,0.1,0.3,1,-2.899782495285893
35,104820_fnca,0.15,0.3,1,-2.918840635181448
56,104820_fnca,0.25,0.35,1,-2.929475141275103
45,104820_fnca,0.2,0.3,1,-2.9295487634063035
96,104820_fnca,0.45,0.35,1,-2.932233632223115
98,104820_fnca,0.45,0.45,1,-2.9353908983984387
55,104820_fnca,0.25,0.3,1,-2.955972952810295
65,104820_fnca,0.3,0.3,1,-2.962357213984463
36,104820_fnca,0.15,0.35,1,-2.998064876836035
76,104820_fnca,0.35,0.35,1,-3.015933415590422
27,104820_fnca,0.1,0.4,1,-3.0272533806716675
89,104820_fnca,0.4,0.5,1,-3.0365207761816606
26,104820_fnca,0.1,0.35,1,-3.03652717250287
88,104820_fnca,0.4,0.45,1,-3.0501120485252726
19,104820_fnca,0.05,0.5,1,-3.056713065838479
47,104820_fnca,0.2,0.4,1,-3.0596694106317983
28,104820_fnca,0.1,0.45,1,-3.062057939313196
46,104820_fnca,0.2,0.35,1,-3.0675012687372343
86,104820_fnca,0.4,0.35,1,-3.0738542105474345
66,104820_fnca,0.3,0.35,1,-3.0786008202521855
77,104820_fnca,0.35,0.4,1,-3.11510670490261
