,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
11201,171431_fnca,1,1,Reward,2,5,2.0,0,469,26,1,0,1,0,3.0,,1.0,,MostlyReward,MostlyReward
11202,171431_fnca,2,1,Reward,3,5,3.0,0,449,13,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
11203,171431_fnca,3,1,Punishment,4,5,2.0,0,452,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
11204,171431_fnca,4,1,Reward,5,5,2.0,0,745,13,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
11205,171431_fnca,5,1,Reward,6,5,3.0,0,652,13,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
11206,171431_fnca,6,1,Reward,7,5,2.0,0,629,13,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
11207,171431_fnca,7,1,Neutral,8,5,3.0,0,447,14,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
11209,171431_fnca,10,1,Reward,10,5,2.0,0,1291,14,2,0,2,0,3.0,,1.0,,MostlyPunishment,MostlyPunishment
11210,171431_fnca,11,1,Punishment,11,5,3.0,0,481,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyPunishment,MostlyPunishment
11211,171431_fnca,12,1,Punishment,12,5,3.0,0,556,14,2,2,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
11212,171431_fnca,13,1,Punishment,13,5,2.0,0,612,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
11213,171431_fnca,14,1,Neutral,14,5,2.0,0,713,13,2,0,2,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
11214,171431_fnca,15,1,Punishment,15,5,2.0,0,662,13,3,0,3,0,3.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
11215,171431_fnca,16,1,Punishment,16,5,3.0,0,745,14,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
11217,171431_fnca,19,1,Punishment,18,5,2.0,0,1163,13,1,0,1,0,2.0,,0.0,,MostlyPunishment,MostlyPunishment
11220,171431_fnca,22,1,Neutral,21,5,3.0,0,389,13,1,1,0,0,3.0,,0.0,Punishment,MostlyPunishment,MostlyPunishment
11221,171431_fnca,23,1,Punishment,22,5,3.0,0,469,13,2,2,0,0,2.0,3.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
11222,171431_fnca,24,1,Neutral,23,5,2.0,0,663,14,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
11223,171431_fnca,25,1,Punishment,24,5,2.0,0,487,14,2,0,2,0,2.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
