,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.4,0.15,1,0.3166666666666666,0.4659534285176794,157437_fnca,-1.8388836149919094,0.5
1,Punishment,0.4,0.15,1,0.4136,0.4926755761946219,157437_fnca,-1.8388836149919094,0.4
2,Reward,0.4,0.15,1,0.3432,0.4749676150942405,157437_fnca,-1.8388836149919094,0.36
