,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
3457,122620_fnca,1,1,Reward,2,5,3.0,0,503,27,1,1,0,0,2.0,,1.0,,MostlyReward,MostlyReward
3458,122620_fnca,2,1,Reward,3,5,2.0,0,371,14,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
3459,122620_fnca,3,1,Punishment,4,5,3.0,0,316,13,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
3460,122620_fnca,4,1,Reward,5,5,2.0,0,319,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
3461,122620_fnca,5,1,Reward,6,5,2.0,0,337,13,2,0,2,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
3462,122620_fnca,6,1,Reward,7,5,3.0,0,444,13,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
3463,122620_fnca,7,1,Neutral,8,5,2.0,0,295,13,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
3465,122620_fnca,10,1,Reward,10,5,3.0,0,366,13,2,2,0,0,2.0,,1.0,,MostlyPunishment,MostlyPunishment
3466,122620_fnca,11,1,Punishment,11,5,2.0,0,332,14,1,0,1,0,3.0,3.0,1.0,Reward,MostlyPunishment,MostlyPunishment
3467,122620_fnca,12,1,Punishment,12,5,3.0,0,415,13,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
3468,122620_fnca,13,1,Punishment,13,5,3.0,0,308,13,2,2,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
3469,122620_fnca,14,1,Neutral,14,5,3.0,0,426,13,3,3,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
3470,122620_fnca,15,1,Punishment,15,5,3.0,0,513,14,4,4,0,0,2.0,3.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
3471,122620_fnca,16,1,Punishment,16,5,2.0,0,275,14,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
3473,122620_fnca,19,1,Punishment,18,5,3.0,0,376,13,2,2,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
3474,122620_fnca,20,1,Punishment,19,5,3.0,0,242,14,3,3,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
3475,122620_fnca,21,1,Punishment,20,5,2.0,0,271,14,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
3476,122620_fnca,22,1,Neutral,21,5,3.0,0,251,13,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
3477,122620_fnca,23,1,Punishment,22,5,3.0,0,405,13,2,2,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
3478,122620_fnca,24,1,Neutral,23,5,3.0,0,346,13,3,3,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
3479,122620_fnca,25,1,Punishment,24,5,2.0,0,373,13,1,0,1,0,3.0,3.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
3481,122620_fnca,28,1,Reward,26,5,3.0,0,368,13,2,2,0,0,3.0,,0.0,,MostlyReward,MostlyReward
3482,122620_fnca,29,1,Reward,27,5,3.0,0,343,13,3,3,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
3483,122620_fnca,30,1,Punishment,28,5,2.0,0,268,13,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
