,HCPID,egs,alpha,r,LL
81,113215_fnca,0.4,0.1,1,-2.047430593864725
102,113215_fnca,0.5,0.15,1,-2.061014724349554
92,113215_fnca,0.45,0.15,1,-2.061048875967395
103,113215_fnca,0.5,0.2,1,-2.079589810422569
82,113215_fnca,0.4,0.15,1,-2.0810286928265618
101,113215_fnca,0.5,0.1,1,-2.084755971878656
71,113215_fnca,0.35,0.1,1,-2.092962488636593
91,113215_fnca,0.45,0.1,1,-2.096734021446175
72,113215_fnca,0.35,0.15,1,-2.1014291329425845
62,113215_fnca,0.3,0.15,1,-2.1066218451297347
52,113215_fnca,0.25,0.15,1,-2.112284866042999
61,113215_fnca,0.3,0.1,1,-2.1153878122605594
80,113215_fnca,0.4,0.05,1,-2.1191743455206806
90,113215_fnca,0.45,0.05,1,-2.119727017054333
93,113215_fnca,0.45,0.2,1,-2.1216915400348597
60,113215_fnca,0.3,0.05,1,-2.1236961762781186
100,113215_fnca,0.5,0.05,1,-2.123818913748825
70,113215_fnca,0.35,0.05,1,-2.135418503199867
42,113215_fnca,0.2,0.15,1,-2.1501490983542917
83,113215_fnca,0.4,0.2,1,-2.1613355278278537
50,113215_fnca,0.25,0.05,1,-2.1628600909693367
51,113215_fnca,0.25,0.1,1,-2.1766482334372625
40,113215_fnca,0.2,0.05,1,-2.191165924985664
41,113215_fnca,0.2,0.1,1,-2.1969347569956743
31,113215_fnca,0.15,0.1,1,-2.2139301903283024
73,113215_fnca,0.35,0.2,1,-2.2212754305114935
30,113215_fnca,0.15,0.05,1,-2.230209861936505
32,113215_fnca,0.15,0.15,1,-2.2568063253535158
20,113215_fnca,0.1,0.05,1,-2.284480641802646
104,113215_fnca,0.5,0.25,1,-2.2851507837557303
63,113215_fnca,0.3,0.2,1,-2.2890217635504913
21,113215_fnca,0.1,0.1,1,-2.3069647827856654
94,113215_fnca,0.45,0.25,1,-2.3184873833989665
2,113215_fnca,0.0,0.15,1,-2.3361922625319025
22,113215_fnca,0.1,0.15,1,-2.3368080001719176
11,113215_fnca,0.05,0.1,1,-2.3807526720308436
12,113215_fnca,0.05,0.15,1,-2.3999654286442076
105,113215_fnca,0.5,0.3,1,-2.4078511670967937
53,113215_fnca,0.25,0.2,1,-2.4097590347371756
84,113215_fnca,0.4,0.25,1,-2.45808233838925
95,113215_fnca,0.45,0.3,1,-2.4725746955829475
10,113215_fnca,0.05,0.05,1,-2.5074875888856796
43,113215_fnca,0.2,0.2,1,-2.5112121122765565
74,113215_fnca,0.35,0.25,1,-2.5290904627618076
54,113215_fnca,0.25,0.25,1,-2.539303493126309
16,113215_fnca,0.05,0.35,1,-2.5482875436283274
9,113215_fnca,0.0,0.5,1,-2.5520221595759907
5,113215_fnca,0.0,0.3,1,-2.5534275516004756
17,113215_fnca,0.05,0.4,1,-2.5587478868791402
4,113215_fnca,0.0,0.25,1,-2.559538502214376
26,113215_fnca,0.1,0.35,1,-2.5638174516289727
3,113215_fnca,0.0,0.2,1,-2.5719741121736215
13,113215_fnca,0.05,0.2,1,-2.572360576733285
27,113215_fnca,0.1,0.4,1,-2.5775091312026044
33,113215_fnca,0.15,0.2,1,-2.5844615408454796
24,113215_fnca,0.1,0.25,1,-2.5901089395211225
