,HCPID,ans,bll,lf,LL
141,150625_fnca,0.5,0.75,0.1,-1.8937317049072053
131,150625_fnca,0.5,0.25,0.1,-1.9077439835225554
135,150625_fnca,0.5,0.45,0.1,-1.9085348206124202
130,150625_fnca,0.5,0.2,0.1,-1.9092967245335961
137,150625_fnca,0.5,0.55,0.1,-1.9175790359615879
133,150625_fnca,0.5,0.35,0.1,-1.9241881279759319
134,150625_fnca,0.5,0.4,0.1,-1.9283458096075292
142,150625_fnca,0.5,0.8,0.1,-1.9297747855019587
138,150625_fnca,0.5,0.6,0.1,-1.938474450549572
140,150625_fnca,0.5,0.7,0.1,-1.9394724782290897
127,150625_fnca,0.45,0.7,0.1,-1.9422284980572393
139,150625_fnca,0.5,0.65,0.1,-1.9478624420434056
129,150625_fnca,0.45,0.8,0.1,-1.9530944830335581
136,150625_fnca,0.5,0.5,0.1,-1.9539830774450815
106,150625_fnca,0.4,0.3,0.1,-1.9621354714860906
113,150625_fnca,0.4,0.65,0.1,-1.9628917058247213
122,150625_fnca,0.45,0.45,0.1,-1.9653700806941583
132,150625_fnca,0.5,0.3,0.1,-1.9658852416700063
124,150625_fnca,0.45,0.55,0.1,-1.9661444161983062
126,150625_fnca,0.45,0.65,0.1,-1.967590253017352
94,150625_fnca,0.35,0.35,0.1,-1.9695216471343302
117,150625_fnca,0.45,0.2,0.1,-1.9749600882169243
123,150625_fnca,0.45,0.5,0.1,-1.975857918847542
120,150625_fnca,0.45,0.35,0.1,-1.9791396337923752
121,150625_fnca,0.45,0.4,0.1,-1.9806479668916497
118,150625_fnca,0.45,0.25,0.1,-1.9857039339542368
99,150625_fnca,0.35,0.6,0.1,-1.9885887554131618
125,150625_fnca,0.45,0.6,0.1,-1.9969891906691672
116,150625_fnca,0.4,0.8,0.1,-1.9976018533232418
107,150625_fnca,0.4,0.35,0.1,-2.0014430183918464
128,150625_fnca,0.45,0.75,0.1,-2.0059847910304627
108,150625_fnca,0.4,0.4,0.1,-2.0163302423485954
93,150625_fnca,0.35,0.3,0.1,-2.0203255680160876
115,150625_fnca,0.4,0.75,0.1,-2.0243196574659184
119,150625_fnca,0.45,0.3,0.1,-2.027689215231883
98,150625_fnca,0.35,0.55,0.1,-2.0341342036231946
112,150625_fnca,0.4,0.6,0.1,-2.0370108999891046
101,150625_fnca,0.35,0.7,0.1,-2.037566296498054
109,150625_fnca,0.4,0.45,0.1,-2.038131302482883
110,150625_fnca,0.4,0.5,0.1,-2.0559582654812614
104,150625_fnca,0.4,0.2,0.1,-2.0584899084802935
105,150625_fnca,0.4,0.25,0.1,-2.0720563798777136
114,150625_fnca,0.4,0.7,0.1,-2.086486853846144
86,150625_fnca,0.3,0.6,0.1,-2.092111393400519
96,150625_fnca,0.35,0.45,0.1,-2.1042823335905725
102,150625_fnca,0.35,0.75,0.1,-2.129616308219948
79,150625_fnca,0.3,0.25,0.1,-2.1365870047438684
97,150625_fnca,0.35,0.5,0.1,-2.1376286097682575
111,150625_fnca,0.4,0.55,0.1,-2.151863138653955
69,150625_fnca,0.25,0.4,0.1,-2.1583980099206928
100,150625_fnca,0.35,0.65,0.1,-2.1593477274649326
85,150625_fnca,0.3,0.55,0.1,-2.1705442744076935
95,150625_fnca,0.35,0.4,0.1,-2.1872709767522123
84,150625_fnca,0.3,0.5,0.1,-2.1929278184535375
91,150625_fnca,0.35,0.2,0.1,-2.198790258484079
80,150625_fnca,0.3,0.3,0.1,-2.2116776403257785
77,150625_fnca,0.25,0.8,0.1,-2.2116776403257785
103,150625_fnca,0.35,0.8,0.1,-2.2139906873210844
92,150625_fnca,0.35,0.25,0.1,-2.2179756788483562
82,150625_fnca,0.3,0.4,0.1,-2.221763666353917
81,150625_fnca,0.3,0.35,0.1,-2.2679935028681197
90,150625_fnca,0.3,0.8,0.1,-2.2813296605280438
89,150625_fnca,0.3,0.75,0.1,-2.2955574876828253
76,150625_fnca,0.25,0.75,0.1,-2.2992362954052563
73,150625_fnca,0.25,0.6,0.1,-2.329759073285297
87,150625_fnca,0.3,0.65,0.1,-2.355168026961536
67,150625_fnca,0.25,0.3,0.1,-2.3650484419289364
10,150625_fnca,0.0,0.7,0.1,-2.387230263528735
72,150625_fnca,0.25,0.55,0.1,-2.39371753985706
78,150625_fnca,0.3,0.2,0.1,-2.395320115580699
7,150625_fnca,0.0,0.55,0.1,-2.411860111868287
88,150625_fnca,0.3,0.7,0.1,-2.4118744900959985
63,150625_fnca,0.2,0.75,0.1,-2.43767331594678
28,150625_fnca,0.1,0.3,0.1,-2.4391819870500733
57,150625_fnca,0.2,0.45,0.1,-2.442358301115061
71,150625_fnca,0.25,0.5,0.1,-2.4675643070317754
68,150625_fnca,0.25,0.35,0.1,-2.4678741311154355
83,150625_fnca,0.3,0.45,0.1,-2.504205812077384
61,150625_fnca,0.2,0.65,0.1,-2.517639561716968
74,150625_fnca,0.25,0.65,0.1,-2.52308251956185
62,150625_fnca,0.2,0.7,0.1,-2.524393367648212
36,150625_fnca,0.1,0.7,0.1,-2.527789869604641
20,150625_fnca,0.05,0.55,0.1,-2.542341606245584
