,HCPID,egs,alpha,r,LL
100,162026_fnca,0.5,0.05,1,-1.948970463840246
80,162026_fnca,0.4,0.05,1,-1.9538413012395188
60,162026_fnca,0.3,0.05,1,-1.9603804064918573
70,162026_fnca,0.35,0.05,1,-1.9661865016417648
90,162026_fnca,0.45,0.05,1,-1.9685209683517204
50,162026_fnca,0.25,0.05,1,-1.9856839139535059
40,162026_fnca,0.2,0.05,1,-1.989523117950541
81,162026_fnca,0.4,0.1,1,-1.99873916614363
30,162026_fnca,0.15,0.05,1,-2.012992549189778
101,162026_fnca,0.5,0.1,1,-2.0152328294926036
71,162026_fnca,0.35,0.1,1,-2.031283866316227
91,162026_fnca,0.45,0.1,1,-2.036998980897905
61,162026_fnca,0.3,0.1,1,-2.0556452278354227
102,162026_fnca,0.5,0.15,1,-2.0572675653480537
20,162026_fnca,0.1,0.05,1,-2.097638650520504
92,162026_fnca,0.45,0.15,1,-2.098042588349559
51,162026_fnca,0.25,0.1,1,-2.116778205370342
72,162026_fnca,0.35,0.15,1,-2.129929472647285
31,162026_fnca,0.15,0.1,1,-2.139584409547315
41,162026_fnca,0.2,0.1,1,-2.14445381676115
82,162026_fnca,0.4,0.15,1,-2.164082191047198
62,162026_fnca,0.3,0.15,1,-2.221548012410185
10,162026_fnca,0.05,0.05,1,-2.2508482169424218
21,162026_fnca,0.1,0.1,1,-2.303329342081715
52,162026_fnca,0.25,0.15,1,-2.3584038099592486
93,162026_fnca,0.45,0.2,1,-2.363246585404454
103,162026_fnca,0.5,0.2,1,-2.3645161885002777
42,162026_fnca,0.2,0.15,1,-2.3901300479000622
83,162026_fnca,0.4,0.2,1,-2.3996997105743283
11,162026_fnca,0.05,0.1,1,-2.4924239034661144
32,162026_fnca,0.15,0.15,1,-2.6022864453207837
73,162026_fnca,0.35,0.2,1,-2.6095616461272737
104,162026_fnca,0.5,0.25,1,-2.732358279362833
22,162026_fnca,0.1,0.15,1,-2.7662354031418954
63,162026_fnca,0.3,0.2,1,-2.853711600454803
94,162026_fnca,0.45,0.25,1,-2.8631086813730926
2,162026_fnca,0.0,0.15,1,-2.8997199256401185
84,162026_fnca,0.4,0.25,1,-2.901951655763065
53,162026_fnca,0.25,0.2,1,-2.925241263800392
1,162026_fnca,0.0,0.1,1,-2.9406275812666562
12,162026_fnca,0.05,0.15,1,-3.0084749469925627
0,162026_fnca,0.0,0.05,1,-3.0281915662464263
95,162026_fnca,0.45,0.3,1,-3.042576224015819
43,162026_fnca,0.2,0.2,1,-3.2088207098325645
105,162026_fnca,0.5,0.3,1,-3.230751530710768
14,162026_fnca,0.05,0.25,1,-3.297600832101451
64,162026_fnca,0.3,0.25,1,-3.3222267121328057
4,162026_fnca,0.0,0.25,1,-3.327617993794888
5,162026_fnca,0.0,0.3,1,-3.3586694252133285
23,162026_fnca,0.1,0.2,1,-3.3651961799155092
3,162026_fnca,0.0,0.2,1,-3.369258978984657
13,162026_fnca,0.05,0.2,1,-3.369391409509085
33,162026_fnca,0.15,0.2,1,-3.376464976541665
44,162026_fnca,0.2,0.25,1,-3.3802285312185925
74,162026_fnca,0.35,0.25,1,-3.387351604499535
106,162026_fnca,0.5,0.35,1,-3.3955533104453357
9,162026_fnca,0.0,0.5,1,-3.4067142060324187
96,162026_fnca,0.45,0.35,1,-3.4122943599047817
6,162026_fnca,0.0,0.35,1,-3.4168322795091743
24,162026_fnca,0.1,0.25,1,-3.428277209106056
17,162026_fnca,0.05,0.4,1,-3.4310672674593685
16,162026_fnca,0.05,0.35,1,-3.438553972615174
107,162026_fnca,0.5,0.4,1,-3.4415012138746044
