,HCPID,egs,alpha,r,LL
82,123117_fnca,0.4,0.15,1,-1.8419919952836352
72,123117_fnca,0.35,0.15,1,-1.843816897389884
92,123117_fnca,0.45,0.15,1,-1.847068603657064
102,123117_fnca,0.5,0.15,1,-1.8472103460262554
62,123117_fnca,0.3,0.15,1,-1.8477375278636856
21,123117_fnca,0.1,0.1,1,-1.8482303594558895
52,123117_fnca,0.25,0.15,1,-1.8529336175346542
31,123117_fnca,0.15,0.1,1,-1.8539702962074105
41,123117_fnca,0.2,0.1,1,-1.8545825519317365
61,123117_fnca,0.3,0.1,1,-1.8552126803161062
91,123117_fnca,0.45,0.1,1,-1.862484377225154
51,123117_fnca,0.25,0.1,1,-1.8637914886229265
71,123117_fnca,0.35,0.1,1,-1.8639526956475287
11,123117_fnca,0.05,0.1,1,-1.8667865999978699
81,123117_fnca,0.4,0.1,1,-1.8775302955866842
93,123117_fnca,0.45,0.2,1,-1.8782159568965522
101,123117_fnca,0.5,0.1,1,-1.8786421388166237
42,123117_fnca,0.2,0.15,1,-1.8789829442323396
103,123117_fnca,0.5,0.2,1,-1.894377623965937
60,123117_fnca,0.3,0.05,1,-1.9037343446629773
70,123117_fnca,0.35,0.05,1,-1.9092086060499223
30,123117_fnca,0.15,0.05,1,-1.9128741932544184
50,123117_fnca,0.25,0.05,1,-1.9144231197279291
80,123117_fnca,0.4,0.05,1,-1.9145392985559844
32,123117_fnca,0.15,0.15,1,-1.9215426645102938
100,123117_fnca,0.5,0.05,1,-1.921945025896829
20,123117_fnca,0.1,0.05,1,-1.922614687061818
90,123117_fnca,0.45,0.05,1,-1.9275499970449994
1,123117_fnca,0.0,0.1,1,-1.9372142260125282
40,123117_fnca,0.2,0.05,1,-1.940187861831678
83,123117_fnca,0.4,0.2,1,-1.9451748315560875
22,123117_fnca,0.1,0.15,1,-1.9729587188288553
73,123117_fnca,0.35,0.2,1,-1.973223915507011
2,123117_fnca,0.0,0.15,1,-1.9985489780725612
12,123117_fnca,0.05,0.15,1,-2.0027704965469453
10,123117_fnca,0.05,0.05,1,-2.006761578311779
63,123117_fnca,0.3,0.2,1,-2.0166992292100465
104,123117_fnca,0.5,0.25,1,-2.048190867084868
84,123117_fnca,0.4,0.25,1,-2.0880195323352586
53,123117_fnca,0.25,0.2,1,-2.1036498343772303
94,123117_fnca,0.45,0.25,1,-2.1087609646830816
43,123117_fnca,0.2,0.2,1,-2.168920066444365
95,123117_fnca,0.45,0.3,1,-2.1985576567122074
13,123117_fnca,0.05,0.2,1,-2.204489617519709
5,123117_fnca,0.0,0.3,1,-2.2134965549545824
14,123117_fnca,0.05,0.25,1,-2.215298774213645
3,123117_fnca,0.0,0.2,1,-2.2189753961961247
33,123117_fnca,0.15,0.2,1,-2.2208506146620923
4,123117_fnca,0.0,0.25,1,-2.2266289966925696
23,123117_fnca,0.1,0.2,1,-2.234788576625273
24,123117_fnca,0.1,0.25,1,-2.2565999552916587
74,123117_fnca,0.35,0.25,1,-2.2589179834845
34,123117_fnca,0.15,0.25,1,-2.264109273543705
85,123117_fnca,0.4,0.3,1,-2.2755950480729332
54,123117_fnca,0.25,0.25,1,-2.2979443531987718
64,123117_fnca,0.3,0.25,1,-2.3022045461839307
106,123117_fnca,0.5,0.35,1,-2.304448344656167
75,123117_fnca,0.35,0.3,1,-2.3078542080388145
44,123117_fnca,0.2,0.25,1,-2.311230344801227
105,123117_fnca,0.5,0.3,1,-2.3166282692402964
8,123117_fnca,0.0,0.45,1,-2.3440731797456444
96,123117_fnca,0.45,0.35,1,-2.345824990084049
6,123117_fnca,0.0,0.35,1,-2.349340174002201
7,123117_fnca,0.0,0.4,1,-2.349340174002201
9,123117_fnca,0.0,0.5,1,-2.3566942337097103
108,123117_fnca,0.5,0.45,1,-2.3671243897972407
45,123117_fnca,0.2,0.3,1,-2.381872961245215
17,123117_fnca,0.05,0.4,1,-2.395608121829604
15,123117_fnca,0.05,0.3,1,-2.396867813866876
107,123117_fnca,0.5,0.4,1,-2.3978400415019085
98,123117_fnca,0.45,0.45,1,-2.3997709069267614
16,123117_fnca,0.05,0.35,1,-2.422864028857598
36,123117_fnca,0.15,0.35,1,-2.430824236189115
97,123117_fnca,0.45,0.4,1,-2.4339990330900156
65,123117_fnca,0.3,0.3,1,-2.44143572542656
109,123117_fnca,0.5,0.5,1,-2.446739203863852
55,123117_fnca,0.25,0.3,1,-2.4474802533613804
25,123117_fnca,0.1,0.3,1,-2.4564937764403236
26,123117_fnca,0.1,0.35,1,-2.456493776440324
76,123117_fnca,0.35,0.35,1,-2.4650597511534835
87,123117_fnca,0.4,0.4,1,-2.4889464465787468
18,123117_fnca,0.05,0.45,1,-2.4902297253344154
46,123117_fnca,0.2,0.35,1,-2.4964238115128548
86,123117_fnca,0.4,0.35,1,-2.4986884924158588
66,123117_fnca,0.3,0.35,1,-2.5037808334002314
67,123117_fnca,0.3,0.4,1,-2.504916336371588
28,123117_fnca,0.1,0.45,1,-2.5135677863001007
19,123117_fnca,0.05,0.5,1,-2.5192129019307394
35,123117_fnca,0.15,0.3,1,-2.535776306129671
27,123117_fnca,0.1,0.4,1,-2.5384053423820325
56,123117_fnca,0.25,0.35,1,-2.5399594363508617
78,123117_fnca,0.35,0.45,1,-2.5985832227626435
99,123117_fnca,0.45,0.5,1,-2.601628867719393
39,123117_fnca,0.15,0.5,1,-2.6093225706952055
29,123117_fnca,0.1,0.5,1,-2.614234886012422
47,123117_fnca,0.2,0.4,1,-2.622326393269116
49,123117_fnca,0.2,0.5,1,-2.635186654479395
58,123117_fnca,0.25,0.45,1,-2.635389306048422
69,123117_fnca,0.3,0.5,1,-2.639760683438862
57,123117_fnca,0.25,0.4,1,-2.6439788354005294
0,123117_fnca,0.0,0.05,1,-2.659020827440647
37,123117_fnca,0.15,0.4,1,-2.677438648663024
88,123117_fnca,0.4,0.45,1,-2.6876929716841333
79,123117_fnca,0.35,0.5,1,-2.6918563522879824
48,123117_fnca,0.2,0.45,1,-2.6976622160901393
68,123117_fnca,0.3,0.45,1,-2.7073985125307916
77,123117_fnca,0.35,0.4,1,-2.7352723259999974
38,123117_fnca,0.15,0.45,1,-2.7398032933958665
89,123117_fnca,0.4,0.5,1,-2.756289234906766
59,123117_fnca,0.25,0.5,1,-2.7989065220832705
