,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
7489,149741_fnca,1,1,Reward,2,5,2.0,0,525,27,1,0,1,0,2.0,,0.0,,MostlyReward,MostlyReward
7490,149741_fnca,2,1,Reward,3,5,2.0,0,254,14,2,0,2,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
7491,149741_fnca,3,1,Punishment,4,5,3.0,0,257,14,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
7494,149741_fnca,6,1,Reward,7,5,2.0,0,231,13,1,0,1,0,3.0,,1.0,Reward,MostlyReward,MostlyReward
7495,149741_fnca,7,1,Neutral,8,5,3.0,0,767,14,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
7497,149741_fnca,10,1,Reward,10,5,3.0,0,692,13,1,1,0,0,2.0,,1.0,,MostlyPunishment,MostlyPunishment
7498,149741_fnca,11,1,Punishment,11,5,2.0,0,281,14,1,0,1,0,2.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
7499,149741_fnca,12,1,Punishment,12,5,2.0,0,297,14,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
7500,149741_fnca,13,1,Punishment,13,5,3.0,0,449,14,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
7501,149741_fnca,14,1,Neutral,14,5,2.0,0,489,14,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
7502,149741_fnca,15,1,Punishment,15,5,2.0,0,454,13,2,0,2,0,3.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
7503,149741_fnca,16,1,Punishment,16,5,3.0,0,390,13,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
7505,149741_fnca,19,1,Punishment,18,5,3.0,0,584,14,1,1,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
7506,149741_fnca,20,1,Punishment,19,5,3.0,0,259,13,2,2,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
7507,149741_fnca,21,1,Punishment,20,5,2.0,0,447,14,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
7508,149741_fnca,22,1,Neutral,21,5,3.0,0,533,13,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
7509,149741_fnca,23,1,Punishment,22,5,2.0,0,221,14,1,0,1,0,2.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
7510,149741_fnca,24,1,Neutral,23,5,2.0,0,272,13,2,0,2,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
7511,149741_fnca,25,1,Punishment,24,5,2.0,0,314,13,3,0,3,0,3.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
7513,149741_fnca,28,1,Reward,26,5,2.0,0,596,13,1,0,1,0,3.0,,1.0,,MostlyReward,MostlyReward
7514,149741_fnca,29,1,Reward,27,5,3.0,0,664,14,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
7515,149741_fnca,30,1,Punishment,28,5,3.0,0,507,14,2,2,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
7516,149741_fnca,31,1,Reward,29,5,2.0,0,274,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
7517,149741_fnca,32,1,Punishment,30,5,2.0,0,341,13,2,0,2,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
7518,149741_fnca,33,1,Reward,31,5,3.0,0,274,13,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
7519,149741_fnca,34,1,Reward,32,5,2.0,0,349,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
7521,149741_fnca,1,2,Punishment,2,5,3.0,0,343,27,1,1,0,0,3.0,,0.0,,,MostlyPunishment
7522,149741_fnca,2,2,Punishment,3,5,3.0,0,499,13,2,2,0,0,3.0,3.0,0.0,Punishment,,MostlyPunishment
7523,149741_fnca,3,2,Reward,4,5,3.0,0,288,13,3,3,0,0,2.0,3.0,1.0,Punishment,,MostlyPunishment
7524,149741_fnca,4,2,Punishment,5,5,2.0,0,262,13,1,0,1,0,2.0,3.0,0.0,Reward,,MostlyPunishment
7525,149741_fnca,5,2,Reward,6,5,2.0,0,238,13,2,0,2,0,3.0,2.0,1.0,Punishment,,MostlyPunishment
7526,149741_fnca,6,2,Punishment,7,5,3.0,0,333,14,1,1,0,0,3.0,2.0,0.0,Reward,,MostlyPunishment
