,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.2,0.45,0.1,0.2366666666666666,0.4257461153528187,113821_fnca,-1.8563876886555133,0.1666666666666666
1,Punishment,0.2,0.45,0.1,0.2528,0.4347912081859206,113821_fnca,-1.8563876886555133,0.32
2,Reward,0.2,0.45,0.1,0.2064,0.4048829264705017,113821_fnca,-1.8563876886555133,0.16
